k1 k2
8.111556260258295792e-02 -1.365926217985960478e-02
7.941308352783180147e-02 -1.416110992066563212e-02
8.095234508691503961e-02 -1.425508705464782755e-02
8.058555977570788786e-02 -1.380900256445259655e-02
8.024814800514531998e-02 -1.467514003234053621e-02
7.837407346660565932e-02 -1.389940330713369809e-02
7.987234304234899773e-02 -1.411446883451332457e-02
7.908082266544416705e-02 -1.365952673400960826e-02
7.908792199608732920e-02 -1.405247973993856148e-02
8.044520590773610036e-02 -1.348357572878707000e-02
7.980743760845329660e-02 -1.438907242991956104e-02
7.983904022026311331e-02 -1.448385337854027344e-02
7.929585985982740004e-02 -1.524387031932328274e-02
7.962627299453667318e-02 -1.407333186537823577e-02
8.015628263588728264e-02 -1.362509192875863140e-02
7.927466136707114752e-02 -1.558478332254363552e-02
7.887649592920153996e-02 -1.454675076651988641e-02
7.918501519999388005e-02 -1.433616035746816675e-02
8.027194441624316279e-02 -1.479973756128796780e-02
8.027777893771514961e-02 -1.389376907469359879e-02
7.900334006176384927e-02 -1.459954320689031693e-02
7.939873012350981418e-02 -1.592343381950397929e-02
7.966703501245595009e-02 -1.448619479624477235e-02
7.933015368459073180e-02 -1.439804739375956377e-02
7.978941719050966497e-02 -1.434455035927226230e-02
8.081001580571392506e-02 -1.396006957285605976e-02
7.942938151660403068e-02 -1.544015015930749746e-02
8.012093617938514933e-02 -1.394320223932807301e-02
7.880119271310712104e-02 -1.448984424098351265e-02
7.849090049778467693e-02 -1.445416288113250680e-02
8.015830956152289466e-02 -1.355390928864134981e-02
7.968468646177725989e-02 -1.367548112093028290e-02
7.957326737333461630e-02 -1.492547143411143695e-02
8.023343249908579389e-02 -1.347012986476089913e-02
7.787499403410988452e-02 -1.513333939083702506e-02
7.968166234729176511e-02 -1.494305574520363167e-02
7.911641073984021499e-02 -1.437323542359816853e-02
7.971416550859214412e-02 -1.445676419959730785e-02
7.946051414369972865e-02 -1.568758581709124578e-02
8.037169156622028798e-02 -1.443418146257990919e-02
7.898526779555986588e-02 -1.444901354549038563e-02
7.966100969823516897e-02 -1.424973786751922156e-02
8.111684502495392080e-02 -1.449813372880251472e-02
7.950444633619935253e-02 -1.473043501519220866e-02
8.071124184864927886e-02 -1.434021271584910717e-02
7.903301507439233764e-02 -1.428988520197903289e-02
8.015045317038557715e-02 -1.480622837807160641e-02
7.985418792032208946e-02 -1.376760304530398604e-02
7.834376947909826860e-02 -1.617648853796652131e-02
8.011881146588747948e-02 -1.424612858986999686e-02
8.014908135414020030e-02 -1.480649104419838602e-02
7.924650308331562809e-02 -1.491850498014765658e-02
7.964666631964645305e-02 -1.530150514947728468e-02
8.016648060763650885e-02 -1.448682204129371487e-02
7.984852727414173956e-02 -1.345374754510098025e-02
8.000665959293809526e-02 -1.544335705654001356e-02
7.971650136552654864e-02 -1.459848317849926636e-02
8.010352787866259483e-02 -1.511947858744636108e-02
7.945790654731901825e-02 -1.543100286261329945e-02
8.018629404298191488e-02 -1.548136362454363701e-02
8.013815626071185694e-02 -1.411518349680042361e-02
8.029910869213791047e-02 -1.382590801799341018e-02
7.960680227423522215e-02 -1.563705051876874974e-02
7.868025654352234222e-02 -1.452520341981804186e-02
7.843205910291078942e-02 -1.597928588832257801e-02
7.820478222562352033e-02 -1.563432053496546792e-02
7.960986793783308979e-02 -1.497178667799779761e-02
8.038481543131281715e-02 -1.394976096267017129e-02
7.948023028745584972e-02 -1.452185327889218835e-02
7.886907199171641625e-02 -1.499943938410037980e-02
8.011881146588747948e-02 -1.424612858986999686e-02
7.987680083849613144e-02 -1.572897229979083877e-02
7.981241015073267664e-02 -1.389952442445301084e-02
7.830303577596708919e-02 -1.550278751748160322e-02
7.868145664208969770e-02 -1.495801535155688589e-02
8.057008587998318316e-02 -1.445210522802777009e-02
7.999754603366873718e-02 -1.464088496943398432e-02
7.893982863557047480e-02 -1.422593230254762253e-02
7.949058195098721025e-02 -1.520385094711833307e-02
7.955024029727209012e-02 -1.466830634666230204e-02
7.957660721005804794e-02 -1.511151030419036201e-02
7.923711400327546062e-02 -1.504445117602414006e-02
7.935025346759935760e-02 -1.454360146465571990e-02
7.921097228746085128e-02 -1.496867546816574301e-02
8.033883482830059264e-02 -1.433542770872020533e-02
7.919660724370450322e-02 -1.400911215841035840e-02
7.992269471109883505e-02 -1.652140529145346148e-02
7.924081374553085255e-02 -1.452050274306307398e-02
8.078495923629921971e-02 -1.498977977013402074e-02
8.021573149226313149e-02 -1.456942512093729880e-02
7.971140424403808100e-02 -1.502778391071982189e-02
7.952304622548694857e-02 -1.498891473071797820e-02
7.834742994281493345e-02 -1.583375053249300168e-02
7.962765137637312085e-02 -1.373304123561305823e-02
7.940515855961777225e-02 -1.510142643678144547e-02
