k1 k2 k3 k4
6.299823019858435957e-02 -8.005543385173535809e-03 1.366650851446452042e-03 9.292299958870986476e-04
6.378479271454826072e-02 -6.910440340158419126e-03 9.501179427023886959e-06 -9.209722251910246182e-04
6.327524797765751718e-02 -6.595658937506604369e-03 1.476800932642977071e-03 -3.882923715807645726e-04
6.273308646708058989e-02 -7.170281195383126915e-03 1.357850578714181466e-03 -1.584741293991498434e-04
6.301254644152029516e-02 -7.055679490118912933e-03 1.495544327616643576e-03 -5.829659907051476520e-04
6.278240200813672844e-02 -7.080468941675008288e-03 7.180718502332317232e-04 -7.809605860767815377e-04
6.328814268810381560e-02 -6.902788540379373172e-03 1.221017790572015427e-03 -2.931195835857991483e-04
6.340291921166485434e-02 -7.489758368848298264e-03 1.861468383411724048e-04 -2.469754279829650123e-05
6.347154334642543527e-02 -6.687006417595980912e-03 1.940378652211499633e-03 3.970177245757322559e-05
6.238151505014830067e-02 -6.386748044565432325e-03 4.192081241919110024e-04 -3.182762237906866520e-04
6.315267957033907087e-02 -6.424688573492473576e-03 1.556924895788874830e-03 -3.951308311113399530e-04
6.384969589609096330e-02 -6.894750599668805768e-03 1.360281455600034772e-03 -7.022855855165627270e-04
6.287533864500866043e-02 -6.743093070870315175e-03 1.297619431600005591e-03 -3.452882137129353879e-04
6.306933017460247815e-02 -6.793071901429859061e-03 1.042903775358025587e-03 -3.935482777355087114e-04
6.286174089249782493e-02 -6.248532458255739996e-03 1.348541529039737341e-03 -7.598900514730055900e-04
6.250045276246288251e-02 -6.247638637264157913e-03 8.136925140009576563e-04 1.391479755136620922e-04
6.344261166779452399e-02 -6.385766309394122486e-03 1.646861850891426227e-03 -1.289270514579970994e-03
6.250465194690588144e-02 -8.053790367921240256e-03 4.216765099426672547e-04 -2.680496984122648918e-05
6.257005507505150610e-02 -6.132167199625476739e-03 1.609422854503134159e-03 3.391030026456409718e-04
6.286608971329005202e-02 -7.564238908786116711e-03 1.682881684260076338e-03 -1.218184854076584389e-03
6.309093449956426625e-02 -7.269098608853316601e-03 5.776392634662119718e-04 -1.234061246862303007e-03
6.351118569864913632e-02 -7.479832171865916091e-03 1.216185417635948229e-03 -1.847498847198925098e-05
6.280970823970208339e-02 -6.048462467110563012e-03 1.715367403716916428e-03 1.664525489636359268e-06
6.359190001448586371e-02 -6.759980880445409790e-03 9.402365773909238111e-04 7.824878512118216278e-04
6.316973498360253791e-02 -8.153441740457470499e-03 7.062630855831503185e-04 -1.183955562893412861e-04
6.370856222224244303e-02 -6.955795860854180335e-03 2.258087129885621991e-03 3.557124728277988313e-04
6.386488338600446180e-02 -7.607364597884386237e-03 1.165828273697405715e-03 -2.036521556106063446e-04
6.333889101305753555e-02 -6.882606257466089561e-03 -3.154024174960301519e-05 -7.997689714044076137e-04
6.371810960211335417e-02 -7.062313260052702213e-03 1.156851767745686876e-03 -5.891425285060453154e-04
6.296717620859446085e-02 -6.967152205890780881e-03 9.899493438102202614e-04 4.915532194107730124e-04
6.230689679294720840e-02 -7.712943672098515613e-03 6.182204142185926399e-04 -7.402855034339267393e-04
6.291528268704812965e-02 -6.649154068175636145e-03 1.301197939047954444e-03 1.205022157441532071e-04
6.338620338204478677e-02 -7.653071188537113878e-03 2.133747704426702807e-04 1.180737861206843098e-03
6.232862325921312285e-02 -7.367978985203790798e-03 4.818963340571941201e-04 -8.495545957913630541e-05
6.364249333846916379e-02 -7.076431579092476443e-03 1.453056351063367058e-03 -5.601375271072350781e-04
6.365809756252627238e-02 -6.516397579523353079e-03 1.359577882563384188e-03 4.088615080141966285e-04
6.269697989168840357e-02 -7.254006531023218796e-03 7.230287907825649896e-04 4.964650345061494274e-04
6.230886631832141531e-02 -7.203237569893147785e-03 1.006825284862872261e-03 -7.185632440041278546e-04
6.366365524748898719e-02 -5.718426507436161210e-03 9.711003024237968573e-04 -2.173729040875760354e-04
6.256982152604709246e-02 -7.208917794986863248e-03 1.720488675762493758e-03 -3.443574503972368639e-05
6.305099451649109898e-02 -8.422426137028621307e-03 6.506432706061271443e-04 -9.467595011794782689e-04
6.374168064154803193e-02 -6.148166476246441636e-03 7.004547210470446483e-04 -1.106822701133325371e-03
6.288456576581022417e-02 -7.047481315439085847e-03 1.712812673401703512e-03 -4.265255935128747788e-04
6.304828869898559951e-02 -7.717941934598876452e-03 1.671272225119715960e-03 8.300892791017477901e-05
6.315036784854247132e-02 -6.982372007547796300e-03 1.472310126218595583e-03 -4.851280728075668680e-05
6.393919607461115429e-02 -6.730510752293472621e-03 1.139340884485237626e-03 -3.884783474597530706e-04
6.258478850982943098e-02 -7.087006544954907450e-03 5.904868929630380237e-04 1.214034524932711134e-04
6.355539763277190390e-02 -7.235891775434724615e-03 1.398383233072758580e-03 -9.678977805716304506e-04
6.371867694637906032e-02 -6.918941209708470708e-03 1.095016636300322199e-03 -1.204380963396034510e-05
6.313149398099002219e-02 -5.225790905739935432e-03 2.674502315007584730e-03 -6.807716627464793779e-04
6.313427016318526319e-02 -7.445839894200848019e-03 9.425029516610117231e-04 8.288998700677063791e-04
6.291521157196558467e-02 -7.115044352361765689e-03 1.914994284510501688e-03 -1.010789478406895481e-03
6.378147694637803511e-02 -7.874556103593985390e-03 9.218282022728230274e-04 -1.995631792569424467e-04
6.389081530809254117e-02 -6.860071418201788007e-03 1.947768598615673419e-03 4.460922251940668826e-05
6.339310137032072578e-02 -6.795319929897486455e-03 1.272327821488519750e-03 -2.965433881364359925e-04
6.336261502663978473e-02 -6.945473685808375985e-03 1.552988846845154702e-03 9.660114290366700329e-04
6.342653378192439351e-02 -6.690064696701580882e-03 4.987502724888848160e-04 -8.799876031738013138e-04
6.313755204655530084e-02 -7.991633982745174891e-03 1.431379351908221298e-03 -4.966752466367269081e-04
6.259592789774237609e-02 -6.706213300614466410e-03 9.396491472479368001e-04 -2.386342899559634745e-04
6.277430773794365204e-02 -6.378595010876314531e-03 7.686987390218280591e-04 -1.042936903075358801e-03
6.253603544525476732e-02 -7.453183594243878440e-03 -8.630694537853367265e-06 -1.031547068275018297e-03
6.386035319100022423e-02 -7.234480581529700860e-03 7.039984606966864789e-04 -4.556497046586532873e-04
6.282387004299311295e-02 -7.161224817659295194e-03 7.959286229213546893e-04 -4.523125181669640504e-04
6.214429593999296064e-02 -8.492472949950785610e-03 1.355401571422304441e-03 -5.726733063086408837e-04
6.273459549122856194e-02 -6.327924244727195502e-03 8.376425794575370620e-04 -7.263466982320443410e-04
6.333907425171800276e-02 -6.013567507570913295e-03 1.335503631830145532e-03 -7.762332917702341462e-04
6.314796443407752480e-02 -7.234910611064043762e-03 1.088177650026486698e-03 -4.650231001950555498e-04
6.303356795905318277e-02 -7.221927860363352991e-03 1.030249965720805849e-03 -7.490278533108241099e-04
6.241405367076907629e-02 -6.803583089355275115e-03 1.557268182241999810e-03 -4.027208460440079296e-04
6.363367626409952016e-02 -8.247153605657489561e-03 7.406356153733667513e-04 5.031569324811524524e-04
6.307895032326882312e-02 -7.298421731608634166e-03 1.754591126005330959e-03 5.096245082697459239e-04
6.296336784988951218e-02 -6.506329071530286834e-03 2.065144635630900005e-03 3.139081667450083213e-04
6.355636901693678675e-02 -6.518814321645513554e-03 1.769700992440739751e-03 -6.509492198022437393e-04
6.285506563047080220e-02 -6.892372259145324032e-03 1.732353934916081029e-03 -2.502011309630930436e-04
6.228104543908552504e-02 -7.246765577811759007e-03 1.274388785598892793e-03 -8.025857970549166165e-05
6.263498815733828384e-02 -7.330695646429893908e-03 1.416799423373318878e-03 4.405913488610135875e-05
6.317071146587532882e-02 -7.240521761085971786e-03 1.301330831817576472e-03 -3.336854645074882608e-04
6.382078585000713900e-02 -7.651258210736477938e-03 6.675186475531280639e-04 1.425651390184468070e-04
6.195749562705507585e-02 -6.413130528843485889e-03 2.436827972031443967e-03 -3.768045860775975919e-04
6.407518748585239177e-02 -6.924812015497827655e-03 1.087851247522045317e-03 -3.747431813566348691e-04
6.290992449824403532e-02 -6.612790013723390814e-03 1.018827966252827677e-03 -2.234492465886667167e-04
6.278752625898872952e-02 -7.156676242045106884e-03 7.430536307530405393e-04 -1.109117999310321734e-03
6.331053677938650037e-02 -7.040977016140648193e-03 8.434114736397130274e-04 -3.219094197034477745e-04
6.264107010081820803e-02 -7.732898409095176340e-03 2.412639770888097557e-03 7.568443418943388012e-04
6.369960898699009166e-02 -7.064759283152061142e-03 9.111577407488330449e-04 3.504956227446121009e-04
6.306337123712615900e-02 -7.295694272895725252e-03 7.066896992416610290e-04 -8.431239943550300486e-04
6.165245283574713464e-02 -8.090497531420590138e-03 3.561650294890555957e-04 6.814477339726066063e-04
6.269023602540432782e-02 -5.613111767934081398e-03 2.184796777813607926e-03 4.140811934644217374e-04
6.274752706039352090e-02 -7.123385155563558002e-03 1.225243285034732788e-03 -1.186862280386224988e-05
6.273298413355213321e-02 -7.289207190872018516e-03 8.365246716427743312e-04 -4.402188325971501115e-04
6.403762542021185222e-02 -6.623309211707534283e-03 9.626545550764642467e-04 -7.132074727420195659e-04
6.296187925366578120e-02 -7.036720439391450088e-03 2.370064834929117015e-03 5.929393586343589817e-04
6.244839306591415395e-02 -6.042735355694578425e-03 1.872663731591700520e-03 1.864921045923589871e-04
6.321112435826939380e-02 -7.718010069895100966e-03 1.754891089021104467e-04 -4.225545517251155792e-04
6.323782438613664847e-02 -7.509612002732729552e-03 5.212332849094530873e-04 -6.965260817661383941e-04
6.202761320236535592e-02 -6.735716695135507415e-03 1.513361796155271444e-03 -9.600942379293653239e-04
6.216251342977108241e-02 -7.283166410837732530e-03 1.210964481685977701e-03 1.715570691408069282e-04
6.345375169788786129e-02 -7.415984680951517860e-03 1.291213004715088819e-03 -6.584704045250050486e-04
6.377195743041697007e-02 -6.793560325468808725e-03 9.613120366069871636e-04 -1.465597405904267569e-03
6.400746562501063996e-02 -6.895345043671313734e-03 9.350383965336800385e-04 7.724946740770705089e-04
6.312832550620675609e-02 -6.891404920522564703e-03 1.526828065162688652e-03 -1.200628383878354910e-04
6.300268084712434824e-02 -6.540681262482167524e-03 7.942048432266479718e-04 -1.195572312402262694e-03
6.284459943744652444e-02 -7.156852686302200839e-03 1.584725471948211784e-03 1.286279004203416676e-04
6.263389685317499733e-02 -8.924676260948324891e-03 2.851320360931774989e-04 -1.172580990483881869e-03
6.289426062519318239e-02 -7.012896882818225874e-03 6.939055295857310401e-04 -4.613701399361347377e-05
6.273298413355213321e-02 -7.289207190872018516e-03 8.365246716427743312e-04 -4.402188325971501115e-04
6.248957351309403219e-02 -6.953312213623927263e-03 1.867652949397238804e-03 -9.036171920972224658e-04
6.335021480034400132e-02 -6.846310325909460426e-03 1.316308100689875249e-03 7.920605572357963808e-04
6.360472147389170661e-02 -7.772522361477435249e-03 8.172565986304530794e-04 -5.413876586845833838e-04
6.250642934658315331e-02 -6.336902785534753724e-03 2.160504013934999579e-03 -4.522088736816642918e-04
6.381731257247799660e-02 -7.556852951356954340e-03 8.411030630589150237e-04 -7.442028671406919482e-04
6.310330622040091764e-02 -6.495047797565101089e-03 2.000892905564682911e-03 1.697671521365268221e-04
6.316882431309420176e-02 -7.660603279581512659e-03 8.267781025483866841e-04 4.936572187441423676e-04
6.322162826232516353e-02 -7.349658320346702522e-03 8.286545196883876585e-04 -5.303814985822830064e-04
6.191230008022247100e-02 -7.686591610876453151e-03 1.289096157897878792e-03 -1.696359029140781516e-05
6.296114656904980289e-02 -7.417264456686528673e-03 1.825217704825202181e-03 -1.015162216678591744e-03
6.372397048702904687e-02 -7.375914037329525663e-03 1.261876242163520456e-03 5.452808638216621873e-04
6.261917687901705221e-02 -7.405193193454159828e-03 8.414513211876945009e-04 8.828762711757254245e-05
6.325072197816153374e-02 -6.891169782402256638e-03 1.569266364684546167e-03 -1.231506273340926549e-03
6.340291921166485434e-02 -7.489758368848298264e-03 1.861468383411724048e-04 -2.469754279829650123e-05
6.239808848515973616e-02 -6.437445326951979352e-03 1.651507838580451581e-03 4.918771746175581994e-04
6.239281161634216422e-02 -7.718428420825707015e-03 8.049298061041793018e-04 3.565611425360853959e-04
6.350016897319940568e-02 -6.502243039375008027e-03 8.224951823000148377e-04 -3.777742221885010965e-04
6.365576315348528413e-02 -5.875941799319786552e-03 1.604586265030572001e-03 4.813899272176486166e-04
6.252133187148556370e-02 -6.990577688883239937e-03 1.478610772666949513e-03 1.344456900213841788e-05
6.230111245664318731e-02 -7.981093006884279473e-03 1.250876050769872405e-03 6.931046804597162936e-04
6.259244561733540158e-02 -7.761661479178075251e-03 5.158938208139202120e-04 -6.956617954911314960e-04
6.381858252727773406e-02 -6.840856438137560280e-03 2.233449609620269394e-03 1.174353736101460544e-03
6.323006843658895981e-02 -6.981143087912783374e-03 9.525254227919222050e-04 4.018540400782671940e-04
6.320650109032133201e-02 -7.073397149688909202e-03 9.885936306396614359e-04 -1.000262564504333929e-04
6.344356622940863777e-02 -6.492655966255950206e-03 6.309035808790969257e-04 1.365972587252517467e-04
6.372895934566227827e-02 -7.245497629523672822e-03 1.541567212562336420e-03 2.136357117493992153e-04
6.306468547028964977e-02 -6.996590106467873160e-03 1.288068101262779264e-03 -8.800952089160207770e-04
