weight logl k1 k2 k3 k4
0.000000000000000000e+00 -3.639926515004988015e+07 5.729264859836866175e-02 -6.920157543258649568e-02 -8.976704694961562536e-03 -6.152878002325530560e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -4.106856109396830878e-02 -5.230689873468683665e-02 8.128171482308257922e-02 8.430383091702928211e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -5.893949238095025356e-03 -1.417734660719180417e-02 9.668940762660341304e-02 -9.450162697468969530e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -9.701100442489717091e-02 -5.234844464138688203e-02 -2.320868770119358104e-02 -5.791717041494757329e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -1.935460879716113802e-02 2.695336523775665460e-02 -9.660767585203521024e-02 9.118094474825666484e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -7.797528875553493000e-02 7.248551528943739108e-02 2.865943986899449625e-02 -8.059628603764189270e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -5.995139692199938364e-02 9.568944228017495224e-02 1.883650189150916365e-02 -8.578092189852144778e-02
0.000000000000000000e+00 -3.639926515004988015e+07 7.146625500574316225e-02 -3.424229833916091204e-02 5.005409288063811246e-02 -3.212688318683463995e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -1.620167501556282752e-02 1.924101465535371647e-04 -7.332022607563173922e-02 -7.304988915175980591e-02
0.000000000000000000e+00 -3.639926515004988015e+07 5.193674201513223676e-02 -2.497414696982455662e-02 -9.795526549072715305e-02 5.512187208889465784e-02
0.000000000000000000e+00 -3.639926515004988015e+07 7.712512150414160828e-02 -7.786542384449741949e-02 8.680929789774635696e-02 7.813433225993621223e-03
0.000000000000000000e+00 -3.639926515004988015e+07 4.590398377921017792e-02 -3.018587489832565141e-02 6.047476359484818542e-02 -8.020375002331461833e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -2.960339375331992595e-02 8.241316182869717899e-02 3.657560682146099307e-02 -9.419443988406039914e-02
0.000000000000000000e+00 -3.639926515004988015e+07 4.381599006783470918e-02 -9.077614653793086852e-02 1.564663180911458895e-02 -1.022621108924046118e-02
0.000000000000000000e+00 -3.639926515004988015e+07 6.119290518087697195e-02 7.438193397930278894e-02 -8.458658489352306742e-02 3.846656634109563155e-02
0.000000000000000000e+00 -3.639926515004988015e+07 4.788667032173329896e-03 -7.652443513697289312e-02 9.173892991036874944e-02 -2.585015353123736037e-02
0.000000000000000000e+00 -3.639926515004988015e+07 -4.727944455054156059e-02 -5.902059057583353141e-02 -1.660320247936493410e-02 -8.817389498042754736e-02
