k1 k2 k3 k4 k5
7.964146452766540651e-02 -1.715943866596836287e-02 4.794709697043653129e-03 -2.563644354680177928e-03 -1.093061508815426630e-03
8.031839380038918730e-02 -1.779665642051833641e-02 7.207027665366377844e-03 -4.808495250354788420e-04 -3.115267878440741711e-04
8.192635246842447372e-02 -1.719943629832318410e-02 6.881303815397601942e-03 -2.463119854036188716e-04 1.636641005163183560e-03
7.894019786625305901e-02 -1.897427321609643225e-02 6.475534198833260424e-03 -3.805592505036481388e-04 -8.042862623192786886e-04
7.907730204705906707e-02 -2.079144571542455855e-02 5.952310623644763155e-03 -1.084174508826779570e-03 -1.649235211094932096e-03
7.938183670217974219e-02 -1.819259290362300330e-02 6.286869350402790602e-03 -1.950845306529197520e-03 -1.469240152017742274e-03
7.961788353258647533e-02 -1.728704868626843028e-02 6.240750597023933532e-03 1.163275115666495552e-04 1.128944680990562333e-03
7.857198461805034451e-02 -1.736104651809085297e-02 8.124857207133434622e-03 -1.732795776039436353e-03 -1.575226056002215769e-03
7.997206597311629084e-02 -1.793587338581723034e-02 4.087335877796749450e-03 -1.752297574463962393e-03 -2.140846428719950234e-04
8.111356976307693145e-02 -1.779999598296658214e-02 7.043571802392414871e-03 -1.981821525815039009e-03 -1.337638340166508177e-03
8.170516809154268478e-02 -1.779012112964620251e-02 4.068748238596237021e-03 -3.135018499082459220e-03 -6.141290870051718809e-04
7.906098520547882869e-02 -1.709121571141307416e-02 8.123243379816666443e-03 -7.744007665039520649e-04 5.132720697942350085e-04
7.836036903412463284e-02 -1.967248444976321675e-02 7.282664159525970016e-03 8.324552192607442835e-04 9.811765041338738058e-04
7.907542570234910029e-02 -2.015195429401751837e-02 5.295606521728751792e-03 -1.333921711167695978e-03 -1.310972694273479511e-03
7.986257568819141173e-02 -1.772989096010127441e-02 8.379229777110294708e-03 -2.751660818902712524e-03 -2.330983684570436809e-04
8.043289363966432681e-02 -2.049832080728454520e-02 5.086082034559694098e-03 -2.636354947594329867e-03 3.388181228253933641e-04
8.041986909240889103e-02 -1.833333152134392074e-02 6.786347313637433598e-03 -1.366030900119968861e-03 -5.347999693822991230e-04
7.948062121507146194e-02 -1.821331653817510887e-02 5.482423377339035175e-03 -2.599581015081148250e-03 -1.526053864533263860e-03
7.817073484725878263e-02 -1.975271697721678321e-02 6.683733548085490916e-03 4.901576239974836380e-04 1.312125874092712197e-03
8.019245263815383273e-02 -1.980562021839363251e-02 7.303395797798192812e-03 -8.389109747057726940e-04 2.371389120005895634e-03
7.956436437114408622e-02 -1.855218306625944225e-02 7.399437913411938128e-03 -1.850158506545657167e-03 1.919069288636859882e-04
7.777063746420395662e-02 -1.888535172255328964e-02 5.099264491495447693e-03 -1.080161353016959036e-03 4.475562793040677168e-04
7.896670654412898949e-02 -1.936259208910727503e-02 6.726503775038625288e-03 -7.445931891773421851e-04 1.198022539348489457e-03
7.935224816721972441e-02 -1.940755992616080561e-02 3.195438131523259395e-03 -2.342210444811532177e-03 -8.448793758736028447e-04
8.016024476172856073e-02 -1.645398887156017398e-02 6.255135347314838556e-03 -2.182493206001737129e-03 -1.964696229552323481e-03
7.950447240459052045e-02 -1.841158147106145004e-02 7.517179704362414450e-03 -1.173247207852362584e-03 -5.234895158599817133e-04
7.824045895812034579e-02 -2.089137590128978261e-02 5.972785059187857293e-03 -2.314360330655407250e-03 -1.030923153077165089e-03
7.941365345739254122e-02 -1.759289333546097678e-02 5.950253615860573442e-03 -2.298812169829106411e-03 -8.313821703073015490e-04
7.892898994715832894e-02 -1.820545488849323323e-02 6.128755612457445490e-03 -1.542339568905898295e-03 -5.656273687605906098e-04
8.038712254191401896e-02 -2.034182316679852831e-02 6.434671050477236420e-03 -4.046121241886024844e-04 8.048194927630369921e-05
7.978139313523116560e-02 -1.729242963360147489e-02 6.720949813856957888e-03 -1.422089211167043565e-03 -2.889589984021168068e-04
8.086596907261542344e-02 -1.735595278308280087e-02 6.263863183338866381e-03 -2.314144706266729745e-03 -1.101677248936880349e-03
7.856306287412584410e-02 -1.851401006904088153e-02 4.066381678821853751e-03 -3.385301379299598956e-03 -9.330802358766543403e-04
7.962242268183405969e-02 -1.771627362226244062e-02 9.220159312089110104e-03 1.111269147646212763e-03 -1.361377677947667175e-03
7.896452223409181070e-02 -1.942919531393280663e-02 7.428954239438206875e-03 -1.945662587353236272e-03 -9.350446674572798766e-04
7.933731608260113921e-02 -1.859303966159857324e-02 7.092057491214664999e-03 -4.311984968717597067e-04 1.165047079048381340e-03
7.834343100294532958e-02 -1.932023384536871169e-02 6.534338985538928890e-03 -1.436262326489801122e-03 -1.571731446060903314e-03
8.074967186288303789e-02 -1.767294709271913233e-02 5.059016452518758089e-03 -1.555576663799865256e-03 5.726655899422616880e-05
8.057461948561292497e-02 -1.605962490132553655e-02 7.172567506584973107e-03 -3.008760990238917854e-03 -1.017300434198703529e-03
7.936247689467754163e-02 -1.839587257362239325e-02 6.573717717500177082e-03 -1.384069943791005342e-03 -6.434283152936537409e-04
7.982205540857406634e-02 -1.830851618414920667e-02 6.796617280433486785e-03 -7.272462365591897404e-04 2.540424205000613167e-04
7.890856371351492871e-02 -1.930950607066664326e-02 5.627734572973719374e-03 -1.754899297984974238e-03 1.212504773984296458e-03
7.823173875593877891e-02 -1.935941281972412831e-02 4.955168578689245207e-03 -2.265169305089104190e-03 1.622451263691426782e-05
8.019868490648093817e-02 -1.795714658166910893e-02 6.338108166151990019e-03 -2.227706274266355591e-03 -2.177208511990963435e-03
