"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
7.885663204828348427e-02,-1.376239231912539801e-02,5.166613111738378554e-04,5.155808354453367921e-04,7.883820242928125943e-02,-1.376063190033192246e-02,7.834516958482871940e-02,-1.429383449821002017e-02,7.938967295828999737e-02,-1.324088238454483590e-02
