k1 k2
8.145949140782937636e-02 -2.007006511559560058e-02
7.970018720819202485e-02 -1.926324928169428907e-02
8.037443965062607276e-02 -1.773239329756515215e-02
8.018745441843858068e-02 -1.835022456244948807e-02
7.887604360663216796e-02 -2.050801447481329087e-02
7.926332392038842878e-02 -1.962377726643024789e-02
8.110356928037826263e-02 -1.805814833145305554e-02
8.008572747654049695e-02 -2.011449092387522508e-02
8.116364422376287635e-02 -1.761154723882082940e-02
8.025569508781491002e-02 -1.827007018811874217e-02
8.142583188983090747e-02 -1.906992945523167116e-02
7.954637913061465837e-02 -1.969860147950355800e-02
7.847809333665936582e-02 -1.806336252384002639e-02
7.976823777848943142e-02 -1.900660364489048515e-02
7.912677963847100648e-02 -2.056383564589732427e-02
7.968767988787908707e-02 -1.765844521944585910e-02
7.932479669041703207e-02 -1.864435684836537876e-02
7.981218247533830579e-02 -1.795832847880549088e-02
8.228871443079580072e-02 -1.754850751201249281e-02
7.841373261848483267e-02 -1.949900480244055878e-02
8.077447736375803489e-02 -1.707803989343983919e-02
8.043116755474563617e-02 -1.852718090773204651e-02
8.032479230163469541e-02 -1.971770807237158141e-02
7.846636333279122244e-02 -2.053255293068237397e-02
7.970063693782708514e-02 -1.896545337439417556e-02
7.909498700924666448e-02 -2.042163835796277638e-02
8.105815860645798621e-02 -1.861893447149229330e-02
7.856334719500451813e-02 -1.814103936298772091e-02
8.043297057746590095e-02 -1.777413647939787844e-02
8.102450335520747227e-02 -2.047537154341408372e-02
7.957997101820341035e-02 -1.780883894281773405e-02
7.946036065682110516e-02 -1.784975040964781323e-02
8.054528144661535216e-02 -1.999519156523942021e-02
8.027577296407253926e-02 -1.819765244042124974e-02
8.036751085445248410e-02 -1.808670955558003279e-02
7.991058531090119987e-02 -1.928114275308785708e-02
8.018260322277839802e-02 -2.038712912125753562e-02
7.986054634732381308e-02 -1.949867783001858756e-02
8.025569508781491002e-02 -1.827007018811874217e-02
8.005046074162683323e-02 -1.993489055724113890e-02
7.935494960789088448e-02 -1.918602775525293791e-02
8.010797263503485754e-02 -1.805156842553044816e-02
8.178493152983440373e-02 -1.927892352709839607e-02
8.064471225975647362e-02 -1.880285610708831712e-02
8.108704187341614356e-02 -1.918396674354472253e-02
8.108884317351408577e-02 -1.886335640728763197e-02
7.999355241006955719e-02 -1.749297220617347659e-02
8.024024348454847355e-02 -1.869818676753677578e-02
8.040161507971635424e-02 -1.814680545694760672e-02
7.932496978347181038e-02 -2.002211626582935111e-02
7.871115650007895481e-02 -2.177375433691271234e-02
8.127991008351215241e-02 -1.907872791503316401e-02
