"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.955098240887127636e-02,-1.417594346313066044e-02,5.205322401338900555e-03,8.234996097695141759e-04,9.036083272022482323e-04,8.930210367048029615e-04,7.954050437356424696e-02,-1.417748769207281823e-02,5.186816126964768903e-03,7.872309633609678170e-02,-1.507640998910494967e-02,4.327080165840449522e-03,8.035644681008966006e-02,-1.329343218160039010e-02,6.102953922555860201e-03
