"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
7.987017792988795883e-02,-1.725880100763090008e-02,5.708018079614467829e-04,6.092594598071456079e-04,7.986388850160516806e-02,-1.727866309138903489e-02,7.932153358494850592e-02,-1.785033646003934826e-02,8.044655104192371953e-02,-1.666620097350890450e-02
