"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
6.363839466314187565e-02,-8.357427840396152580e-03,1.527402297880134808e-03,-8.756855721859398665e-04,8.885379756484109185e-04,9.603376275002000395e-04,9.674702234754072386e-04,9.046775404206528880e-04,6.365186369495376417e-02,-8.360572192801063451e-03,1.516476276853279126e-03,-8.733721850669728948e-04,6.273349276656467466e-02,-9.327939526419776195e-03,5.652719614968881867e-04,-1.777881032543476847e-03,6.454330421566262244e-02,-7.383211811172449290e-03,2.522708326533978918e-03,4.903372291265733102e-05
