k1 k2 k3 k4 k5
7.856887660512471006e-02 -1.888255318128555238e-02 6.606497952198364665e-03 -5.803585792272525357e-04 -1.583159303917003324e-04
7.946610235485027096e-02 -1.729966486044419438e-02 7.205686044128106760e-03 -1.924593206096836262e-04 2.326727175593013008e-03
7.873465273548566068e-02 -1.694279138084153757e-02 6.940796619945330259e-03 3.584153557333602524e-04 -1.803604578177603335e-04
8.009966175478580586e-02 -1.736974230811641484e-02 5.978409569353249076e-03 -1.677224185219136632e-03 2.206688129667400133e-03
8.000333729517974946e-02 -1.739518860514503718e-02 4.165873995420010800e-03 -1.627964459044353718e-03 1.845942928042298981e-03
8.045688680507182000e-02 -1.736213114245924172e-02 5.557127684494900244e-03 -7.766144085135234798e-04 6.326465552281002047e-04
8.099096288841964308e-02 -1.648363172296997414e-02 4.428283896636409089e-03 1.598899566335881817e-04 3.222665409293584693e-03
8.002323529929253332e-02 -1.635292327680423763e-02 4.819444855791749083e-03 -3.879469574809030208e-03 -8.265284029655706188e-05
7.959992090591788694e-02 -1.635810055777045524e-02 7.208375153320595308e-03 -2.736011885087819007e-03 5.638424101479105888e-04
8.063409916436173330e-02 -1.639169750115160307e-02 7.369952260445941650e-03 2.105815861895149466e-04 2.116577761632876253e-03
7.859123619062086119e-02 -1.710741696287902680e-02 4.350835045936543577e-03 -4.539469265865542225e-04 3.657235579812984083e-04
8.061519644736353518e-02 -1.520575802918280872e-02 7.733437263574491349e-03 -2.306254775802651924e-04 2.810680446199809168e-03
7.853170502438386325e-02 -1.713676101006031405e-02 4.807498266124365927e-03 -1.874008289412837369e-03 3.039063023839189137e-03
7.820459870514265277e-02 -1.843275049924356090e-02 4.691152942527129777e-03 -3.185117633995052100e-03 1.108128080677464600e-03
8.160220875863463674e-02 -1.660755246152950670e-02 4.989867683970000689e-03 -3.021218426246613520e-03 7.612925453155117150e-04
8.055992386796825833e-02 -1.580866944683850805e-02 3.929599904267000454e-03 -1.762295405418681793e-03 2.017871153617539770e-03
