k1 k2 k3 k4
8.062362293666644475e-02 -1.436047774289717083e-02 3.397269079550097048e-03 -1.470098315477869066e-03
8.081239391002259520e-02 -1.473861121713007649e-02 3.883857399687856704e-03 -1.264597661857311262e-03
7.894778103830188409e-02 -1.550671842913385612e-02 4.144374298511749322e-03 -1.362188082366072583e-03
8.010707814955494999e-02 -1.358495744480547884e-02 3.161265336876509235e-03 -1.594630680488401397e-03
8.009358556875595392e-02 -1.263413686234769739e-02 3.158846843804408167e-03 -1.304858475039874510e-03
7.869651822710541089e-02 -1.561477063359247019e-02 3.567997503485423327e-03 -8.833463459096829729e-04
8.126310146490778319e-02 -1.288485784211049201e-02 4.449567432589660032e-03 7.733244576219461264e-04
7.981357527844210042e-02 -1.593089086902751972e-02 5.253120312699283145e-03 -2.149579623699535147e-03
8.094566527116539567e-02 -1.306825873181766129e-02 5.194490344710159246e-03 -1.438538521771254297e-03
7.931726148135351262e-02 -1.436329119819794442e-02 3.902317120945866802e-03 -1.664421035129204363e-03
7.940776321426043505e-02 -1.464964162580625895e-02 5.193461784346015131e-03 -1.335482816411895368e-03
7.968770795279681018e-02 -1.419095659240623974e-02 3.823048096114417538e-03 -1.911698386725099730e-03
7.871316705920516910e-02 -1.545030796996650635e-02 4.224088173618786857e-03 -1.478892244877821893e-03
7.921114597659822953e-02 -1.381350908166899261e-02 5.878703823199465939e-03 -4.597098833717533362e-04
8.000978509664388727e-02 -1.326557662241020785e-02 5.980995062826718889e-03 -1.084983003205891583e-03
7.965833575190101046e-02 -1.418356821809280133e-02 5.437931044513483192e-03 -8.004820922015570828e-04
7.878924271048956540e-02 -1.400189513035175748e-02 2.350390825019060825e-03 -2.092270057278897144e-03
7.841526553068930983e-02 -1.372326972714424387e-02 3.816981193005414275e-03 -2.252048607612355813e-03
7.990285086542989190e-02 -1.435187226898650137e-02 4.138755822347753299e-03 -1.071860925459106051e-03
7.924851778200131536e-02 -1.427118839312335741e-02 4.578518050211338730e-03 -1.420998067293247069e-03
8.055839236635584100e-02 -1.241886872884964688e-02 3.734981437096759893e-03 -1.314852273256422732e-03
7.961799612559825046e-02 -1.423292052996814883e-02 4.756509135910011454e-03 -1.970111716141836888e-03
8.061619555604646048e-02 -1.409447878439104573e-02 4.886306798744022295e-03 4.875192888170731820e-04
7.831774776982572406e-02 -1.445270720727771796e-02 3.218708499765771114e-03 -1.402718413331519032e-03
7.977443115798249496e-02 -1.436730551573263404e-02 4.858928164735140665e-03 -6.882194403435015762e-04
8.006291966944684146e-02 -1.357624932226443593e-02 5.000958267544403091e-03 -9.384419006890631909e-04
7.872324438276015468e-02 -1.500993130629829642e-02 4.683746921333969970e-03 -1.076488317520954419e-03
7.877490957758598311e-02 -1.351905101596018177e-02 4.483140760072029662e-03 -4.385630832664105805e-04
8.043492911030961090e-02 -1.289701029941682509e-02 5.171792031494093500e-03 8.400730226398867018e-05
8.036102080034734918e-02 -1.454428280664790685e-02 4.138889707538034868e-03 -1.973957412877758166e-03
7.846641749177138414e-02 -1.508723508971736293e-02 5.506250589217387414e-03 -1.247963695671372442e-04
7.861785150066091798e-02 -1.408808625341349818e-02 5.061865982111307671e-03 -1.408303602213847872e-03
7.974265267250496558e-02 -1.414870761420887468e-02 3.955200352042581580e-03 -3.739865324220159604e-04
7.921007555632700314e-02 -1.244943705649535770e-02 4.993685706032494065e-03 -1.937298930530351182e-03
8.034542349913800785e-02 -1.380685108553954266e-02 5.668481989544421618e-03 4.880739695112268350e-05
7.923504574999190586e-02 -1.422761046798884377e-02 5.190381825271608851e-03 -2.239625979610568307e-03
7.931351270064865289e-02 -1.414931303604965995e-02 6.055773955110546614e-03 7.237987905770182362e-04
7.975499556084525432e-02 -1.478566082114322888e-02 4.640801065097233113e-03 -2.064560707346299595e-03
7.991991054466116018e-02 -1.478328903793958704e-02 1.502162042160956612e-03 -1.220775188627093444e-03
8.059480958392270522e-02 -1.349348079788011134e-02 4.848509279913940095e-03 3.203722001325071123e-04
7.863101669672048488e-02 -1.370735688827384724e-02 5.582303965808305124e-03 -2.065251894837694113e-03
7.975499556084525432e-02 -1.478566082114322888e-02 4.640801065097233113e-03 -2.064560707346299595e-03
7.971054450913225842e-02 -1.583685566925688293e-02 3.243898892910476728e-03 -1.316086243331862637e-03
7.876349305897753506e-02 -1.464932007572343486e-02 4.658991914240157017e-03 -6.240901104962864876e-04
7.913755217308857115e-02 -1.318254925271571121e-02 3.775017367802613322e-03 -2.268525147181829626e-03
7.845295693279316640e-02 -1.431797339546511671e-02 4.840102023386499974e-03 -8.815592703163288579e-04
8.043973339550544721e-02 -1.421401110796505218e-02 4.313043976233513210e-03 -2.110831184847672404e-03
8.047181723962879007e-02 -1.266993211087988347e-02 4.674961468419031041e-03 -2.127583603560911918e-03
7.866765401984440742e-02 -1.534056298068392499e-02 5.614675651554865143e-03 -5.143041028398409598e-04
7.835803857405757022e-02 -1.377234107451838496e-02 4.865160849307548219e-03 -1.442458636068927325e-03
7.866765401984440742e-02 -1.534056298068392499e-02 5.614675651554865143e-03 -5.143041028398409598e-04
8.020069394820011910e-02 -1.462575657721512656e-02 4.499353931509977866e-03 -3.562672320421012007e-04
7.901546940913631301e-02 -1.462784518990700722e-02 4.080510724405184142e-03 -2.005541781195191442e-03
7.890513024080311744e-02 -1.521496263274878247e-02 4.430317075474782262e-03 -1.055668092374756339e-03
8.049823743407633070e-02 -1.398632171677306746e-02 4.459708892628116983e-03 -1.318624579405514030e-03
8.020880921343900849e-02 -1.439834485209376402e-02 4.405264347774467959e-03 -3.985381334672133402e-04
7.861185583812899114e-02 -1.449424295013503061e-02 3.937794321105594908e-03 -2.039233536049747664e-03
7.981062995544491168e-02 -1.448567655659728504e-02 5.026997510306357997e-03 -1.317633317305458296e-03
7.876341339609591041e-02 -1.367553742839405784e-02 4.080357849831739436e-03 -2.481637540316522506e-03
7.954780945626444000e-02 -1.411056253325729259e-02 2.873156242362312485e-03 -8.399348822758778699e-04
7.906976234305387874e-02 -1.373874581460229893e-02 6.533141041388718095e-03 -3.733423898943932784e-04
8.013057089012767809e-02 -1.327969211770804736e-02 4.798888387035543657e-03 -1.769328205985909452e-03
7.867904689551313835e-02 -1.462411432902274711e-02 2.964214333467940499e-03 -1.044999277181477004e-03
7.948225426297636509e-02 -1.392102227758630628e-02 4.460216480784942594e-03 -1.199952011642288485e-03
7.813488466205451011e-02 -1.372957767501029047e-02 3.784246043842490193e-03 -1.640736318199068067e-03
7.966087693244114365e-02 -1.269462348342222102e-02 5.577668720902401178e-03 6.582109187953932850e-05
7.889609767956604069e-02 -1.497242222230735220e-02 3.992909292774515784e-03 -8.316866734852934595e-04
