weight logl k1 k2 k3 k4 k5
0.000000000000000000e+00 -2.210481689274283871e+07 -9.548680077474321071e-02 -7.844893722028752070e-02 4.644639866488925461e-02 6.738789076199239170e-02 7.054119291017599269e-02
0.000000000000000000e+00 -2.210481689274283871e+07 4.322079914662627087e-02 6.746796429273235751e-02 -6.640955823919721113e-02 7.061001755079238107e-02 -7.930477195216399655e-02
0.000000000000000000e+00 -2.210481689274283871e+07 5.619525510479825292e-02 -1.456951823353661024e-03 5.916345565361522119e-02 -6.205370894981461494e-02 -3.095059315236264874e-03
0.000000000000000000e+00 -2.210481689274283871e+07 4.519215390397157694e-02 -7.637180574853881521e-02 1.863533269529396574e-02 9.912321648366018145e-02 8.570656899748940738e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.887033939842837515e-02 -8.088253846577309059e-02 3.501370763751071591e-02 6.570386602011138444e-02 3.792814275266323532e-02
0.000000000000000000e+00 -2.210481689274283871e+07 4.447126879912180475e-02 8.827124522104004556e-02 9.310551821956200569e-02 9.885684603872996190e-02 -2.641725522326499043e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -3.622411462975383412e-02 8.181478438613173920e-02 -9.089432339619947510e-02 9.178356126979972385e-02 9.186558665738867036e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -4.956666190980343889e-02 -7.229959713540366761e-02 2.872058425641538237e-02 3.919641634274639852e-02 8.120616579768255572e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.997307228187853057e-02 9.380347272805159009e-02 8.498868590802258205e-02 -5.560313012040701136e-02 -1.941779365080106845e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -7.382166229158181048e-02 -5.213070928432870371e-02 -9.294082674642485664e-02 3.575005125205560352e-03 5.153542350000292482e-02
0.000000000000000000e+00 -2.210481689274283871e+07 8.297798066655068250e-02 -4.720162362541591161e-02 -1.567266019062638072e-02 -3.774689712394585506e-02 7.153815626320850218e-03
0.000000000000000000e+00 -2.210481689274283871e+07 -3.228256541807894564e-02 7.889860777249682600e-02 7.432045613868309974e-02 -2.871877280497052431e-02 -4.000601578886580495e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -7.279756874447332327e-02 1.358182407616707887e-02 -5.215933165388411674e-02 2.252921195106905028e-02 -7.924733029861218137e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -3.455043946537175725e-02 -5.375494513670247415e-02 -5.933514781770437424e-02 6.235699187209395311e-02 8.420087641839799075e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -7.541054796044036057e-02 7.841780176002199898e-02 6.812267090448018148e-02 6.814361900198989686e-03 8.368337028234812403e-02
0.000000000000000000e+00 -2.210481689274283871e+07 6.717136473716697753e-02 -2.400998682306394738e-02 -9.026817338221578002e-02 -2.890422255272594165e-02 -8.722257940088827544e-02
0.000000000000000000e+00 -2.210481689274283871e+07 7.929583803312120760e-02 9.620304094321990851e-03 6.548220360641829330e-02 -2.876020630318124049e-02 4.373960152728795236e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -4.995303371517761243e-02 7.213445144198415981e-02 -8.675948791055750065e-02 -3.000893576286643716e-02 6.809765230986236650e-02
0.000000000000000000e+00 -2.210481689274283871e+07 1.132538563771634532e-02 7.400830425247015287e-02 -4.256328622789706806e-02 -3.149404718352358246e-02 5.346702117297169599e-02
0.000000000000000000e+00 -2.210481689274283871e+07 8.726912726255151020e-02 -3.879457153773269162e-02 9.517644760192242592e-02 -8.977518528839184553e-02 1.903078458245258120e-02
0.000000000000000000e+00 -2.210481689274283871e+07 1.440578439191791960e-03 -4.753156170840236450e-02 -5.624235930143346718e-02 -3.929316864998866343e-03 -8.086123243791559778e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -4.067951118900843543e-02 -4.284166536829503436e-03 -3.053108042865666782e-02 -7.474352309822913931e-02 -9.800196929079074692e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -1.165307294834125318e-02 -9.281109073746614258e-02 -8.836110415790641992e-02 1.072466612907801986e-03 -2.219819713605405975e-02
0.000000000000000000e+00 -2.210481689274283871e+07 3.912124332666225279e-02 6.491215652930326652e-02 1.424967109829396172e-02 -7.476025954820549047e-02 -5.693367327580081683e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.884620591686657520e-02 -2.643955139860183767e-02 9.639784601476319992e-02 3.020833034281728002e-02 -8.982113084982903950e-02
0.000000000000000000e+00 -2.210481689274283871e+07 4.638233514306389083e-02 -8.764495356358104061e-02 4.555614084191877966e-02 -7.222022802009842035e-02 4.148247651177780493e-02
0.000000000000000000e+00 -2.210481689274283871e+07 4.387388606920708534e-02 -6.623065050436161005e-02 4.439547626905912536e-02 -4.922154258932456838e-02 9.899897530679466207e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -1.164169887537051806e-02 -8.722118634449814445e-02 -2.310834267321656976e-02 -5.758087481394780216e-02 8.793724131850022552e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.481283418176250644e-03 -7.334562615060256918e-02 -9.992461525096413277e-02 -3.841640776661563866e-02 -9.422333447435522757e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -8.763950692823799238e-02 -8.720787897206822015e-02 2.236976048409140827e-02 -5.290744419515756164e-02 9.325583645708715452e-02
0.000000000000000000e+00 -2.210481689274283871e+07 3.788248212975126039e-02 7.796069557760712532e-02 -3.511919564940535476e-02 -6.122805147135823578e-02 5.433379450856781756e-02
0.000000000000000000e+00 -2.210481689274283871e+07 8.201611362861921384e-02 -7.583933144226580325e-02 -3.282067094777119109e-02 -1.001283066403628463e-02 5.430899644719497377e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -5.230379327099082126e-02 -9.808730342902929888e-02 -7.762350995708872103e-02 -8.304005367127501036e-02 -3.596059536229485876e-02
0.000000000000000000e+00 -2.210481689274283871e+07 9.886003131640652697e-02 -7.527136422147798211e-02 5.500757597978239710e-02 6.432043794300734696e-02 -7.913121924259763906e-02
0.000000000000000000e+00 -2.210481689274283871e+07 8.305794382526368591e-02 -8.785902919884849838e-02 -6.868199263764747375e-02 -6.008008173240171612e-02 3.951570441096191599e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -3.013339195917073832e-02 -7.926897476225103212e-02 -7.140667200848543894e-02 1.381417437047705032e-02 -6.844948526226575514e-02
0.000000000000000000e+00 -2.210481689274283871e+07 3.904161331631955667e-02 -5.889155700696283025e-02 6.422863647132029397e-03 -4.644076916213266820e-02 7.097538672753767042e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -8.501587788201113438e-02 4.105868652417127285e-02 -3.711809867762212722e-02 -7.707003665484141175e-02 -5.116465550525348821e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -7.087902915498318912e-02 -9.137062795430124507e-02 1.403133529118583134e-02 -9.994934067531713318e-02 1.960974384077625310e-02
0.000000000000000000e+00 -2.210481689274283871e+07 5.701880755442070847e-02 1.806129800498908200e-02 4.860680437528991371e-02 -6.769423210118255541e-02 3.126026529712994106e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -3.790975138030330815e-02 -3.953222239504650126e-02 6.360913760012107399e-02 -8.989050334172964118e-02 -5.584580170863837761e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -5.124183024701003952e-02 2.751185793269161906e-02 -8.880766647429727545e-02 -7.076831352523225982e-02 -9.636951240420024711e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -3.991808504391694545e-02 -6.999584346951609470e-03 6.254441412609121342e-02 7.351469406450839017e-02 4.449478048924604412e-02
0.000000000000000000e+00 -2.210481689274283871e+07 1.774791097385637617e-02 5.506342454020612953e-02 8.170888144847851531e-02 -9.795457041349218963e-02 8.618222641509509785e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -8.503510622814905440e-02 1.345158535889993956e-02 -8.517175465075046970e-02 -6.582767448204004945e-02 3.916848578825057881e-03
0.000000000000000000e+00 -2.210481689274283871e+07 -6.634354024115307613e-02 7.723473371528971620e-02 -4.401353684495186436e-02 -5.769883351182628073e-03 8.389730655418253802e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.648487505083561122e-02 8.481440777960377875e-02 7.608625075161737361e-02 5.456427070910876975e-02 -7.329255636210088576e-02
0.000000000000000000e+00 -2.210481689274283871e+07 -9.595880381893029387e-02 7.940143170525407190e-02 -3.307301512974800128e-03 -9.780093611353046779e-02 -1.712704145005543299e-02
