k1 k2 k3 k4 k5
7.949514429448531483e-02 -1.320766284408457503e-02 5.217249761315129186e-03 -1.131389613024308405e-03 2.842491170278738100e-04
7.995599897070704287e-02 -1.469662522584389008e-02 5.053926290719240599e-03 4.272793288198489803e-04 8.310497162091756707e-04
8.057334590761031090e-02 -1.451180065520707441e-02 4.443630394417169560e-03 -6.228537893349234134e-04 1.903728317328851061e-04
7.914269721543309988e-02 -1.405514900839069381e-02 3.889629260493812635e-03 -3.654357402132074606e-04 3.891191958318718225e-04
8.047357011826344886e-02 -1.311580707940757096e-02 3.522885367030895165e-03 -1.845528367742307885e-03 7.521925419846642313e-04
7.883987275720469312e-02 -1.523660177357764878e-02 2.583716790287043930e-03 -2.416960438018353474e-03 -9.678419388545467239e-04
8.013997761051025459e-02 -1.362451278249816877e-02 4.958887449687240934e-03 1.206589488618597938e-04 1.410848846111797950e-03
8.095800101301242613e-02 -1.445105063546825441e-02 4.548723632435830444e-03 -6.212712762267008637e-04 5.718080899816679885e-04
8.061097994273058731e-02 -1.561707989898307447e-02 4.796242016970306277e-03 -1.982236328947339921e-03 3.226791942489287690e-04
7.980169537013998005e-02 -1.187213254425781295e-02 3.553733577638967800e-03 -1.498688090130859130e-03 5.069748991733957766e-04
7.846106562068513868e-02 -1.405894055908304963e-02 4.765626561978320019e-03 -1.245584656732440232e-03 1.113468977444742603e-04
8.036542529776619093e-02 -1.238352407329276761e-02 5.733549717663377621e-03 -6.187820578672231786e-04 6.535794277947870601e-04
8.043503038140631389e-02 -1.490140695111699665e-02 4.417147179956892877e-03 -7.628554170186763184e-04 5.248122572731606095e-04
7.843199780196077886e-02 -1.246397490093165139e-02 4.350338673168696602e-03 -1.957585985771823078e-03 -3.015511802387099705e-04
7.919717157950423303e-02 -1.548406819213025976e-02 3.823870373261747946e-03 -7.723289682754208574e-04 -9.464002451274600158e-05
8.001107727978049033e-02 -1.402470277473033544e-02 5.098984347170307241e-03 6.412068589571467969e-04 6.384060225434196045e-04
8.026472829988079427e-02 -1.407368239633753626e-02 4.619024759322895579e-03 -1.630416421489630507e-03 1.261059482823984057e-04
7.788824764601431916e-02 -1.525232033436893508e-02 3.615183208002872850e-03 -2.799142322555459028e-03 5.418488839733504037e-04
7.938040693353279331e-02 -1.458999573501899849e-02 3.253277440369406470e-03 -1.650558895920820057e-03 -3.329486172948675771e-04
7.698337008463915221e-02 -1.354458178740872154e-02 5.158456655663501422e-03 -2.010691780482132263e-04 3.063050921858351261e-04
8.055475739537604207e-02 -1.514203920141259097e-02 3.770174509952942121e-03 -1.018262303106490241e-03 -3.400689405264334386e-04
7.853135685798282029e-02 -1.426025795763224968e-02 5.211490757982814581e-03 -5.587055682013397639e-04 2.903829003350621996e-05
8.041537962774683579e-02 -1.439994856090204278e-02 5.996605784108946513e-03 -2.327680472534621181e-03 7.662567746215820375e-04
7.908946154308485466e-02 -1.377739490067270145e-02 4.171680918954187578e-03 -7.605600011651031389e-04 -2.093936559524472996e-04
8.040397656263262305e-02 -1.477413998422244523e-02 4.581241831698945610e-03 -2.682792421318386245e-04 1.211035445356792306e-03
7.909561434485853915e-02 -1.404524605606322085e-02 4.561740496237393083e-03 -1.064572708581817961e-03 1.020343180869881516e-03
7.939935932028135968e-02 -1.549884431360745718e-02 4.038961960948730945e-03 -9.871065415817809052e-04 -7.391769786796731356e-04
7.747132148366064897e-02 -1.510607071656265565e-02 3.458909975513430046e-03 -4.006828532487072270e-04 1.636164040116655505e-03
8.118085786166348572e-02 -1.397075732740124532e-02 4.033484908383441758e-03 -2.005960174684393027e-03 -1.066160080594596993e-03
8.075788478426909611e-02 -1.213388594887698790e-02 4.126241278376172050e-03 -1.237197046752874785e-03 -9.135131899991738580e-04
7.990332788898776850e-02 -1.490039056310690779e-02 4.563427943564901668e-03 -6.631896005291626484e-04 -6.828549959804613989e-04
7.820932610299188847e-02 -1.366014950226465685e-02 5.716165127705008508e-03 -4.167468819925163048e-04 -9.161938141693942717e-04
7.985782834396840113e-02 -1.402280694424437590e-02 4.792694670080033248e-03 -1.254086270194604280e-03 4.435928287604279374e-04
7.967652547075068648e-02 -1.378107910249545820e-02 4.577307989464346472e-03 -6.958010107891154927e-04 -6.574998529642606115e-04
7.978951735787653821e-02 -1.385325463852475625e-02 3.717597855834947618e-03 -2.303420178026330256e-03 -1.151943391965656871e-03
8.041560502029201918e-02 -1.401878759138885933e-02 4.449639534002611252e-03 -4.558239519022733166e-04 2.357063625969962883e-04
7.907831877675278176e-02 -1.384800122636500874e-02 5.980178435303185047e-03 -1.111522014269006320e-03 5.884625776910734629e-04
7.811749949593832509e-02 -1.533049326182459038e-02 2.958773293731065124e-03 -1.298376826337682699e-03 1.901875831810589945e-03
7.853923808938567674e-02 -1.434980452409274909e-02 5.209684696132504955e-03 -1.384496267007193082e-03 -2.293491939505676314e-04
