weight logl k1 k2 k3 k4
0.000000000000000000e+00 -1.823647393651284277e+07 9.732317196719064700e-02 -8.922856644022472694e-02 1.354952554268532006e-02 -5.786189165216202440e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -3.520296166358009848e-02 -5.961879394328959553e-02 -1.157752314298285401e-02 -5.795853510071256182e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -7.785964461119443403e-02 3.478850818418346980e-02 9.353979213611113286e-02 3.183028910467194939e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -7.692205604259948204e-02 -4.311532619709546044e-02 -3.561822369283722256e-02 -8.631934551751595242e-02
0.000000000000000000e+00 -1.823647393651284277e+07 6.270342409741211376e-02 -8.633478634296945509e-02 9.138475947539004274e-02 -7.835583058229363129e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -9.681823556274822551e-02 7.890544863996212799e-02 9.524694865547700395e-02 -9.342876689815704516e-03
0.000000000000000000e+00 -1.823647393651284277e+07 -3.209729133395651524e-02 -9.090347693523932737e-02 -9.965198388266366392e-02 -7.633007226906812770e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -5.820482537346556573e-02 -7.748356247304129252e-02 2.389394873857142443e-02 -6.630248021820153714e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -9.612641450477743543e-02 -4.209812196965463660e-02 -9.409905275838964522e-02 -5.502462382799278018e-04
0.000000000000000000e+00 -1.823647393651284277e+07 8.756197296750659054e-02 -7.882899281815050618e-02 4.437500603593153015e-02 3.549828112675831870e-03
0.000000000000000000e+00 -1.823647393651284277e+07 9.327350376835791268e-02 2.507502146908305307e-02 5.057478200738119156e-02 -6.870458390855056774e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -4.856051532035976503e-02 6.646071666313146942e-02 9.770950987456070158e-02 -7.929733113207591833e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -1.856534493527658980e-02 9.576349377468126867e-02 -8.903077719093435705e-02 -7.846657229560474733e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -6.930346664990633121e-02 -9.005244715544068190e-02 -2.844503264306778856e-02 -9.579222931297191879e-02
0.000000000000000000e+00 -1.823647393651284277e+07 5.023672781028820644e-02 -2.058521255028453179e-02 6.641475451190506640e-02 -8.890185857184605689e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -9.100096896806930680e-02 -5.858585239096128494e-02 5.910946745798148494e-02 7.683084603036538507e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -3.946091822279493982e-02 8.948251487548952721e-02 -2.481526576987840016e-02 -7.619454166144241924e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -8.051825608793877764e-02 3.347967412750935123e-02 6.977931332098111228e-02 6.586317372225550248e-02
0.000000000000000000e+00 -1.823647393651284277e+07 6.178983259514428394e-02 1.548388176086246126e-02 4.406944380181959664e-02 -7.898734251783900984e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -6.372899519884267505e-02 -2.889044225478719363e-02 8.132144801906723841e-02 9.947726646446394816e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -1.295767082526233516e-02 -5.147692548675428942e-02 8.897594433939026715e-02 -5.942726808863910137e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -9.518547975196406385e-02 2.140804210403488006e-02 2.463986846381860385e-02 9.811079861773869260e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -5.590191450032100384e-02 2.693578905488239195e-02 -8.558776233662584998e-02 -8.548634366035517962e-02
0.000000000000000000e+00 -1.823647393651284277e+07 9.053668585342683484e-02 -9.886829116537353135e-02 2.732684243967076210e-02 9.825867863777765221e-02
0.000000000000000000e+00 -1.823647393651284277e+07 -6.464313518464903652e-02 -6.985190193421098037e-02 5.209074963103357825e-02 -9.192669875180597971e-02
0.000000000000000000e+00 -1.823647393651284277e+07 1.825112411412217750e-02 -9.727704380383128679e-02 5.096324878695551730e-02 -8.010270967837712641e-03
0.000000000000000000e+00 -1.823647393651284277e+07 9.753198756856570895e-02 4.893506155798649226e-02 -5.886715645926674650e-02 6.070947384379851708e-02
