k1 k2 k3 k4
6.346385731203069147e-02 -6.850102641698982420e-03 1.458809245330899840e-03 -3.662343518423538669e-04
6.279306345303659054e-02 -6.556391368862352076e-03 9.657901970069326936e-04 -2.657233921677382149e-04
6.339078962376695769e-02 -7.176035699569510706e-03 2.251057732348099583e-03 -8.147100655849226492e-04
6.303415708789994465e-02 -7.749967197578103151e-03 2.327899951555398306e-03 3.481955958857252398e-04
6.285926155419011008e-02 -7.197716851266328097e-03 2.701715428001391639e-03 -5.352968068497720999e-04
6.268520235480454228e-02 -7.569551368241750344e-03 1.743870185503634818e-03 4.797559018170083345e-04
6.430433516141270678e-02 -6.342240013962135992e-03 1.871932459228647927e-03 -1.097295442927331832e-03
6.393190118386021803e-02 -6.972051974743348479e-03 1.139512397890868334e-03 -5.888686533715298266e-04
6.323491467861347415e-02 -7.940401527057522335e-03 1.290402620194724959e-03 -3.987014079501888242e-04
6.308111416731737586e-02 -7.556403401994010727e-03 1.879264610698011539e-03 -5.335696988381377626e-04
6.343481311776161258e-02 -7.195506587379024710e-03 6.568585613505595333e-04 -6.712822988197419960e-05
6.315016321966582247e-02 -7.941688557071543975e-03 2.253965724689832584e-03 -4.470454565899950605e-04
6.326177737670468648e-02 -7.971297079413630637e-03 8.222873104367645070e-04 -6.130091313098218198e-04
6.352210241946010250e-02 -7.509992028743028847e-03 1.349897902332600208e-03 8.768133199679728484e-06
6.358766097284510033e-02 -7.351329597466010890e-03 2.808136235487895815e-03 -6.167071585871514161e-04
6.333599431010836223e-02 -8.025827720824801892e-03 1.725149724929209150e-03 -7.658669414825763910e-04
6.188566263897107844e-02 -7.615065310575250268e-03 2.001241401626580041e-03 8.046556098662005496e-05
6.358090200009869353e-02 -7.624308093768655814e-03 2.152865767107381423e-03 -1.479833700436528066e-05
6.337786716194088177e-02 -6.564905169378604244e-03 1.679759576755063266e-03 -5.329154135476910081e-04
6.296612722132374773e-02 -6.948646781101269765e-03 1.450065805565683985e-03 2.405402238887938138e-04
6.291193584937185279e-02 -7.722728684261465082e-03 1.847401947740842654e-03 -1.675492162654210193e-03
6.250240228138953524e-02 -7.385983449960359382e-03 1.734176680425858486e-03 -2.951168382379076860e-04
6.220882899500734808e-02 -6.983554310586809200e-03 1.524190497647584519e-03 -1.127959676145567913e-04
6.265172238532656923e-02 -7.485711806272693503e-03 1.335569649317552843e-03 -7.540644244110467076e-04
6.410697605536214150e-02 -7.000208455292783460e-03 1.256142824656886203e-03 -3.229974125587842249e-04
6.359192454376833004e-02 -7.085116038189828713e-03 1.697346296712629043e-03 5.325887392188394243e-04
6.249770930788578482e-02 -8.283776641237944327e-03 1.001441059124585919e-03 -4.349082509746138303e-04
6.294223403743429146e-02 -8.161288620458367893e-03 8.158940080256193994e-04 -5.706169089167156816e-04
6.270868306338223119e-02 -7.712534629307904455e-03 5.246582745182803986e-04 -7.446226362280150557e-04
6.280001793826564538e-02 -7.387633651494557308e-03 1.862111340036082252e-03 -5.335992252978732919e-04
6.330367863693633912e-02 -7.327191017436313070e-03 8.091144272326655784e-04 -5.634740533186355371e-05
6.263041649699424562e-02 -7.350126270835255493e-03 1.013308150727157408e-03 -6.158368753594878342e-05
6.331964060042302722e-02 -7.376611589500065014e-03 1.301852124603763983e-03 -3.615276142056311759e-04
6.453857181089109329e-02 -6.464781632553900925e-03 1.958388621395704132e-03 7.207042266544477771e-04
6.416514900628642049e-02 -7.459988978336482002e-03 7.651500113820680626e-04 -3.928464395212827309e-04
6.373481604286279634e-02 -7.142773197293381116e-03 1.885756550397618692e-03 -3.611422580727940979e-04
6.290841712746350622e-02 -7.215484910082323178e-03 1.518487147994032616e-03 2.212475991927725927e-04
6.284204781623198288e-02 -8.248812797848920075e-03 1.417401453717520576e-03 8.715525352420705474e-05
6.299990729380369747e-02 -8.085642372505891240e-03 1.000996956009997385e-03 -1.084934063047826580e-04
6.365189577276209043e-02 -7.009414408824771181e-03 1.315331396928451357e-03 -3.942486221226448873e-04
6.251577105711586535e-02 -6.721526361071317179e-03 1.316743229358291467e-03 5.370773662955741212e-04
6.333593263247841443e-02 -7.483594960763007009e-03 1.280740054664913918e-03 -8.863081999772454145e-04
6.359192454376833004e-02 -7.085116038189828713e-03 1.697346296712629043e-03 5.325887392188394243e-04
6.279375822226948567e-02 -8.443297852236561485e-03 1.424519352795333704e-03 -5.342723657437986606e-05
6.307114818362116737e-02 -7.559519663965813541e-03 3.511037720924370387e-04 -4.848911614256795621e-04
