k1 k2 k3 k4 k5
6.235943942988944610e-02 -6.768509055324209434e-03 1.504509729657724226e-03 7.835031807118114644e-04 6.850118976549079974e-04
6.270855430593103019e-02 -7.009492823144045093e-03 2.520682924943840053e-04 -1.908549850542923254e-04 6.763707719736888890e-04
6.210730508320075338e-02 -7.302853671466852381e-03 1.644021486672198051e-03 5.605590748925803890e-04 -6.695377386182477242e-04
6.227974460651805599e-02 -7.745272682371712181e-03 1.079483526709446028e-04 -1.172391955086934945e-03 -6.375808210412198251e-04
6.381551241047478396e-02 -8.880319197731884051e-03 9.706899034031685192e-04 1.707633690747334398e-04 -6.457792072543100392e-04
6.453370042511560878e-02 -7.428896409900659359e-03 8.242716401173633134e-04 4.830101787499929689e-04 -2.087232144466627526e-04
6.223532768240624957e-02 -6.545828545956436373e-03 1.419101509346903933e-03 -4.319914088731502400e-04 -5.525743499995988683e-04
6.315056452932965581e-02 -6.539150559173395605e-03 1.365956970438883533e-03 -1.467243253141653492e-03 -5.512984784651620007e-04
6.226080409961501361e-02 -7.113278287745911088e-03 2.335632743321380822e-03 2.402428886230656424e-05 2.389235020765073658e-04
6.252746967380792831e-02 -6.463374674586824797e-03 1.897188066309715704e-03 -3.503125639589821372e-04 -5.487435889932334998e-05
6.198115072271695447e-02 -6.485156525569149566e-03 1.489238227963721184e-03 2.339468443990355695e-05 4.176291132856474464e-04
6.252746967380792831e-02 -6.463374674586824797e-03 1.897188066309715704e-03 -3.503125639589821372e-04 -5.487435889932334998e-05
6.391086708652538029e-02 -7.085380272167610127e-03 6.043518210006454394e-04 -1.150992927238941865e-04 -8.463634477820503044e-05
6.300295863931246187e-02 -5.983373883157921957e-03 1.245311309973809455e-03 4.816583147914943464e-04 7.149450806823720583e-04
6.283817822528986463e-02 -6.651088186545375813e-03 1.661352307207847323e-03 -4.050311343737206249e-04 -1.897896557995770728e-04
6.297297060412340719e-02 -7.199927220194496380e-03 1.015190778420868578e-03 -1.129894427641192634e-03 -1.530206799450345434e-04
6.331770964350658115e-02 -6.941546085726807425e-03 4.677708949485104295e-04 -7.258494283760852372e-04 -1.254506855497272699e-04
6.289768773774923050e-02 -7.045955169693224329e-03 1.091909422715059419e-03 -3.772628177373948954e-04 -2.093002171355134999e-04
6.350217751120579290e-02 -5.856295239711567513e-03 8.096663169626650003e-04 -6.248565642998082925e-04 -2.507727041177049143e-04
6.416802316957076480e-02 -6.988874731394839612e-03 9.948021658214012408e-04 4.252979864251271724e-04 4.049204147542340149e-05
6.347718084005141148e-02 -6.666263544086309389e-03 1.871930086358622458e-03 -3.550825261637857722e-04 -7.678600198151447342e-04
6.242986276362014197e-02 -6.878461109132552598e-03 6.185410368814842075e-04 -7.820039715711046835e-04 2.860670840519469182e-04
6.252579500700669590e-02 -6.334594828978815095e-03 2.161564848730729294e-03 4.140538113602820758e-04 -2.468913453047977269e-04
6.335964915297986888e-02 -7.027945561624379667e-03 1.008400908412004915e-03 -4.863076353600198631e-04 6.302584248086828822e-04
