,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15
0,-0.941592124031135,-0.472901224019021,1.72061001116301,-0.218292826729394,1.29248270215499,-1.90058533299008,-0.109820546352056,0.666716290482964,-0.654511300609447,2.5335572347558,-1.32103465375213,-2.95926114152616,-2.12750932838136,0.283111778394262,1.8782857058142,0.881790066193779
1,-1.27756286054899,-0.498962883188219,1.68196983324526,-0.244049187836724,1.31147623639702,-1.723208770264,0.05722937477718267,0.653318065137258,-0.827815527547398,2.20280907772093,-1.56512912233706,-2.891452116036,-1.9840203518312,0.334746683452806,1.73387524477801,0.958212949792094
2,-1.25881748109473,-0.397973953847331,1.69453232266075,-0.199532737126767,1.14691654111795,-1.7046609967438,0.172737397965505,0.67022632894887,-0.931250894535151,2.46953598053935,-1.40399273323135,-2.95581901603429,-2.03391883322735,0.440671162297424,1.94190956264721,0.801550846259016
3,-1.16833449888555,-0.393935667052761,1.69143564452067,-0.150081260790676,1.26063867137733,-1.84847877258992,0.120165399070877,0.43211901838278,-0.726748575776128,2.51720269229008,-1.31333597694831,-3.10760020919423,-1.88247354105401,0.261422647402082,2.06345402634202,0.969494958024996
4,-1.15428879766082,-0.464132861736153,1.62595040924417,-0.214766479281275,1.33622754689007,-1.73568129349885,0.0532160857962931,0.701122925284768,-0.723037289272803,2.52334754012337,-1.25637814404487,-2.75658057546539,-1.91708904814565,0.42956900711272,1.96532215770612,1.12423111239088
5,-1.17443790536167,-0.585304210166822,1.56645454494628,-0.331869484460252,1.41703753195513,-1.71676809672223,0.125087659022901,0.655768719889264,-0.709907149038512,2.36104087006415,-1.40815281648498,-2.83045285218163,-2.00682341163115,0.469717496185974,1.83812660145843,0.923537678172197
6,-0.981790144708789,-0.500309709644675,1.64653882152111,-0.123666249705926,1.38288104275817,-1.69839839393768,0.17368618831714,0.677194970531027,-0.683778943101501,2.84344630235653,-1.19871243105064,-2.64494562070921,-2.0766683260858,0.461327414737808,1.92377111801586,1.08597033448849
7,-1.0894004340647,-0.469417713440477,1.87401926225253,-0.252497132619561,1.34630802977687,-1.53104158523056,0.296325908509759,0.502967725032963,-0.844168733286554,2.45819552598011,-1.30197076509717,3.08880446191748,-1.8071486521041,0.36631162686117,2.23114975407756,0.827117076504232
8,-1.05583175543628,-0.337476001929248,1.93108924878965,-0.151550311153999,1.23015493255139,-1.77015732129099,0.01200015656483747,0.588916203333721,-0.759457161034826,2.52058901290055,-1.17639123138941,3.11707394329889,-2.01558341215997,0.21506282220186,2.19790020768831,0.881565023140966
9,-1.04702937999531,-0.498740795247522,1.89513035318794,-0.104929737809919,1.33979905152656,-1.65600356834843,0.03631066443277207,0.598269441265721,-0.594869170218164,2.66622236043141,-1.25027002285389,3.01227033742432,-1.79078216953846,0.253615108905043,2.28257826240668,0.953056503797499
