k1 k2 k3
6.540543342231497359e-02 -9.863531782386344982e-03 1.467844038684384955e-03
6.311198006356313894e-02 -1.136773254076156592e-02 1.015582484756374915e-03
6.271984800919197522e-02 -1.117453538840210148e-02 1.412046877727085592e-03
6.269646542176179893e-02 -1.188469864959446065e-02 2.411037430633949930e-03
6.386790189358435010e-02 -1.089229865077498416e-02 3.822971912361389224e-03
6.364200614618353846e-02 -9.389087995442524370e-03 3.607141546021930267e-03
6.305010623996018526e-02 -9.497043059006421428e-03 3.576702986316224187e-03
6.504953138844074556e-02 -1.014884465510437761e-02 2.446505797582571029e-03
6.448180902309361140e-02 -9.597562798503544990e-03 -1.078212827972574450e-03
6.382543880454394358e-02 -1.246807506400672561e-02 2.826754074891121848e-03
6.374417807088372800e-02 -1.026669566707949510e-02 1.154404231363662103e-03
6.464567376205174187e-02 -9.899206535885329838e-03 2.954541102474214642e-03
6.409038349878923291e-02 -1.058738831147615356e-02 2.618900348683034229e-03
6.375979376665660836e-02 -9.534136008513674487e-03 1.607864988724450050e-03
6.376212947395104580e-02 -1.170819615324036889e-02 1.695272248162266182e-03
6.344304011417409295e-02 -1.112401051037831268e-02 1.963389303097737293e-03
6.384419641001301549e-02 -1.144907094972232031e-02 1.573938356650275705e-03
6.449584277953518408e-02 -1.240771668651076409e-02 2.093214533502682495e-03
6.398108499464180698e-02 -1.140367572103498373e-02 3.025369296743435354e-03
6.520535646293237897e-02 -1.022125953062416603e-02 1.554145658748756764e-03
6.514197756962075703e-02 -1.111417154456936784e-02 2.141889719310396956e-03
6.453517182617188319e-02 -1.136127503021597263e-02 3.283386570379603908e-03
6.633083906008796493e-02 -9.812389609515498323e-03 1.632024346933380610e-04
6.495273299451576055e-02 -1.099285791882419205e-02 7.395317739635753895e-04
6.246568752949877013e-02 -1.134639141410329066e-02 3.840205111986044750e-03
6.348686967794286984e-02 -9.455920858596339462e-03 3.009015391151587115e-03
6.311372620637997755e-02 -1.148259431670251018e-02 2.168907370571376836e-03
6.440976972814335677e-02 -1.119868588326651537e-02 1.979860179864442737e-03
6.218274730507353243e-02 -1.123730642028332449e-02 2.446525890703266093e-03
6.299019660304380763e-02 -1.048316005787401639e-02 2.960879834350560458e-03
6.481398588068970623e-02 -1.053235223686427302e-02 2.166145028474564249e-03
6.370936414751088295e-02 -9.378489814800813895e-03 3.062291362420838103e-03
6.462018007921749296e-02 -9.845196252253343716e-03 2.308733325969522521e-03
6.412910977086822006e-02 -1.314825056988035146e-02 3.334088265146584185e-03
6.484256740732247115e-02 -8.900501626073059613e-03 3.718206883138591712e-03
6.285729366663442286e-02 -1.261820970271163023e-02 2.220058120096290999e-03
6.261445966432166443e-02 -1.070934689997372902e-02 2.599249419353036328e-03
6.281943746415452612e-02 -1.145952524568970288e-02 3.060643202396920448e-03
6.391420800474667541e-02 -1.113287178629360219e-02 3.289159285969622815e-04
6.353972754590217487e-02 -1.049644077925375452e-02 2.120207148063824043e-03
6.388024892524932219e-02 -9.205529189742364671e-03 4.370376258002697800e-03
6.265613729265026577e-02 -1.028517300760214970e-02 1.640234044295071913e-03
6.413858341621067605e-02 -1.082340820889989008e-02 2.785333913904036729e-03
6.578672109569316806e-02 -9.169239120224853545e-03 2.987902338977319050e-03
6.378864830467140257e-02 -1.115569923748307990e-02 1.340063336734309551e-03
6.164451816646407400e-02 -1.169380210111135854e-02 2.026495800857161522e-03
6.414726078924323782e-02 -1.086797718176611693e-02 2.514223206217414130e-03
6.631197350492668008e-02 -1.028579034342855247e-02 2.650362398729094737e-03
6.382827076351124673e-02 -1.136095590290832347e-02 1.758900265023150000e-03
6.286509286484706638e-02 -1.006264739674192499e-02 1.436512812753920620e-03
6.472690178545906226e-02 -1.246125524942695573e-02 1.973634366859863820e-03
6.324847838301544956e-02 -1.196834818912009823e-02 8.897790479320821788e-04
6.281895103966833593e-02 -1.198966465373897672e-02 4.032498782523721848e-03
6.308405031443717337e-02 -1.100684404943783057e-02 7.680594420330921768e-04
6.352725169673276162e-02 -1.038876331616273019e-02 3.069355966176051664e-03
6.404015941906832099e-02 -1.010287226893752388e-02 1.631874178613129667e-03
6.325302739189786472e-02 -8.325662569183919781e-03 3.181096477967534919e-03
6.350699926524622230e-02 -1.006394826669039511e-02 2.913966114896471282e-03
6.326431252526834581e-02 -1.215542044267450827e-02 4.051285856000827468e-03
6.299622508152577516e-02 -1.042675379758509213e-02 5.215845024141047004e-03
6.394702897446458145e-02 -9.213269030938248116e-03 3.039879299335065954e-03
6.285195987270678075e-02 -1.057664292236451531e-02 2.450070799965994861e-03
6.275688686675989780e-02 -1.021118647528622414e-02 1.332183021954549962e-03
6.479690524783804362e-02 -1.002372669421519591e-02 7.347999317446618495e-04
6.412253801819839394e-02 -1.208118556313540759e-02 2.202921112660558012e-03
6.510082362124713917e-02 -1.069179839808617749e-02 1.304752926469185392e-03
6.285912086600295434e-02 -9.339387737803794831e-03 1.072674654754399159e-03
6.329946974336578269e-02 -1.161746480620863553e-02 3.570336527435047369e-04
6.433822712050482617e-02 -9.851918420569288903e-03 2.806291692288714890e-03
6.517600839010656566e-02 -1.151224627977670556e-02 1.901672851102320649e-03
6.466640563871836611e-02 -8.544085312506805030e-03 3.233498443351523477e-03
6.446228300656733912e-02 -9.031014160193029383e-03 3.757048952503200256e-03
6.518098525305554558e-02 -1.075757869382940046e-02 1.558108056124815621e-03
6.433406162573981901e-02 -1.018581807909123282e-02 1.028783816676856477e-03
6.448371433635413652e-02 -1.025466800593785588e-02 7.644751013322348410e-04
6.376017947136147779e-02 -1.074780991426513288e-02 3.493990983182426735e-04
6.313581837040874167e-02 -1.133167931037157294e-02 4.061164106966025367e-03
6.263885633140162112e-02 -1.097281831273871910e-02 4.228273040613753087e-03
6.289388852693014731e-02 -1.108594098378046233e-02 2.026915266110734803e-03
6.504995615327735514e-02 -9.844884231084538584e-03 1.977887526111915539e-03
6.342101268458241736e-02 -1.065217838772448966e-02 1.729849157300858420e-03
6.552056782351983744e-02 -1.233422305819001363e-02 2.285782837629105058e-03
6.564573637515053184e-02 -1.134633036746303392e-02 3.336685911962317119e-03
6.220724250961301438e-02 -1.273490454135009498e-02 2.629187579592781598e-03
6.301873068401905864e-02 -8.955860815436977873e-03 2.178946909624862593e-03
6.433822712050482617e-02 -9.851918420569288903e-03 2.806291692288714890e-03
6.105908284200103897e-02 -1.246489634770185650e-02 3.237203006542066497e-03
6.405443385464584805e-02 -1.133178728735995122e-02 2.059565657878792422e-03
6.353248763188221182e-02 -1.238771428010905507e-02 3.186455664791615350e-03
6.299245436815389954e-02 -1.100324987289777456e-02 2.967593038099416991e-03
6.389058577382372706e-02 -1.087196479169386110e-02 3.224298084842439072e-03
6.465068921310487826e-02 -1.278872973702818716e-02 3.804374199099222476e-03
6.452606027387086662e-02 -7.784732149918205391e-03 1.885553983165810799e-03
6.424883998558691967e-02 -9.089385683102663149e-03 1.377612149297435806e-03
6.260252779652539235e-02 -1.037637036752131481e-02 4.191105496078637027e-03
6.354411814442548212e-02 -1.163751282135483400e-02 3.426076569021344054e-03
6.457537638734436869e-02 -1.102135429773132280e-02 1.795060725476013697e-03
6.242062893074673546e-02 -1.101583211309814514e-02 1.948187158501132887e-03
6.385798074418189141e-02 -1.126183724765192351e-02 2.065706075939768849e-03
6.385281849259599740e-02 -1.197353308768152325e-02 1.900573326117857564e-03
6.299383964200158670e-02 -9.865269495545503364e-03 1.640707043741460036e-03
6.370902513014095603e-02 -1.242718749663053457e-02 3.764367984957633917e-03
6.335548017570055701e-02 -1.082202183962473196e-02 1.767377464166663970e-03
6.377709080036073064e-02 -1.206307043912105414e-02 1.680452098323279020e-03
6.370887638694186506e-02 -1.038478820467995944e-02 2.379143551940979262e-03
6.555291369341081920e-02 -1.072917080004351376e-02 1.897061475300276800e-04
6.421697852721724997e-02 -1.213367659520055153e-02 1.986584920839057355e-03
6.606140105125754558e-02 -1.093125426231152109e-02 3.653948320071195854e-03
6.358232710048125624e-02 -1.082111445843501885e-02 2.045550174486016060e-03
6.424260599035333530e-02 -1.122999598879906302e-02 2.057509786633146542e-03
6.646974699847174595e-02 -1.171870740126064458e-02 8.621975909763462953e-04
6.554607120847069646e-02 -1.192650652467308614e-02 2.409959647354908974e-03
6.349035481489573307e-02 -1.168113740543703927e-02 1.615652675401049732e-03
6.463505595931948178e-02 -9.787349192970209999e-03 2.830570646260979761e-03
6.291384575111177990e-02 -1.224858754079155565e-02 2.381981368960367496e-03
6.346916419576500989e-02 -1.183354069750733317e-02 2.889708544540597890e-03
6.415537293070280866e-02 -1.093094332460615992e-02 2.141044796166696740e-03
6.395374929555677768e-02 -1.207020775429748505e-02 2.491157274203611993e-03
6.506248937912104124e-02 -7.189630961968493383e-03 4.393274164043822760e-03
6.251069888963259324e-02 -1.174940914004303505e-02 3.413925273395429505e-03
6.407121069760346455e-02 -1.158348122648343581e-02 2.284632811976258782e-03
6.314442506424441937e-02 -1.043300645837688667e-02 2.608949878890709506e-03
6.282717797144538041e-02 -1.095317276285803776e-02 1.853047394182211205e-03
6.306070283780579322e-02 -1.377149947200385915e-02 1.807041985969010112e-03
6.381683265831164520e-02 -8.932855941096551344e-03 4.454553245428954922e-03
6.275935367859750147e-02 -1.109557637650558648e-02 2.940000926545935367e-03
6.636884785042782009e-02 -1.077696934404910600e-02 1.966385253469551952e-03
6.246809657648208503e-02 -1.188094458399557851e-02 1.574831765146209039e-03
6.361109403526180039e-02 -1.040803495898523501e-02 1.771378969971079687e-03
6.205343825508408129e-02 -1.365446136772459351e-02 3.315623132925063499e-03
6.497449534984334196e-02 -9.874434281753691200e-03 2.308131605382124363e-03
6.268243889604785402e-02 -1.042707343996104874e-02 2.704964938440343469e-03
6.466632532987667825e-02 -1.022965719404861362e-02 2.137715472245310666e-03
6.278887896587165285e-02 -8.196409279397881553e-03 4.241372365678425238e-03
6.322269061391722067e-02 -8.896018108915174083e-03 4.058445781723624135e-03
6.391966297696449750e-02 -9.331401530384073051e-03 2.533076490093932875e-03
6.306614138902078004e-02 -1.121058592632710738e-02 2.506937110945545166e-03
6.373644557856802950e-02 -1.047011689318338989e-02 2.764996225658664097e-03
6.305615447386095362e-02 -9.643101809078097331e-03 3.352309109019152578e-03
6.332183723805345776e-02 -1.193895962507843245e-02 1.294893062559504537e-03
6.202271988586000040e-02 -1.214561428574884028e-02 1.452887863810592428e-03
6.350379421953039616e-02 -9.177861063402320552e-03 4.517131382414163454e-03
6.383299487874058431e-02 -1.078173342041556515e-02 3.515171927343824221e-03
6.296154966103029160e-02 -9.928315347858734929e-03 2.663245898433502790e-03
6.320205723847913126e-02 -8.863791587917321801e-03 3.630969030565880939e-03
6.351228565262842518e-02 -1.058347064598139098e-02 2.969154447018354515e-03
6.210296256916833513e-02 -9.248371353519094229e-03 3.959098236012120742e-03
6.112521639310672383e-02 -1.220543015490699323e-02 3.200177953617738824e-03
6.453682652225328775e-02 -1.178412077257715018e-02 3.098848688620398084e-03
6.277764714622588449e-02 -9.728232226445504560e-03 1.941938899215900349e-03
6.405337483123021980e-02 -1.216388305956900284e-02 2.891605608108166470e-03
6.446228300656733912e-02 -9.031014160193029383e-03 3.757048952503200256e-03
6.344941227731834554e-02 -1.046044753739283628e-02 2.634602866049218228e-03
6.301832854063679767e-02 -9.010712798685746594e-03 3.189434979278996107e-03
6.294393197966260955e-02 -9.732529077639023862e-03 3.752163843864092518e-03
6.345069169095282624e-02 -1.008877694360553468e-02 1.648916227868599260e-03
6.510224121532642849e-02 -9.890726884477479830e-03 3.581278492575917793e-03
6.352907978242469667e-02 -9.972393767084017369e-03 3.964681706404779571e-03
6.539036628224767500e-02 -1.040971545888721983e-02 3.227516397343532795e-03
6.286543491861301680e-02 -1.188527576593789714e-02 2.108761577979872959e-03
6.369032437416244363e-02 -1.036924436143300821e-02 2.079571786817946411e-03
6.367956577100050697e-02 -1.022137051951746423e-02 2.713687273160569902e-03
6.263885633140162112e-02 -1.097281831273871910e-02 4.228273040613753087e-03
6.200212047427441919e-02 -7.986001176450721606e-03 4.580160994055629264e-03
6.207978521661683402e-02 -9.292848858968957848e-03 4.004660862224840301e-03
6.394354192917658941e-02 -9.849530406371959090e-03 1.595694372537009853e-03
6.561844470897035264e-02 -1.021246481223204994e-02 2.267891796361373724e-03
6.558598844739774170e-02 -1.095865445926993975e-02 1.628877169890713406e-03
6.499383194109362161e-02 -9.505578362699385053e-03 1.090499593185231819e-03
6.257192347125878351e-02 -1.077964273483808522e-02 2.298921714505700042e-03
6.442214004256527349e-02 -1.163922376038897810e-02 2.811197583931918098e-03
6.420773559182332835e-02 -9.391381966609754772e-03 4.343157464564068038e-03
6.331554031911534874e-02 -1.195366791184092337e-02 3.073801245556936901e-03
6.360382690634891478e-02 -1.296793396307793778e-02 2.880354696558895533e-03
6.479634659960806231e-02 -1.094536821012528915e-02 1.849501690872543125e-03
6.246673290953938529e-02 -1.003104988942805920e-02 2.119190697942904822e-03
6.439046529017303233e-02 -9.947866277583927719e-03 3.300579942166953495e-03
6.186612885627193470e-02 -1.218112844397374606e-02 1.621449839443428464e-03
6.321113136370479224e-02 -1.169616690121053071e-02 1.885907309828890877e-03
6.413549551770203472e-02 -1.101785325789218783e-02 7.955471149963255773e-04
6.355998062132869886e-02 -9.903914081491257959e-03 1.802876923370597129e-03
6.212130538807972280e-02 -1.063805455100577668e-02 4.301323761733755191e-03
6.238186712517762578e-02 -1.197880615741166166e-02 1.962736867721553979e-03
6.445419278691852383e-02 -1.125538098231106121e-02 2.042250238848297705e-03
6.345054700024219119e-02 -1.097510139425438014e-02 2.242596831254758949e-03
6.437134091192642238e-02 -1.242018697792654502e-02 1.793382658602654667e-03
6.396080719140526116e-02 -1.041512626915661044e-02 1.535512698235777518e-03
6.357299531939850090e-02 -9.693620510652048439e-03 2.562327063796582260e-03
6.327459363370280254e-02 -1.083960759624851000e-02 4.154309933169925140e-03
6.210296256916833513e-02 -9.248371353519094229e-03 3.959098236012120742e-03
6.342646477115440606e-02 -1.233813614329640207e-02 4.755268350989647064e-03
6.492926464470014092e-02 -9.637796066712181475e-03 3.106578572343449141e-03
6.420773559182332835e-02 -9.391381966609754772e-03 4.343157464564068038e-03
6.270245289478251771e-02 -1.225117811577065841e-02 8.452330875305252844e-04
6.413549551770203472e-02 -1.101785325789218783e-02 7.955471149963255773e-04
6.445185989088841882e-02 -1.058504023254881743e-02 3.783267483573576895e-03
6.311067348488827444e-02 -1.117355116998866582e-02 1.742039407240519866e-03
6.368969605367200137e-02 -1.106981533822734565e-02 1.071907846881853255e-03
6.491084128873716996e-02 -9.451534631814070830e-03 3.652646076526752661e-03
6.395689723902697743e-02 -9.941542554582544211e-03 2.659517257496107900e-03
6.541336317031140601e-02 -9.016958033071051370e-03 2.790887847978915093e-03
6.312935933063087979e-02 -1.226537464476622208e-02 2.724024975861369380e-03
6.051333474475981133e-02 -1.116913636412092403e-02 3.341903467383167126e-03
6.394702897446458145e-02 -9.213269030938248116e-03 3.039879299335065954e-03
6.268243889604785402e-02 -1.042707343996104874e-02 2.704964938440343469e-03
6.382778142186595893e-02 -1.042894659502544008e-02 1.064317753168481095e-03
6.216269513891187204e-02 -1.108391044050524576e-02 1.757602496856663921e-03
6.405391940629623360e-02 -1.102501142584082217e-02 3.681068758271524577e-03
6.452409906679404394e-02 -1.028213549308135133e-02 1.752039805130806149e-03
6.388481260278452978e-02 -9.773872183569343175e-03 2.739980929790289399e-03
6.331766752824444233e-02 -1.263204241895080071e-02 3.765518097415987420e-03
6.458529937035054069e-02 -1.030798732858981270e-02 3.472034208380936349e-03
6.614278635252496263e-02 -1.070515147952240398e-02 2.835267758905829494e-03
6.420298431236753922e-02 -1.227580011080467437e-02 7.228055612262113128e-04
6.258022096766488462e-02 -1.025284601693043918e-02 2.590248979493420256e-03
6.473821185204575723e-02 -9.578955176480635769e-03 1.544948155742437157e-03
6.311956567840712462e-02 -9.961927370666215364e-03 2.659742007390580865e-03
6.610066152374549642e-02 -1.058616030209387493e-02 3.752169608550376401e-03
6.305615447386095362e-02 -9.643101809078097331e-03 3.352309109019152578e-03
6.318222705862827637e-02 -1.216722290106395099e-02 2.626345431901502825e-03
6.334255595129703598e-02 -1.079424227406805548e-02 3.583151843548779136e-03
6.351108914600703259e-02 -1.258435464807598769e-02 2.815359453701149484e-03
6.413549551770203472e-02 -1.101785325789218783e-02 7.955471149963255773e-04
6.229279627253553331e-02 -1.384443292962826699e-02 1.232013637606790835e-03
6.144970445075276233e-02 -8.901375244503323403e-03 2.632584589703251821e-03
6.415323432160638384e-02 -8.902287314345863622e-03 4.210694724052818638e-03
6.286915186868832772e-02 -1.157734545494368272e-02 1.949059721196855222e-03
6.395356745897942674e-02 -9.383780064263616549e-03 3.033826807936665371e-03
6.401026491354233627e-02 -1.148449828902593783e-02 3.270294863648381956e-03
6.351130907288837779e-02 -1.125010131308341876e-02 2.044024719631429288e-03
6.515329377242121134e-02 -1.094861536422389592e-02 2.378713593330999965e-03
6.267161057241629751e-02 -1.158535518205611181e-02 1.415250374798213140e-03
6.471666906062287228e-02 -1.025777595276174126e-02 3.608335963284248216e-03
6.370902513014095603e-02 -1.242718749663053457e-02 3.764367984957633917e-03
6.277764714622588449e-02 -9.728232226445504560e-03 1.941938899215900349e-03
6.369710782132023685e-02 -1.100665564853256506e-02 3.017938623582433477e-03
6.300733540930239518e-02 -8.853758425814262090e-03 8.463514813001893344e-04
6.322759824193144307e-02 -1.179703352369662617e-02 2.016521339576721195e-03
6.420584979256629965e-02 -1.173156650164283721e-02 1.765309828880831655e-03
6.290603003576847319e-02 -1.210355899318366069e-02 2.019753180594552333e-03
6.426889277474537310e-02 -1.123895034021542283e-02 1.499954415270648989e-03
6.329297033389044702e-02 -1.119488999675982699e-02 2.524703354753299323e-03
6.318538080122590439e-02 -8.369982086908103747e-03 2.563402125321537217e-03
6.400723098372418374e-02 -1.016406405444346406e-02 4.099567694934400097e-03
6.173175455081361673e-02 -1.347450552719094141e-02 2.479432180059443214e-03
6.446840705024689533e-02 -1.280581959885079835e-02 2.647499309095982523e-03
6.223169205830247908e-02 -8.762882314896941471e-03 2.205382397143670903e-03
6.411653019774851692e-02 -9.030870060851861614e-03 3.947803267764476987e-03
6.323712105232223712e-02 -1.095639471079244698e-02 2.518482788906581393e-03
6.351108914600703259e-02 -1.258435464807598769e-02 2.815359453701149484e-03
6.483341201790329689e-02 -1.246584238537205847e-02 3.178589905888179468e-03
6.571976711827712259e-02 -9.749636368888925375e-03 3.288987291683559411e-03
6.354310750006672559e-02 -1.157372961672256673e-02 2.142817507699013024e-04
6.374417807088372800e-02 -1.026669566707949510e-02 1.154404231363662103e-03
6.495318906855782060e-02 -9.902740769695800305e-03 3.252710200834466048e-03
6.212232105614284849e-02 -1.120460748221827063e-02 5.108351142427400293e-03
6.541766031324805497e-02 -1.146793866337034173e-02 1.958467826370352549e-03
6.538412640272664444e-02 -1.104855156804351868e-02 1.590137461184262802e-03
6.206590091374228346e-02 -8.745790719524221268e-03 1.878266767348785171e-03
6.244612110453662268e-02 -1.059311954661848465e-02 2.043172617252994594e-03
6.159954274389606299e-02 -1.112152483395643932e-02 3.553594903467099941e-03
6.476286778960202439e-02 -1.044423630390033109e-02 5.121800673153070749e-04
6.497449534984334196e-02 -9.874434281753691200e-03 2.308131605382124363e-03
6.264728481413006644e-02 -1.094384463621331238e-02 1.866268837185922069e-03
6.338210916806014117e-02 -9.337026514336169147e-03 2.891833534752127899e-03
6.297001046335023999e-02 -1.023333557372982372e-02 3.106483928062481192e-03
6.400489890107052826e-02 -1.229565039627282530e-02 -6.709736970359203578e-04
6.215843160831210912e-02 -1.289896049346075935e-02 2.774028343858647716e-03
6.262108267291244257e-02 -1.088492731977000472e-02 2.676068268188114274e-03
6.378189023105143574e-02 -1.169689708455415311e-02 2.159202461861339795e-03
6.446962701263678208e-02 -1.161944627052691192e-02 1.035601181028772411e-03
6.396981188981992750e-02 -9.763823602763871401e-03 2.867257736771655630e-03
6.329946974336578269e-02 -1.161746480620863553e-02 3.570336527435047369e-04
6.491084128873716996e-02 -9.451534631814070830e-03 3.652646076526752661e-03
6.221319293046997934e-02 -1.175869144003804934e-02 3.638900034920553028e-03
6.458517672818794852e-02 -1.254890284391693700e-02 3.010231357225445770e-03
6.369749347791037186e-02 -1.249194834574750279e-02 2.556274917680984027e-03
6.126261431205604069e-02 -1.090407278468250030e-02 2.867761710573485390e-03
6.564573637515053184e-02 -1.134633036746303392e-02 3.336685911962317119e-03
6.371711774501107040e-02 -9.346587965501904072e-03 8.120566285570590681e-04
6.304499974335475709e-02 -9.605304394850897043e-03 3.821912613356209798e-03
6.359048018759858034e-02 -1.078191268281689097e-02 2.829062912826321718e-03
6.349017154156386122e-02 -9.878836112916941636e-03 3.049103827584248583e-03
6.254114877693892072e-02 -1.155322360039047480e-02 3.227702354769518278e-03
6.190119155284187769e-02 -1.060952702328009367e-02 3.491712711514383116e-03
6.313253130112253531e-02 -1.067404262233387358e-02 2.899515014739867391e-03
6.399421111633929460e-02 -1.179090336257478111e-02 2.402491167292561403e-03
6.421273839100902214e-02 -9.794647787968652208e-03 2.137206835992389031e-03
6.304830046274526034e-02 -1.299156111583422979e-02 3.679810665872751407e-03
6.419347605626943287e-02 -7.903455228213979167e-03 4.418532271974084935e-03
6.446711121073411821e-02 -1.264484583352236402e-02 7.535794887412600174e-04
6.424883998558691967e-02 -9.089385683102663149e-03 1.377612149297435806e-03
6.262929461236957374e-02 -1.077110313241405604e-02 2.515184938543163495e-03
6.671847029410007957e-02 -9.334118252587925157e-03 3.787455073188963905e-03
6.264862161798553930e-02 -1.080087562790292555e-02 1.250117982889015211e-03
6.364200614618353846e-02 -9.389087995442524370e-03 3.607141546021930267e-03
6.530443190165960421e-02 -1.075699826129002112e-02 2.965473571700447120e-03
6.111783047192850815e-02 -1.167978407143258068e-02 3.536847824188449341e-05
6.411653019774851692e-02 -9.030870060851861614e-03 3.947803267764476987e-03
6.442214004256527349e-02 -1.163922376038897810e-02 2.811197583931918098e-03
6.415998773508380104e-02 -1.155822027784900174e-02 3.115596128017011912e-03
6.198814432057453416e-02 -1.020537737727021665e-02 2.543361706205060635e-03
6.356091219318607544e-02 -1.068443619821804469e-02 3.857220830158200608e-03
6.568087257361374109e-02 -1.039900322990558457e-02 9.900384770364506481e-04
6.338210916806014117e-02 -9.337026514336169147e-03 2.891833534752127899e-03
6.275804160338449567e-02 -1.068394855336332605e-02 3.792977782915610274e-03
6.420881119969693018e-02 -1.118308352253202798e-02 5.235904932019280755e-03
6.314894924398928300e-02 -8.643055533660709555e-03 1.630198192478754526e-03
6.364437512684595344e-02 -9.467697101022437556e-03 2.658750319496097636e-03
6.446840705024689533e-02 -1.280581959885079835e-02 2.647499309095982523e-03
6.406187721390241285e-02 -1.141738906901522410e-02 1.675368832982429557e-03
6.290411393129846651e-02 -1.037588245937261233e-02 2.989019116306446122e-03
6.451221029522347106e-02 -1.130897652448879798e-02 7.929395363888563919e-04
6.528686645865314220e-02 -1.029754761158283016e-02 2.489576393655351660e-03
6.291502334294621357e-02 -1.017773167151424241e-02 2.767331351662294381e-03
6.445324801435503570e-02 -9.031742828453134808e-03 2.482508338049305152e-03
6.270245289478251771e-02 -1.225117811577065841e-02 8.452330875305252844e-04
6.240250649270137617e-02 -1.010808155393706775e-02 3.470747451763234181e-03
6.525451881433255719e-02 -8.544963271263111837e-03 2.817128323546372326e-03
6.215220942800805948e-02 -1.043372087697652661e-02 2.261475905638715700e-03
6.458529937035054069e-02 -1.030798732858981270e-02 3.472034208380936349e-03
6.609902272560788661e-02 -1.050758567933654519e-02 1.496841878334057019e-03
6.333045196921091580e-02 -9.885339322473277179e-03 2.809304251871910796e-03
6.560137163571588825e-02 -1.240153109906254325e-02 9.437589876610807949e-04
6.247113780885343859e-02 -1.271684921162651027e-02 6.635454245189909006e-04
6.324840553522459441e-02 -1.008748460058307705e-02 3.007603048598331275e-03
6.329308797796687203e-02 -1.077847401023028506e-02 3.416170516760047571e-03
6.312499784910435841e-02 -1.085518369130554495e-02 1.585793756712458591e-03
6.495273299451576055e-02 -1.099285791882419205e-02 7.395317739635753895e-04
6.296564001023416401e-02 -1.033318253611614779e-02 2.725416119263690540e-03
6.377458874021532664e-02 -9.080912624129827693e-03 4.211142255458530381e-03
6.278887896587165285e-02 -8.196409279397881553e-03 4.241372365678425238e-03
6.300657642726897878e-02 -9.733153860735269114e-03 3.160798887974408666e-03
6.367493049929809357e-02 -1.154619486444398435e-02 3.243449218047672611e-03
6.490613876204839872e-02 -1.272178070508316050e-02 3.817453217064614712e-03
6.299538069102086912e-02 -1.262564435338561775e-02 1.465721809323028424e-03
6.448564240222792732e-02 -8.605983792287913436e-03 4.557950748385095063e-03
6.652275187359535380e-02 -1.066670038311592905e-02 -4.088794501240500257e-04
6.300393367759771213e-02 -1.095404002038240232e-02 1.994054196525679723e-03
6.267161057241629751e-02 -1.158535518205611181e-02 1.415250374798213140e-03
6.430274001750155288e-02 -1.324368475834759862e-02 1.685034490199702195e-03
6.296154966103029160e-02 -9.928315347858734929e-03 2.663245898433502790e-03
6.254359092556066591e-02 -9.031299085723726305e-03 1.828312445837948497e-03
6.307886476979185364e-02 -8.711855527901518625e-03 4.644988527817556223e-03
6.330406592273027377e-02 -1.179966301597522305e-02 7.846089110481180295e-04
6.291502334294621357e-02 -1.017773167151424241e-02 2.767331351662294381e-03
6.295320925874575702e-02 -1.180400385259236518e-02 2.909936256388689912e-03
6.387470302642209163e-02 -1.184773096552098337e-02 3.283488806133452731e-03
6.468487760270011377e-02 -1.086826763946949215e-02 2.528873401291015233e-03
6.395778254880299385e-02 -9.785640144695489928e-03 3.209488050747305588e-03
6.406029192026474472e-02 -1.164943015491216871e-02 2.616173091439161214e-03
6.400591033712474398e-02 -9.900100127251315607e-03 5.689959822968229664e-03
6.453501732762731424e-02 -9.535804890921220633e-03 3.114297591253950559e-03
6.267566810280786327e-02 -9.770105765134359799e-03 3.120616343207927024e-03
6.198738106490028765e-02 -1.139972109767900532e-02 2.088128294422647580e-03
6.313985369214045185e-02 -1.137043901841329474e-02 3.842148661954022937e-03
6.476703106846631863e-02 -9.499699585293078230e-03 3.550537221239519203e-03
6.308529943829796482e-02 -1.259863922443077433e-02 2.679190632866562671e-03
6.259634602839989070e-02 -1.093836906935430342e-02 3.011568886993873373e-03
6.427059479211880144e-02 -1.052322489920608228e-02 2.484069074143085976e-03
6.445339423412363433e-02 -1.071393738463249923e-02 2.371367659029594011e-03
6.518940613672641327e-02 -1.180544782053442876e-02 2.383159995014455523e-03
6.495273299451576055e-02 -1.099285791882419205e-02 7.395317739635753895e-04
6.301832854063679767e-02 -9.010712798685746594e-03 3.189434979278996107e-03
6.313069768237616897e-02 -9.961216709466272357e-03 3.507015208212727053e-03
6.511630983344093848e-02 -1.163585635338085233e-02 1.801380350730227842e-03
6.205806189563184416e-02 -1.223105838751380181e-02 3.230976681658420668e-03
6.259100883735221887e-02 -1.070144096305206127e-02 3.185833418387878924e-03
6.207533030991693734e-02 -1.070943385412151394e-02 3.559667378627673351e-03
6.391420800474667541e-02 -1.113287178629360219e-02 3.289159285969622815e-04
6.390277031290911292e-02 -1.063970730797993147e-02 4.362023609921258926e-03
6.285195987270678075e-02 -1.057664292236451531e-02 2.450070799965994861e-03
6.279442923118558340e-02 -1.103590171696586242e-02 1.487407592985601212e-03
6.239560292777956985e-02 -1.020043496108419268e-02 8.138021379942711464e-04
6.269646542176179893e-02 -1.188469864959446065e-02 2.411037430633949930e-03
6.265613729265026577e-02 -1.028517300760214970e-02 1.640234044295071913e-03
6.236305917596868253e-02 -1.352857431525092413e-02 4.159977612981174966e-03
6.603821612345622816e-02 -8.105008013518349985e-03 4.486518008357712195e-03
