weight logl k1 k2 k3
0.000000000000000000e+00 -9.044554245280610397e+06 1.897854682103254920e-01 3.179376359412130482e-01 1.649415492192066734e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.453799363539217682e-01 6.522615234674966622e-02 8.116426488520545046e-02
0.000000000000000000e+00 -9.044554245280610397e+06 9.745618360962178262e-01 2.404519032847620696e-01 9.967875398853008884e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.865197078904813788e-01 4.334875332296681538e-01 9.485201448365587762e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.540427001806628615e-01 1.092378623912004798e-02 9.065455776626744067e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.481612312183085312e-01 2.834518340791531976e-01 8.598471349887145676e-01
0.000000000000000000e+00 -9.044554245280610397e+06 7.768327003176414003e-01 3.377677495381226080e-02 9.515607794001416098e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.892384652529255806e-01 1.618994309450429991e-01 5.064183799676164055e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.659638209449504798e-01 2.038721073842263420e-01 9.143166841299877889e-01
0.000000000000000000e+00 -9.044554245280610397e+06 7.580635981189075556e-01 2.364956111550864382e-01 8.667434147620488583e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.162215079114648608e-01 2.055635556722967827e-01 8.101192816756433990e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.724158985716301329e-01 2.119482184475707243e-01 6.638853194438840699e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.219340975455142084e-01 7.730886122368596514e-02 1.086783005912586031e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.758970186492601506e-01 1.025536160339894920e-01 6.623970625119164346e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.380953609292230766e-02 3.090279873093041418e-01 1.195171063948805568e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.603139887720980594e-01 1.838891116960429395e-01 6.022705496395748259e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.016296294934965871e-01 1.346446702305349463e-01 8.710825458831514823e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.147108527632703545e-01 1.910092277375476932e-01 9.161018778769187687e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.658602208588910720e-02 9.857440388956989485e-01 7.938855313620912790e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.468314634587962075e-01 8.218242759106119122e-01 6.853032578894480142e-02
0.000000000000000000e+00 -9.044554245280610397e+06 1.666355059911192038e-01 3.855009718504864846e-02 5.210500480094637510e-02
0.000000000000000000e+00 -9.044554245280610397e+06 1.119307262622629695e-01 9.393021659025760917e-01 9.772048307901141095e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.434794246110058236e-01 3.562942020607898774e-01 1.090291196900250448e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.098054855336266122e-01 1.802092947053652860e-01 5.895525631205715822e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.209115779093871579e-01 2.836879202678654899e-01 7.561799656540411085e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.017225291661946862e-01 3.104125932387789000e-01 8.916424788321893891e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.846006872670155063e-01 5.304841870834597906e-02 3.626344511972469098e-01
0.000000000000000000e+00 -9.044554245280610397e+06 3.554742378586918106e-01 9.035190114116609106e-02 3.313208206675311018e-02
0.000000000000000000e+00 -9.044554245280610397e+06 7.535619491758354105e-01 9.954673683929777805e-01 1.220415654437657649e-01
0.000000000000000000e+00 -9.044554245280610397e+06 7.890748672659426699e-01 1.343267698249284159e-01 9.640706773128779883e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.440511517732339097e-01 1.495300301676649735e-02 3.132311797015197019e-02
0.000000000000000000e+00 -9.044554245280610397e+06 9.161309914826184508e-01 3.772886116072804441e-02 7.210084224058163072e-01
0.000000000000000000e+00 -9.044554245280610397e+06 9.391393672718808538e-01 2.241769101816247778e-01 7.097627068256130434e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.675447692984748382e-01 2.173917055115902608e-01 2.770948033556148715e-01
0.000000000000000000e+00 -9.044554245280610397e+06 3.704363398217214165e-02 4.383959530942861393e-01 2.137468167354994453e-01
0.000000000000000000e+00 -9.044554245280610397e+06 7.365918664274799799e-01 1.281845707360690367e-01 8.547357513124480555e-01
0.000000000000000000e+00 -9.044554245280610397e+06 7.267987996532787598e-02 2.160422402208369563e-01 2.071989835697864990e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.966332883678892474e-01 3.137010936195612221e-01 9.427958570284805662e-01
0.000000000000000000e+00 -9.044554245280610397e+06 6.163938827537989162e-01 1.937647269843372211e-01 9.626261552560346768e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.942033502680303281e-01 7.199369460373874485e-01 1.382872664967282894e-03
0.000000000000000000e+00 -9.044554245280610397e+06 7.599096131209408522e-01 3.894570246807006475e-01 9.333934682360014445e-01
0.000000000000000000e+00 -9.044554245280610397e+06 1.339482447126368880e-01 1.247481612823780894e-01 8.248599676553558524e-02
0.000000000000000000e+00 -9.044554245280610397e+06 3.949708858825573543e-02 2.719733177826900716e-01 1.676821598416012860e-01
0.000000000000000000e+00 -9.044554245280610397e+06 8.630673810064134477e-01 3.231952523831111979e-01 9.023184646738449111e-01
0.000000000000000000e+00 -9.218807135053914681e+04 7.944303910971117766e-03 7.554827148181361141e-01 8.715579741280452541e-01
0.000000000000000000e+00 -9.159658346374319808e+04 6.616686296145146695e-02 9.548660259365687741e-01 7.714831081098295629e-01
0.000000000000000000e+00 -8.992637498074964969e+04 2.472568162206867370e-01 1.604646260152432502e-01 2.968879399817020426e-01
0.000000000000000000e+00 -8.989883515669885674e+04 6.236920516156641003e-02 7.266903241352106191e-01 8.993885485501491583e-01
0.000000000000000000e+00 -8.937329898134923133e+04 3.981626998599141487e-02 4.738303541877584291e-01 9.805638039457638122e-01
0.000000000000000000e+00 -8.910581889753161522e+04 2.501300291539509946e-02 3.321614874067265744e-01 9.905159271428312096e-01
0.000000000000000000e+00 -8.876185164242409519e+04 3.858756483664860237e-02 4.512423131154541522e-02 8.475400573101043999e-01
0.000000000000000000e+00 -8.850575610737664101e+04 5.973922643449014469e-02 9.841107944750332459e-01 6.896673810820928008e-01
0.000000000000000000e+00 -8.793856153005639499e+04 8.713736738976562979e-02 3.419832512586189477e-01 2.977691190474104355e-01
0.000000000000000000e+00 -8.733482810619265365e+04 3.581080645781442584e-04 3.402772368909021683e-01 9.117982371449151469e-01
0.000000000000000000e+00 -8.727256759620265802e+04 1.244768121993039545e-01 6.361641952752636886e-01 9.545372875354573017e-01
0.000000000000000000e+00 -8.697407870029901096e+04 4.799914175467157040e-02 3.464624136520687570e-01 9.680476861039059022e-01
0.000000000000000000e+00 -8.693733065056278429e+04 9.541464482091022159e-02 2.833529564616132923e-02 9.489454897889525453e-01
0.000000000000000000e+00 -8.683157558020726719e+04 3.139419215892188531e-01 7.876243608555372200e-01 9.882090899435739262e-01
0.000000000000000000e+00 -8.618602202640823089e+04 6.103545132001582108e-01 9.471476589830016835e-01 4.080208625755155083e-02
0.000000000000000000e+00 -8.577538911915331846e+04 9.217310411383361490e-02 7.927411074345634967e-01 8.091560628576573988e-01
0.000000000000000000e+00 -8.551884663888117939e+04 7.636336002120758248e-02 3.211067192606509302e-01 9.654890623400220750e-01
0.000000000000000000e+00 -8.529892279446755128e+04 1.101236443364224105e-01 4.046234456455476414e-01 2.352100357472295400e-01
0.000000000000000000e+00 -8.481931278650704189e+04 3.761612798061275686e-02 9.826913101569716424e-01 5.461322583776910822e-01
0.000000000000000000e+00 -8.436404942346362805e+04 1.132831518732314580e-01 3.604321277273838664e-01 9.726581173546371417e-01
0.000000000000000000e+00 -8.430182193690662098e+04 1.309804415152768797e-01 4.096730732500510896e-01 9.815546278431556138e-01
0.000000000000000000e+00 -8.420636520090117119e+04 2.322144644747453635e-01 2.521923926495799329e-01 2.545303127017469746e-01
0.000000000000000000e+00 -8.419270997498650104e+04 1.158210715677254754e-01 7.713374316183165824e-01 8.027801585469852563e-01
0.000000000000000000e+00 -8.401776273898003274e+04 1.645887256923911357e-01 5.043870978736830768e-02 6.240057981531317299e-01
0.000000000000000000e+00 -8.382295469157067419e+04 2.275539792095077063e-01 1.221807113611049767e-01 4.134601051418063111e-01
0.000000000000000000e+00 -8.359039251446064736e+04 5.630600522393236496e-02 6.715319774736678848e-01 7.802489628797233401e-01
0.000000000000000000e+00 -8.350149631544682779e+04 1.458431434185278874e-01 5.910629498712490770e-01 5.325949593332546250e-02
0.000000000000000000e+00 -8.334181903113704175e+04 7.695880092126139438e-02 5.881926628965657988e-01 8.343140303014752179e-01
0.000000000000000000e+00 -8.330116644720365002e+04 4.091991965467518533e-01 9.996962290581242749e-01 7.462719421667896036e-02
0.000000000000000000e+00 -8.328121397546341177e+04 1.371001528664685942e-01 4.084679996174565009e-01 9.578978492868019945e-01
0.000000000000000000e+00 -8.296449450340626936e+04 1.812479750415962876e-02 5.872365991936815410e-01 7.321663258483441794e-01
0.000000000000000000e+00 -8.280531322242069291e+04 3.589107703261972260e-01 8.909911805249675076e-01 8.602606638877138279e-01
0.000000000000000000e+00 -8.279941010543654556e+04 8.875016051105610870e-02 8.906052321599419175e-01 6.201878720272128165e-01
0.000000000000000000e+00 -8.249253635354054859e+04 1.057936003257120561e-02 4.876789774806736810e-01 4.303940473521773447e-01
0.000000000000000000e+00 -8.234499581698776456e+04 3.965260085281615554e-01 7.964489577053738278e-01 9.525528226573117818e-01
