,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,1.0,0.0,-0.22282231247027084,0.0038234640502353597,0.0,47.20384653292286,0.18418262714499406,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,2.0808,
1,2.0,0.0,0.10805690867800877,0.0050469048252160574,0.0,47.32863633066053,0.11315993287845097,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,4.1616,2.0808
2,3.0,0.0,-0.005077172636447358,0.005039242036856378,0.0,45.489093391423225,0.18032335066321994,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,6.2424,2.0808
3,4.0,0.0,1.3070859263634702,0.0047257471496264195,0.0,47.078957930092386,0.18393087621981843,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,8.3232,2.0808
4,5.0,0.0,-0.006321865162135509,0.0010699129307744574,0.0,48.951180815101004,0.2311643126536529,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,10.404,2.0808
5,6.0,0.0,0.20956662378466717,0.0033604993566075506,0.0,48.56889440484684,0.19723147611006336,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,12.4848,2.0808
6,7.0,0.0,0.01692076199924486,0.003436607682275746,0.0,47.67340258132762,0.18430983634679302,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,14.5656,2.0808
7,8.0,0.0,-0.08008964067812485,0.002817945185869347,0.0,47.74106409477548,0.21813758980010742,1.0,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,16.6464,2.0808
8,9.0,0.0,0.058889976562568336,0.002817945185869347,0.0,47.74106409477548,0.21813758980010742,0.8888888888888888,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,18.7272,2.0808
9,10.0,0.0,-0.3448656937434862,0.004832812608991062,0.0,47.52663548621055,0.17996375602835304,0.9,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,20.808,2.0808
10,11.0,0.0,2.505895830935515,0.004832812608991062,0.0,47.52663548621055,0.17996375602835304,0.8181818181818182,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,22.8888,2.0808
11,12.0,0.0,0.20967072930670838,0.004832812608991062,0.0,47.52663548621055,0.17996375602835307,0.75,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,24.9696,2.0808
12,13.0,0.0,0.20232096616928175,0.004832812608991062,0.0,47.526635486210544,0.17996375602835307,0.6923076923076923,7,7,32,867,0.0024,0.0012,0.29,0.0,0.005,0.005,10000000.0,2.0808,1.0404,27.0504,2.0808
