k1 k2 k3 k4 k5
7.770573729927818252e-02 -1.247676147554008241e-02 4.232596319568251997e-03 2.016264122479960452e-04 1.259642173729008663e-03
7.948386516040348293e-02 -1.065112188586531117e-02 3.648516872168452996e-03 -1.869688804150532180e-03 -4.188679646653231670e-04
7.963709346616421048e-02 -1.243229082555824538e-02 2.334614164491835564e-03 -1.004286184399488802e-03 -8.037646648623164580e-05
7.946399539918885813e-02 -1.162623778823726473e-02 3.756320853038674912e-03 -7.700974297889101594e-04 9.594148355854814625e-04
7.898474531954227662e-02 -1.264729638208575424e-02 3.406401666783770432e-03 7.980080590515303829e-05 1.739184430222404099e-03
7.904952283240956890e-02 -1.110794942623201387e-02 3.400179715893597576e-03 -8.230411795268899322e-04 1.119225408804186417e-03
7.832574228801902905e-02 -1.228881801415818154e-02 2.533925070310805161e-03 -1.438005498617486722e-03 -4.989018098783271071e-06
7.877196198326283372e-02 -1.189190576052820414e-02 3.334980909804732829e-03 -1.488266404200661031e-03 3.362052218317257424e-04
8.004772560279374560e-02 -1.162074336862636836e-02 4.318895668838626523e-03 -6.468334216865184727e-04 6.296879572153385451e-04
7.926202163064285933e-02 -1.193565302802797323e-02 2.844253631328563792e-03 -5.454426467360468100e-04 4.243701657864890064e-04
7.887317986163153161e-02 -1.253466136896250194e-02 3.559589292668460803e-03 -1.195239175956652744e-03 2.398582003327182077e-04
7.881233431824422042e-02 -1.205306414331594467e-02 3.787835652964519073e-03 -2.108645534006192701e-03 1.567809818675963696e-04
7.890850001454227658e-02 -1.246950642840624623e-02 3.756853748716634800e-03 -1.412446703805331216e-03 2.878837331559136459e-04
8.001125593432326100e-02 -1.233173413437391175e-02 2.787833537519240901e-03 -1.447344191655361434e-03 2.132353326948777106e-04
7.874314032021245691e-02 -1.333902290220963238e-02 2.557612778412182708e-03 -9.817323675922057236e-04 7.581418152828034440e-04
7.956839628881184900e-02 -1.170590925422318462e-02 3.707253960670398030e-03 -1.262213778416551579e-03 1.247161214052328049e-03
7.884041538478023248e-02 -1.201546641413167582e-02 3.176449493847183225e-03 -8.160143114992468583e-04 6.344578595213479222e-04
7.954389945402090545e-02 -1.223879716955865449e-02 2.771013179028503082e-03 -1.455359778788911651e-03 1.451527553276238391e-03
7.873199030559716038e-02 -1.147140233696564149e-02 4.354944350712236512e-03 -1.230608134114699603e-03 -7.966942454522285555e-05
7.979097218572359096e-02 -1.232070346146636741e-02 4.160987233402496654e-03 -5.968813891202157107e-04 7.735171887957026371e-04
7.909983887702681793e-02 -1.132163029396568432e-02 3.452018616443550125e-03 -1.187807753782604836e-03 2.978111719280918113e-04
7.817564374467475541e-02 -1.297919232521874133e-02 3.937215063134019699e-03 -1.566353969895573073e-03 7.874210192681668774e-04
8.010885722570834644e-02 -1.235417504002574163e-02 3.155023419306179910e-03 -1.020848304977117760e-03 1.346295102325714699e-03
7.906549068787105394e-02 -1.219612738185875400e-02 2.577694271603397924e-03 -1.164193980896469083e-03 5.864350897119563477e-05
7.868428845970407148e-02 -1.159237920923927856e-02 3.899158096636920479e-03 -1.070538740965312763e-03 3.549448516829700750e-04
7.855294595028433635e-02 -1.291995540042402413e-02 3.132187819992027222e-03 -1.200172999242479777e-03 7.226961072640258887e-04
7.905280156490956944e-02 -1.168895778314681111e-02 3.345430279667965801e-03 -1.131912035159526875e-03 1.403411965397449723e-04
7.918877871736626495e-02 -1.226592891233006799e-02 3.606750354261750724e-03 -1.754408821790232054e-03 7.514283954191958159e-04
7.877327356140789716e-02 -1.179128823508972246e-02 3.829504318836704502e-03 -9.215307980076220540e-04 8.769013638796341326e-04
7.956745011924273858e-02 -1.176570273624477636e-02 3.274974923017565098e-03 -1.167557442423805547e-03 1.839959501752364002e-05
7.901514093602410305e-02 -1.151922512684895594e-02 3.721326008141540020e-03 -1.019428046600837079e-03 5.919073968206484126e-04
7.903482335419828586e-02 -1.285606676001783966e-02 2.630744754886532588e-03 -1.384010659460116477e-03 2.973285684166604437e-04
7.828676084489569198e-02 -1.211979214609143485e-02 3.295013744682592782e-03 -1.059034462028152213e-06 1.574719698336182749e-03
7.888385885681920007e-02 -1.209217851004665278e-02 3.616184760056789793e-03 -1.210243773209260243e-03 2.564861459883327477e-05
7.888765051512250381e-02 -1.105418826948924294e-02 4.343216874720501330e-03 -7.287802716619273813e-04 -3.380166751027202654e-04
7.891039329678159464e-02 -1.108356252814185483e-02 4.077042163015034970e-03 -1.604742978488518657e-03 -3.998774133325139202e-04
7.837649598514584426e-02 -1.145782234347668405e-02 3.670977214622034301e-03 -6.160078733828261432e-04 1.785498333348956024e-03
7.921245537803658920e-02 -1.177568096325327940e-02 4.096474464467730892e-03 -9.975415035785861750e-04 1.414755437722792220e-04
7.990866734141038874e-02 -1.056642337266307241e-02 4.002634218629827489e-03 -8.397228438067894096e-04 1.297451177925193488e-03
7.930427010459956128e-02 -1.195922623229844772e-02 3.132913722490582309e-03 -1.163375840637914660e-04 1.035463740187064774e-03
7.881704924107321708e-02 -1.312647773100000803e-02 3.407518058289427110e-03 -9.853478923478042883e-04 2.291050306880704213e-04
7.883829754134419332e-02 -1.317730843946827990e-02 3.013425125219321155e-03 -1.267794759060900112e-03 5.087879573536790989e-04
7.882767184102124070e-02 -1.173033981359034028e-02 3.077466064339035023e-03 -1.744203307842140394e-03 2.852145922988824633e-04
7.879396762489723760e-02 -1.128751470038440174e-02 2.311470275526958384e-03 -9.095930640000693401e-04 3.652068742771019672e-04
7.917480877216070967e-02 -1.127490265294946170e-02 3.586412107683914496e-03 -7.752356745903549173e-04 9.791925217111085988e-04
7.902538807204412263e-02 -1.198911756268816742e-02 4.154903287143144053e-03 -1.088290221198578989e-03 2.254004641978751833e-04
7.891039329678159464e-02 -1.108356252814185483e-02 4.077042163015034970e-03 -1.604742978488518657e-03 -3.998774133325139202e-04
7.879295644056807935e-02 -1.246375970603401384e-02 3.562267752671252619e-03 -1.486292152518747800e-03 5.937014314823241268e-04
7.856933117106881803e-02 -1.245933144607647147e-02 3.493414138551045878e-03 -6.986531998817990807e-04 1.467318882915888412e-03
7.914251157320978391e-02 -1.171487303721543971e-02 3.351780609457996607e-03 -1.485336200520395722e-03 2.143504145876717892e-05
7.904952283240956890e-02 -1.110794942623201387e-02 3.400179715893597576e-03 -8.230411795268899322e-04 1.119225408804186417e-03
7.910357826106814705e-02 -1.129459250828472594e-02 4.683300953037747294e-03 -8.829975317908994592e-04 5.518259557885096811e-04
7.874723934872115971e-02 -1.215459023136958305e-02 3.406275378939144227e-03 -2.314831891571944578e-04 1.614538883072669240e-04
7.861483070672378726e-02 -1.267960823247124558e-02 3.559073971919679558e-03 -1.450419291029153568e-03 -2.136320866702873245e-04
7.955038837991745826e-02 -1.216568032611474448e-02 3.410500339648930845e-03 -1.857125648563578979e-03 5.847858558218899105e-04
7.871153049116308420e-02 -1.143067891395116442e-02 3.068719545223835832e-03 -9.236024506663609301e-04 1.130555701377211619e-03
7.912638082930373296e-02 -1.313582466331122967e-02 3.076440795515833493e-03 -7.148478874779012893e-04 1.017924628540806120e-03
7.902960095500533022e-02 -1.174399576833554115e-02 3.996527569774449562e-03 -3.221391775133919388e-04 5.142153748490391196e-04
7.917146623257501070e-02 -1.189803066532300890e-02 3.722614062709878047e-03 -8.387245829151040999e-04 -3.284973029468729600e-05
7.850520611131470150e-02 -1.172346345142186164e-02 3.818537961568724270e-03 -7.050736504612270528e-04 2.572434317735100562e-04
7.893703318543995873e-02 -1.241929035513582302e-02 3.989884090289247398e-03 -7.660407095394644594e-04 1.299740405950225441e-03
7.952149504264280355e-02 -1.207993755363047372e-02 2.645649325750204506e-03 -8.749222187196675771e-04 9.264293018422797843e-04
7.903680749084160406e-02 -1.204735774204046539e-02 3.801930642466144761e-03 -9.529551810641967435e-04 2.800611542283781841e-04
7.906442310307745802e-02 -1.149832127986052943e-02 2.463110134007059915e-03 -1.583689470096183438e-03 2.642395122588181433e-04
7.857351687815972152e-02 -1.259396949712190961e-02 3.422595060442026882e-03 -1.053688136424674182e-03 2.094476019668806144e-04
7.900256530373778174e-02 -1.260911895418534434e-02 2.914356099529544220e-03 -5.453978502477363488e-05 1.315273737809513621e-03
7.939910859950302657e-02 -1.177035901499930148e-02 2.933324980873799892e-03 -2.107200714694473787e-03 -4.700770027895040393e-04
7.906124002977241161e-02 -1.187918080943198285e-02 3.559385817920326933e-03 -5.710927517237340822e-04 -8.743083881904145649e-05
7.943922914780099376e-02 -1.273607856102991487e-02 3.548938090531764122e-03 -3.343704981639966656e-04 5.206498186377944704e-04
7.909870656812501011e-02 -1.285885224920929604e-02 4.122548438042050734e-03 -4.322124362959867128e-04 1.276954122673076841e-03
7.913864402361936445e-02 -1.254513732546333471e-02 3.291409652880356029e-03 -1.333780211316137887e-03 7.945978052456698082e-04
7.905905267659213420e-02 -1.135991863740735963e-02 3.131218361296067565e-03 -1.781587593062530783e-03 -5.783159151692696121e-05
7.906768056974564085e-02 -1.148918907193834105e-02 3.571092996664249064e-03 -1.662252060481581029e-03 -4.832290078339990247e-04
7.863957621388695252e-02 -1.240576264608815593e-02 3.169447755820994916e-03 -1.119880183415064567e-03 1.671347355034519255e-03
7.944513869802183326e-02 -1.122163800127287669e-02 4.971001018771861735e-03 -1.105819171208249907e-03 6.715199233651159005e-04
7.942207726251418465e-02 -1.132331404636735539e-02 4.131869211552369192e-03 -9.408246158973676554e-04 7.090085243572213924e-04
7.851130109873202811e-02 -1.102935030236876224e-02 4.001221875195096200e-03 -9.496367841822783706e-04 1.302895171997373036e-03
8.021640598203522154e-02 -1.218006257703817263e-02 3.640508262422653685e-03 -7.289647909904245493e-04 4.024355837048965157e-04
7.883308253474571869e-02 -1.163464525261115323e-02 4.025489067174412017e-03 -1.689998148704657810e-03 8.605595878184296721e-04
7.800784948361547122e-02 -1.232079350047146638e-02 4.038763550661683688e-03 -9.277395043130326480e-04 3.577893688133659822e-05
7.794034470452751440e-02 -1.301837488139200028e-02 2.706975369518110908e-03 -7.299823910839609020e-04 1.539316920153438462e-04
7.881233431824422042e-02 -1.205306414331594467e-02 3.787835652964519073e-03 -2.108645534006192701e-03 1.567809818675963696e-04
7.856933117106881803e-02 -1.245933144607647147e-02 3.493414138551045878e-03 -6.986531998817990807e-04 1.467318882915888412e-03
7.854939307518526981e-02 -1.234353636145071875e-02 3.886300754713814531e-03 -1.340532273854291856e-03 -2.096738661427066663e-04
7.949839189708673981e-02 -1.210210700228092628e-02 3.109442978670884372e-03 -8.658482525267102714e-04 7.889957118810686509e-04
7.843589231977723952e-02 -1.251569816877377839e-02 3.072669034938524391e-03 -1.963911783488564433e-03 5.557039813337827372e-05
7.876038255404657629e-02 -1.270827022886764079e-02 2.911056128671110632e-03 -6.264301434616703634e-04 8.619500790939260693e-04
7.992832749970599227e-02 -1.162875177138880667e-02 3.955258559559332587e-03 -1.262962098904488184e-03 -6.371510235864130678e-05
7.944948723689362891e-02 -1.205873134793995771e-02 3.490936380526374339e-03 -1.004818885978767118e-03 -8.322242952113201309e-04
7.867447125723350809e-02 -1.178471523597310333e-02 3.146747558783122289e-03 -1.572084323959041519e-03 4.964968754731929890e-04
7.851464636976387967e-02 -1.286217227321430345e-02 3.373656432634014601e-03 -5.789357739384715096e-04 1.667779529633178770e-03
7.926797777528413191e-02 -1.253986011809009316e-02 3.991960630130214627e-03 -6.071641124186094585e-04 1.335215269392509008e-03
7.870897563245224382e-02 -1.216150742904392734e-02 3.830307228066542891e-03 -8.743143202798453473e-04 1.397246909219745925e-03
8.032513644106120676e-02 -1.120284362911400100e-02 3.626123850345067123e-03 -4.933729950386961383e-04 1.208548004173248813e-03
7.939910859950302657e-02 -1.177035901499930148e-02 2.933324980873799892e-03 -2.107200714694473787e-03 -4.700770027895040393e-04
7.921502659406365332e-02 -1.180412254194032617e-02 3.421099655943643514e-03 -6.002369753540931496e-04 1.866623943646422701e-04
7.890609722244634749e-02 -1.200882140883839655e-02 4.257568235491351882e-03 -7.663272060916548334e-04 8.389455864982464650e-04
7.918674337669681651e-02 -1.213275258976397042e-02 3.290222538236117766e-03 -2.526184214905941028e-03 3.406258673950973703e-04
7.860063489232591016e-02 -1.179262688214932631e-02 3.307552083490788997e-03 -7.107577256814101574e-04 5.072830943827488781e-04
7.918110133262526440e-02 -1.176878028872010984e-02 3.543196632797562806e-03 -1.026690194253637722e-04 9.148075379029202425e-04
