12:11:50 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./m-values/N16/S32/M16/T029/P025/NF2/sample_rho, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
12:11:50 [ultranest] [INFO] Sampling 400 live points from prior ...
12:11:50 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
12:11:50 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
12:11:50 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] Plateau detected at L=-9.037186e+06, not replacing live point.
12:11:50 [ultranest] [DEBUG] iteration=9, ncalls=401, regioncalls=40, ndraw=40, logz=-9037189.77, remainder_fraction=100.0000%, Lmin=-9037185.97, Lmax=-69312.68
12:11:50 [ultranest] [DEBUG] iteration=40, ncalls=435, regioncalls=1400, ndraw=40, logz=-83291.41, remainder_fraction=100.0000%, Lmin=-83267.71, Lmax=-69312.68
12:11:50 [ultranest] [DEBUG] iteration=80, ncalls=480, regioncalls=3200, ndraw=40, logz=-80660.72, remainder_fraction=100.0000%, Lmin=-80567.86, Lmax=-69312.68
12:11:51 [ultranest] [DEBUG] iteration=97, ncalls=498, regioncalls=3920, ndraw=40, logz=-79765.04, remainder_fraction=100.0000%, Lmin=-79717.82, Lmax=-69312.68
