"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.923607423259017291e-02,-1.376240211857811084e-02,4.252814977970365874e-03,6.189759733197519598e-04,6.787083931817611097e-04,6.480262819984969336e-04,7.922581204807607747e-02,-1.376729048887254114e-02,4.263953571830063349e-03,7.860923987180784556e-02,-1.444385257000584122e-02,3.580320172538647983e-03,7.988173138265730611e-02,-1.307698968707707993e-02,4.895877435994844262e-03
