weight logl k1 k2
0.000000000000000000e+00 -1.381551055796427280e+07 8.357773459795366788e-01 1.064389985758928958e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.616280625151472083e-01 9.235973207031378251e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.010260617027024521e-01 8.349750425616209171e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.661030136297228399e-01 1.398579102107616601e-01
0.000000000000000000e+00 -1.381551055796427280e+07 9.831191707622601861e-01 4.330155576375438464e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.625563065081895742e-01 1.635967247449354733e-01
0.000000000000000000e+00 -1.381551055796427280e+07 3.206708939958946569e-02 1.257408599592666487e-01
0.000000000000000000e+00 -1.381551055796427280e+07 9.453368329583842211e-01 4.644068865086325992e-02
0.000000000000000000e+00 -1.381551055796427280e+07 8.680331242361372102e-02 7.757889250506611045e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.146554778065193014e-01 3.476126051838535069e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.115150493624195160e-01 3.404842068608426864e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.139663530303228089e-01 1.947911849675987295e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.607724154201040534e-01 2.465864718527643884e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.185358178219865222e-01 5.389968205733108864e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.397516055302022053e-01 9.825296023015805957e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.781592241438070712e-01 5.704636919131456096e-02
0.000000000000000000e+00 -1.381551055796427280e+07 8.973766049423713698e-01 1.924512666292677032e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.666838037510620651e-02 1.578679076716860141e-02
0.000000000000000000e+00 -1.381551055796427280e+07 9.926984088892215619e-01 3.095245506900257126e-02
0.000000000000000000e+00 -1.381551055796427280e+07 1.055920556868472637e-02 1.780326359204453812e-01
0.000000000000000000e+00 -1.381551055796427280e+07 9.999852551562289360e-01 8.757616473462936924e-02
0.000000000000000000e+00 -1.381551055796427280e+07 8.572935843553272095e-01 2.013527832334860435e-02
0.000000000000000000e+00 -1.381551055796427280e+07 2.260653460425221528e-02 7.012824563120922949e-02
0.000000000000000000e+00 -1.471173414533053874e+05 1.083306570205807562e-01 9.644882588446046512e-02
0.000000000000000000e+00 -1.466288072453285276e+05 1.544016612030825186e-01 4.992105104948219019e-02
0.000000000000000000e+00 -1.407025764904320240e+05 1.176531976392933831e-01 9.826195301216289479e-02
0.000000000000000000e+00 -1.403539846959501738e+05 1.668982184922779277e-01 4.577579659906572118e-02
0.000000000000000000e+00 -1.361168118937930267e+05 6.946168280112430260e-02 1.780070449447872516e-01
0.000000000000000000e+00 -1.349651899625550141e+05 5.234497787084035902e-02 2.091711518809712400e-01
0.000000000000000000e+00 -1.349198038798368943e+05 3.992657191573389941e-02 2.258429063877637200e-01
0.000000000000000000e+00 -1.331317037882662844e+05 1.479677779594485987e-01 1.052943676827291508e-01
0.000000000000000000e+00 -1.298071178735219291e+05 1.873007035950042809e-01 8.931664472264955190e-02
0.000000000000000000e+00 -1.296524100328416680e+05 2.349104118244489392e-01 3.319009185101928772e-02
0.000000000000000000e+00 -1.285661015550716838e+05 7.751431689619658894e-02 2.572937327896528403e-01
0.000000000000000000e+00 -1.281455563612778788e+05 2.850032412448000319e-02 3.472852787025035859e-01
0.000000000000000000e+00 -1.274554257621276047e+05 6.163842650476980545e-03 9.283701009086458011e-01
0.000000000000000000e+00 -1.274197684203442041e+05 5.693025379209681880e-03 9.264417890123668453e-01
0.000000000000000000e+00 -1.267872538008414995e+05 2.504585506695533592e-01 4.887205368394620386e-02
0.000000000000000000e+00 -1.255989721050762455e+05 5.850683051215788133e-02 9.272593218569503692e-01
