k1 k2 k3 k4 k5
6.370209427814063630e-02 -1.075713541188963451e-02 2.243593473560914764e-03 -1.651533159647972093e-03 6.843871082681529661e-04
6.370928638008638289e-02 -1.128157278779615136e-02 1.368929454310621741e-03 -1.149118178428137904e-03 7.324414512710486491e-04
6.437587489978566224e-02 -1.015614092572733607e-02 2.597331542104661106e-03 -1.197674960180208914e-03 -5.619817470636917500e-04
6.386564107552747394e-02 -1.210320727223011816e-02 2.580358256173448384e-03 -1.126528731151793528e-03 2.250624198749245908e-03
6.395868700527657102e-02 -9.066220365368804490e-03 2.270573213569423987e-03 -3.702007609241719788e-04 1.173939569333010136e-03
6.250220731722366807e-02 -1.013581191204662724e-02 1.954180306676114864e-03 -1.466537485987906564e-03 1.338084827461449855e-03
6.307212927285321680e-02 -1.076108744361518876e-02 4.258887381976800279e-03 -6.038935109722587402e-04 7.364097321686247088e-04
6.284306426921881794e-02 -1.209865634537624079e-02 3.001264248970181292e-03 -5.298719479068098037e-04 -1.347309444241259757e-03
6.520557329072101949e-02 -9.183682991349487179e-03 2.362008305454743606e-03 -6.520130447363187143e-04 1.980760062512715303e-03
6.450815475640969687e-02 -1.139492743589431978e-02 2.810364673463322527e-03 -3.336502317319994804e-04 -1.050876724099744641e-03
6.440562471980668113e-02 -1.094310956786831435e-02 1.800373508215560858e-03 -4.134168176941621642e-04 8.944993807758622184e-04
6.333015529558294610e-02 -1.119739238548120297e-02 3.219477417131466623e-03 -9.671934928815184573e-04 -3.835162354771382009e-04
6.370171461293758219e-02 -1.156384348564185038e-02 1.790872138788549006e-03 1.646644793155876974e-03 2.482540658287055169e-03
6.500205755964924559e-02 -1.057647906263158022e-02 2.963169841150303796e-03 -1.551166259221858912e-04 3.776097826224400489e-04
6.458587812513078008e-02 -1.074876569130692183e-02 2.528771281553418571e-03 -1.391129778800903605e-03 7.352694285173988487e-04
6.387487639183442312e-02 -1.246405912625991874e-02 3.061718291167483952e-03 -5.423270264818813580e-04 1.293485046912359882e-03
6.435521496674223574e-02 -1.161860760064704901e-02 2.544056246374770680e-03 -1.783116331374054453e-03 -2.646009625304340807e-04
6.395940003233607785e-02 -1.276216588440928779e-02 1.486208378380246553e-03 -2.970454471110106631e-05 9.180763676528008732e-04
6.410975933306145569e-02 -9.862462945380165436e-03 1.658094186513525692e-03 -1.592366172110323830e-03 -2.116393430214025262e-04
6.383386216306127792e-02 -1.039085530561224824e-02 2.444341063901081523e-03 -6.778379154830233011e-04 5.601931893380041050e-04
6.304821178326783238e-02 -1.113458247571172399e-02 1.891545651701645459e-03 -1.759981923918602087e-03 7.185479187303139836e-04
6.168274844913998467e-02 -1.065145879211323865e-02 1.092124220785833932e-03 2.346776645338194411e-04 3.268008362497520913e-05
6.338029809510614676e-02 -1.172981205929132797e-02 3.549322353100167748e-03 -7.126821706318620109e-05 1.618061106818280415e-03
6.277354210961438863e-02 -1.150498700170300703e-02 1.261885296518494570e-03 -2.152333116961349657e-03 8.016964153809702509e-04
6.443091257860630860e-02 -8.648552538753656593e-03 2.069962793716101368e-03 -2.345807248214759611e-03 1.541869513365101696e-04
6.388244667187595316e-02 -1.137843030317857440e-02 2.722967151847985323e-03 -7.000859195922248812e-04 -6.566054606064880561e-04
