"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
6.368700817284503324e-02,-1.082677954767982849e-02,2.526066817250312117e-03,1.062337033818281729e-03,1.122203486189536550e-03,1.099045469380686329e-03,6.370416950213744767e-02,-1.082321498302982188e-02,2.503173869455949108e-03,6.263885633140162112e-02,-1.191405944233996095e-02,1.433596203852346984e-03,6.467982492514001702e-02,-9.705650415732305913e-03,3.632627051750908498e-03
