weight logl k1 k2 k3
0.000000000000000000e+00 -1.808910849056122452e+07 -6.718608276496647325e-02 -7.192038258835034559e-02 -6.518257038275894477e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -7.274394091163910447e-02 -8.614166528051706018e-02 -3.032842979472719080e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -9.195838147678402075e-02 -1.791876993328873902e-02 -9.037759684238425018e-02
0.000000000000000000e+00 -1.808910849056122452e+07 5.398274163839786310e-02 -8.959730795908998902e-02 3.447494471224196722e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -5.843021840703899183e-02 -6.822161448182073595e-02 -7.369977937598476414e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -3.260397767309018702e-02 -8.682438675053037735e-02 -6.651068328982340239e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -7.537393126852054426e-02 -8.744849513496343041e-02 -1.339957105226223522e-02
0.000000000000000000e+00 -1.808910849056122452e+07 8.673545516672578892e-02 5.856683826818170902e-02 -8.992001803082781686e-02
0.000000000000000000e+00 -1.808910849056122452e+07 7.186929828523483388e-02 -5.254158932785280012e-02 4.106651339643360710e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -5.505784400972187076e-02 -9.160938983698994897e-02 -4.821808253924125126e-02
0.000000000000000000e+00 -1.808910849056122452e+07 9.756440201053806494e-02 -3.317577520507779265e-02 3.232192450963466968e-02
0.000000000000000000e+00 -1.808910849056122452e+07 1.458009579422392399e-02 -9.873875933403303273e-02 -8.673172573731602331e-02
0.000000000000000000e+00 -1.808910849056122452e+07 4.565335284394633764e-02 -4.346665486154413505e-02 8.042888475950449312e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -4.196535388504329944e-02 -8.184433686659230156e-02 -4.566753707442555016e-02
0.000000000000000000e+00 -1.808910849056122452e+07 -9.818837699935856200e-02 6.745516845399146533e-03 -9.624784234014086004e-02
0.000000000000000000e+00 -1.808910849056122452e+07 3.469297493589496018e-02 -3.538463077658467182e-02 9.059881536402739077e-02
0.000000000000000000e+00 -1.808910849056122452e+07 6.817553964409528433e-02 -7.606740413935460243e-02 7.744515228175377630e-02
