,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,10.0,0.0,-0.235868949588621,0.43257888019601,0.004542529810970713,35.673716691558,0.05606487182973836,0.9,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,10.0,
1,20.0,0.0,0.122522130179277,0.441529390101348,0.004360184180198392,35.9718249950297,0.05607774840484969,0.9,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,20.0,10.0
2,30.0,0.0,0.0574639380647568,0.432183239729756,0.002107633629040511,35.840379191654,0.05669187048918203,0.9,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,30.0,10.0
3,40.0,0.0,0.999143798369914,0.431847287770281,0.005325961476693225,36.3946045223423,0.03324467229484759,0.85,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,40.0,10.0
4,50.0,0.0,0.178899238664599,0.439070951833646,0.002750946247769405,35.9817763599822,0.05849711924026463,0.74,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,50.0,10.0
5,60.0,0.0,0.004391007270896807,0.435362799912137,0.0008500602424376741,36.0453731101083,0.04947888056756417,0.733333333333333,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,60.0,10.0
6,70.0,0.0,0.285823229758535,0.431323244781915,0.002441554796406438,35.9288958360245,0.04998741807309288,0.742857142857143,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,70.0,10.0
7,80.0,0.0,1.49733341532556,0.436787387439037,0.003985069486218375,35.4447207433004,0.05019064941002067,0.775,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,80.0,10.0
8,90.0,0.0,-0.809369704234996,0.434966971619799,0.003256587311465295,35.8150640660762,0.05492544374812614,0.788888888888889,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,90.0,10.0
9,100.0,0.0,-0.321999349049293,0.437121867923907,0.005014170716398959,35.7111382462463,0.03644821937858098,0.79,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,100.0,10.0
10,10.0,0.0,-0.933230012939021,0.434987723549962,0.0006595923435662521,35.8135712287732,0.0422718984309892,1.0,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,10.0,
11,20.0,0.0,0.197046252164,0.432369913172436,0.002289290169560989,36.3310194920473,0.04233396989996319,0.95,24,11,24,400,0.0025,0.0012,0.29,0.4364,0.005,0.005,20000000.0,1.0,0.48,20.0,10.0
