,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
0,0.22713245356832562,0.08412681567234102,0.05325949787871904,0.067202948086061,0.0663370662865116,0.07143014886269217,0.0731336045484416,0.07081358020209567,0.08255654676314289,0.0802664303874174,0.08158311684399483,0.08546187081014554,0.0859097004311514,0.09412563639239821,0.09854360420718891
1,0.22528397238381537,0.09227120539261185,0.06503892078941456,0.06845228455716783,0.06879037611811577,0.06338510104502955,0.07537893499258372,0.06990233330891096,0.07489943370338804,0.07228691295239605,0.07650431308985146,0.07653438261113778,0.08805804812107665,0.0901492382086498,0.09595696860182874
2,0.23777595262878115,0.10279805518750482,0.07081250383301504,0.081688905583566,0.09218455130601023,0.08655311969382935,0.08874724631176073,0.07875488954741766,0.08290468408648022,0.08759514407866385,0.10016584334846027,0.09763037827041296,0.10042465991827834,0.0969844695651295,0.09861795299539805
3,0.23777595262878115,0.10279805518750482,0.07081250383301504,0.081688905583566,0.09218455130601023,0.08655311969382935,0.08874724631176073,0.07875488954741766,0.08290468408648022,0.08759514407866385,0.10016584334846027,0.09763037827041296,0.10042465991827834,0.0969844695651295,0.09861795299539805
4,0.23441540437434336,0.08677896663447161,0.0792621264711586,0.07701150754270951,0.0753912788845652,0.07401742029622693,0.08023424581829941,0.09407925546433289,0.09284830275016868,0.08775910318408243,0.10271874379032994,0.09108356098590974,0.09506887283386603,0.09962672923470686,0.108535718293628
5,0.22153666662842886,0.09206924521164345,0.0650455368303544,0.06406587433834227,0.07236346342213336,0.07489100187864603,0.07842727104464392,0.0765368996941249,0.07996471769191388,0.08052220762672298,0.09096901260036,0.07800705016252935,0.08268976117323186,0.0878813907245524,0.10036635821317468
6,0.23079528175445885,0.09778750681831755,0.08483770974675758,0.066897105505446,0.07206922323365034,0.07984879968318083,0.08191958643503758,0.0676129732140412,0.07363671390505885,0.082348582259256,0.07935999258542102,0.0840004500433638,0.09331546824854656,0.10154726992470321,0.09710064361423652
7,0.20550761055072952,0.11523881468223045,0.08203973846713586,0.08855375433203515,0.09287929590055077,0.07732167166332714,0.07777882142589176,0.08534290308799186,0.08514557929067537,0.08578460506612913,0.08357095220887803,0.08866372170659477,0.09761967601392299,0.09212428678869067,0.0991410435524182
8,0.2387504832909132,0.10409684776455531,0.07225123861732533,0.06895017818069993,0.07097865481875659,0.07792969674135514,0.06856899354888937,0.07894615913804891,0.07402620455777534,0.07195286171776082,0.07536268678636032,0.0850900915659233,0.0823265169153215,0.08803115672124354,0.09631683181689399
9,0.2387504832909132,0.10409684776455531,0.07225123861732533,0.06895017818069993,0.07097865481875659,0.07792969674135514,0.06856899354888937,0.07894615913804891,0.07402620455777534,0.07195286171776082,0.07536268678636032,0.0850900915659233,0.0823265169153215,0.08803115672124354,0.09631683181689399
10,0.2387504832909132,0.10409684776455531,0.07225123861732533,0.06895017818069993,0.07097865481875659,0.07792969674135514,0.06856899354888937,0.07894615913804891,0.07402620455777534,0.07195286171776082,0.07536268678636032,0.0850900915659233,0.0823265169153215,0.08803115672124354,0.09631683181689399
11,0.24758307680892522,0.12027568728916099,0.08496221044316271,0.0737277195417884,0.0742110867718066,0.07964966993932125,0.07481108889630765,0.07233555347813976,0.07182237283494108,0.06955212590260787,0.07872695486987526,0.08391393583094589,0.09879541822057966,0.09849510347551531,0.09365520886925625
