k1 k2
7.943761377913019506e-02 -1.860172515684456462e-02
8.056369919885550401e-02 -1.875612337286794440e-02
8.020536086644389218e-02 -1.841075326845462157e-02
8.079183929191799396e-02 -1.693577091486810071e-02
8.027827337501788896e-02 -1.811494937029663188e-02
8.050446200837468869e-02 -1.703682350028282166e-02
8.004623045724404418e-02 -1.810266399762557044e-02
7.958954277298169178e-02 -1.831697778309693270e-02
7.944154775672335189e-02 -1.834922662639101865e-02
7.990243821270959224e-02 -1.742602541046409104e-02
8.080238604568135141e-02 -1.709110228626160854e-02
7.998012246067032205e-02 -1.769145441708773470e-02
7.999303224820433766e-02 -1.796608879908026535e-02
7.868449891784792816e-02 -1.908357625875893582e-02
7.996664058541133602e-02 -1.784304516984576428e-02
7.949862933873036441e-02 -1.780794963404257192e-02
8.029301220091050739e-02 -1.805667461318226363e-02
8.027249874423031395e-02 -1.739394983911049519e-02
7.990376342198268755e-02 -1.729639223044511509e-02
8.037230960766744703e-02 -1.703407450763345932e-02
7.949161315384009607e-02 -1.886733433610557342e-02
7.999324054680523322e-02 -1.806850070114980611e-02
8.004198366252168739e-02 -1.781328492115520634e-02
7.954221732796526445e-02 -1.856656120946190147e-02
8.021889376934707161e-02 -1.822248832388953521e-02
8.041730710909164581e-02 -1.768796920864730560e-02
7.973570165633594997e-02 -1.919462490058682080e-02
8.141401808743720103e-02 -1.688484238210744004e-02
8.110421561136182955e-02 -1.772127527005577796e-02
7.825017260807118347e-02 -1.787139113121080647e-02
7.985836608548554927e-02 -1.864059475212967443e-02
8.088707446008844282e-02 -1.728298248374370016e-02
7.995413370388521068e-02 -1.887912984912179515e-02
8.042532994872736429e-02 -1.847511725830808249e-02
7.972370965063044213e-02 -1.862891852261205905e-02
7.976452794545779712e-02 -1.731458355813571270e-02
8.082892391671323007e-02 -1.782334003522850763e-02
7.980437046347635399e-02 -1.732668423106006883e-02
8.056775101953095319e-02 -1.600842263599028259e-02
7.999294621507282987e-02 -1.620764645188521591e-02
7.979920839201778970e-02 -1.677042908353239270e-02
8.075034201474440287e-02 -1.753079555659385613e-02
7.974002890771078600e-02 -1.836060493979251029e-02
7.990551910728491136e-02 -1.787500888351549466e-02
8.077515453497360887e-02 -1.649639836689281713e-02
8.017458104550453935e-02 -1.782450520227969737e-02
8.009946681551524672e-02 -1.876077870986249396e-02
7.964652224503473987e-02 -1.897790132471469104e-02
7.907002712285990387e-02 -1.719178147419697655e-02
8.001199623385382709e-02 -1.881056466431116347e-02
7.900255357376179122e-02 -1.892334578438718828e-02
8.123744887424153016e-02 -1.801610151066052046e-02
7.933596159932984615e-02 -1.904140235809306803e-02
8.036231909798011164e-02 -1.792050084115208441e-02
7.990981624608864409e-02 -1.814160445516942166e-02
8.029690728198682348e-02 -1.859544031416603127e-02
8.007671065602514626e-02 -1.833320497217642842e-02
8.129506640517794591e-02 -1.808760191974455311e-02
8.114474140794011858e-02 -1.791609740378657945e-02
8.052352816933311397e-02 -1.785566720934735063e-02
8.094173271848123519e-02 -1.746559979490194814e-02
8.041960380041907053e-02 -1.756422179448116627e-02
8.027413476056594055e-02 -1.665234410390216413e-02
8.075034201474440287e-02 -1.753079555659385613e-02
7.968150544009830472e-02 -1.879637697856903489e-02
8.094173271848123519e-02 -1.746559979490194814e-02
7.990335119454586299e-02 -1.846241457876598990e-02
7.953752358280696821e-02 -1.870605004921012393e-02
8.102090526226429779e-02 -1.694426193519035784e-02
7.975308604902017762e-02 -1.710796042210858958e-02
8.037554922551312653e-02 -1.829975217007277777e-02
8.053521262025695182e-02 -1.745613854162833545e-02
7.974407837095096041e-02 -1.808169305363929724e-02
8.003148534213386234e-02 -1.849379349996772837e-02
8.044028271955577791e-02 -1.754477843037248463e-02
8.145328326378459272e-02 -1.730545354977401640e-02
7.993991927364360595e-02 -1.897430377590021700e-02
7.978921478101078102e-02 -1.803178919472399333e-02
8.068356036093335404e-02 -1.755884055210857331e-02
8.051829453332387532e-02 -1.789525685056278514e-02
8.145328326378459272e-02 -1.730545354977401640e-02
7.999366215161601845e-02 -1.853180913792434881e-02
7.913548021525154685e-02 -1.788806601727363499e-02
8.026438928286752650e-02 -1.640362830350830525e-02
7.904788382459101981e-02 -1.962194426465353747e-02
7.921237735670005886e-02 -1.789408882894531760e-02
7.952255485801870694e-02 -1.870515194502239686e-02
7.886606929300205016e-02 -1.809328064779407164e-02
7.965455801864870788e-02 -1.837362042903094295e-02
8.070847166856462418e-02 -1.698795494459169608e-02
7.996669653208887674e-02 -1.817386087320610466e-02
8.037230960766744703e-02 -1.703407450763345932e-02
8.022607895497049779e-02 -1.869906335807378084e-02
8.061229613721535014e-02 -1.841022131430428144e-02
8.050141405998700872e-02 -1.750380810304971724e-02
7.937502590297101923e-02 -1.713119351555292269e-02
7.966827592808353731e-02 -1.872228893986944975e-02
8.049787957464499266e-02 -1.814270928562553009e-02
8.050446200837468869e-02 -1.703682350028282166e-02
8.020590958254331104e-02 -1.586622474826021589e-02
7.973080448036534706e-02 -1.840153441877705187e-02
7.933603260004398749e-02 -1.849635046581034337e-02
7.953403960431393305e-02 -1.766442196408889165e-02
7.931643525615017509e-02 -1.868028703265173229e-02
7.974265523280130163e-02 -1.764720561593025039e-02
7.933540787860535182e-02 -1.784369367978425047e-02
8.073950797673484781e-02 -1.727951262456897674e-02
8.159906847188977408e-02 -1.787041310307642406e-02
7.994379423788619543e-02 -1.667726187815093963e-02
7.951481957248260346e-02 -1.791092999260594787e-02
8.107651956666067639e-02 -1.830639061533516354e-02
8.046678140189983397e-02 -1.751585763982313471e-02
7.935337593459537708e-02 -1.939395715231215234e-02
8.086513689707483521e-02 -1.691708901444305413e-02
8.015195022257179391e-02 -1.894453869434882531e-02
7.969839198179981543e-02 -1.834490986277467761e-02
7.944158238842105590e-02 -1.797866636518473393e-02
7.888868166948109772e-02 -1.886588192503135808e-02
8.042532994872736429e-02 -1.847511725830808249e-02
8.054295274023845486e-02 -1.715142127634232405e-02
8.016567061601573285e-02 -1.789227265924173138e-02
7.974426838202638979e-02 -1.731524728764703702e-02
8.033444626613986395e-02 -1.846030895343553357e-02
7.909138783788180471e-02 -1.814069051872151117e-02
7.972985896322340449e-02 -1.815490756455530319e-02
7.966094904053519499e-02 -1.750104128272336745e-02
7.982031194059910351e-02 -1.776639739685931252e-02
8.007950900867594202e-02 -1.983290797506798153e-02
7.976754364621385651e-02 -1.828335626062750630e-02
7.926551895755001853e-02 -1.778696673217695923e-02
7.828568275812328170e-02 -1.873775641231877065e-02
8.126710172756310135e-02 -1.821473029047830650e-02
8.042885485985507010e-02 -1.648235780868254063e-02
8.013892026985544592e-02 -1.739069944771656773e-02
7.969839198179981543e-02 -1.834490986277467761e-02
8.035664927350236186e-02 -1.809986704377061772e-02
7.966056802677290438e-02 -1.886761249780863348e-02
7.900255357376179122e-02 -1.892334578438718828e-02
8.089224103254299969e-02 -1.835919059530619069e-02
7.921189405809020423e-02 -1.798072436407631425e-02
7.967008000759226438e-02 -1.875791126869175152e-02
7.840652128935995946e-02 -1.715418775972984977e-02
8.110421561136182955e-02 -1.772127527005577796e-02
7.982713554412365631e-02 -1.815320763807501403e-02
7.913043273250194853e-02 -1.909015921302234520e-02
8.037600662354671410e-02 -1.876083701716767249e-02
8.036805436486507692e-02 -1.675767557911178596e-02
8.056085763343726058e-02 -1.642828049091522857e-02
8.041576953928261662e-02 -1.817449333259880950e-02
7.966396865353531087e-02 -1.789524854334391402e-02
8.019116007521703837e-02 -1.796072168509030287e-02
7.969587482133003165e-02 -1.801349539874579075e-02
8.072246224681126070e-02 -1.660498900097109876e-02
8.029312113818010133e-02 -1.765896252413573508e-02
7.989713124255037879e-02 -1.845516305618460917e-02
7.940203339281998174e-02 -1.799870320500096543e-02
8.114837290695339767e-02 -1.638762708909877186e-02
8.036969801607471431e-02 -1.833488458718407488e-02
8.097497826081140326e-02 -1.744266423797570520e-02
8.107106350006432205e-02 -1.810560754560612551e-02
7.950606580816496627e-02 -1.820388203661929549e-02
8.016382730723400907e-02 -1.796726080482827226e-02
8.075418792501032339e-02 -1.805953260106868408e-02
7.900863199259575143e-02 -1.877123664868637909e-02
8.000365163536152235e-02 -1.704944859600565632e-02
8.021442043476251227e-02 -1.725367510572914376e-02
7.989321841441060501e-02 -1.767318744539798925e-02
7.937796704747487886e-02 -1.785248573640360603e-02
7.873664654369402771e-02 -1.792950412696131535e-02
7.988798705398741928e-02 -1.871260622791932893e-02
8.040549167742536141e-02 -1.729769306492047465e-02
7.936462764108739854e-02 -1.841754517332314101e-02
8.046360152968387580e-02 -1.715735575907550992e-02
8.091598996825002943e-02 -1.766098429834231376e-02
8.017213190894376118e-02 -1.778326624734231920e-02
7.992542103822403154e-02 -1.604900236462467045e-02
8.024153050998411585e-02 -1.673741182700319574e-02
8.013640568937657749e-02 -1.718543636543526376e-02
7.945139192323696919e-02 -1.769414370801838943e-02
8.019329958048812546e-02 -1.861281797315469944e-02
7.921225842742621315e-02 -1.867573442477604706e-02
7.961766563935063212e-02 -1.758910401188226724e-02
7.965766449575104047e-02 -1.838062202039367210e-02
7.995813122293513042e-02 -1.766156497901219535e-02
7.969383398823415288e-02 -1.759407942335836084e-02
8.057662150269093160e-02 -1.704997671072118470e-02
7.995223191538847196e-02 -1.792958905224448229e-02
7.968163234514999416e-02 -1.760991732121397479e-02
7.944145499820012835e-02 -1.907006232024663350e-02
7.913891441800444126e-02 -1.846790416417876113e-02
8.023372114227966811e-02 -1.777798925786198969e-02
8.086450563502869948e-02 -1.839205226181463149e-02
8.063221081076624164e-02 -1.727679282524870186e-02
7.966896090304906308e-02 -1.803639412947906362e-02
8.016754287932811862e-02 -1.842595330595739322e-02
8.086513689707483521e-02 -1.691708901444305413e-02
7.961699638145761093e-02 -1.763615590969951075e-02
8.056075764429615482e-02 -1.608581254776628167e-02
7.926671656883538253e-02 -1.803195803135766717e-02
7.864287406600545260e-02 -1.796209867114045844e-02
7.927474893118593990e-02 -1.799871316145304490e-02
8.020536086644389218e-02 -1.841075326845462157e-02
7.991397950008338746e-02 -1.805095927144537149e-02
7.917761838055523138e-02 -1.817664402071816898e-02
8.091266248586234666e-02 -1.852042535579381810e-02
8.019326550126171238e-02 -1.752135625455653045e-02
7.962574021416454761e-02 -1.752079567240394375e-02
7.975817886312985827e-02 -1.917447911962462392e-02
8.069093721106226913e-02 -1.787298602266434999e-02
8.021879327967959550e-02 -1.758092703732049011e-02
7.913579788933294834e-02 -1.714626591695025959e-02
7.972021564505402114e-02 -1.766069786046971235e-02
7.900303693668883631e-02 -1.826183199204099716e-02
7.991557826881287574e-02 -1.890843728197853790e-02
7.983883850518136427e-02 -1.751726854773842657e-02
7.958295712140828204e-02 -1.809884345828716157e-02
7.960034485465902754e-02 -1.822764021655447209e-02
7.970770774576993456e-02 -1.804172606079253172e-02
8.011693284677112725e-02 -1.786802357521506679e-02
7.998164600414217618e-02 -1.824067781893637386e-02
8.031527235066851511e-02 -1.752625997332887819e-02
8.058910137936448059e-02 -1.773051254397209342e-02
8.064050081086829302e-02 -1.722686857902980262e-02
7.996118469908816695e-02 -1.784942112289261695e-02
7.920753525983389998e-02 -1.892607162448929625e-02
7.918517178048420369e-02 -1.803883500600791945e-02
7.949161315384009607e-02 -1.886733433610557342e-02
8.017568188668453000e-02 -1.841608005431798201e-02
8.028645492944277984e-02 -1.763830840709557091e-02
8.039061699681293582e-02 -1.860985812066122402e-02
8.023668228001140657e-02 -1.872304563820902101e-02
7.909172160323343914e-02 -1.880003698140894630e-02
8.030084987419558451e-02 -1.773370317008404751e-02
7.996627896861863150e-02 -1.751363818216533641e-02
7.933603260004398749e-02 -1.849635046581034337e-02
8.041319058250001595e-02 -1.849827819468660706e-02
7.996893409220251492e-02 -1.846146868020435983e-02
7.942538099883750258e-02 -1.848940999266948659e-02
8.007259885202092087e-02 -1.863549931103151980e-02
8.017647586691517558e-02 -1.757731119882158244e-02
7.935454021050514228e-02 -1.802971995403290784e-02
8.127709444256009386e-02 -1.751141078242610116e-02
7.978449423345657099e-02 -1.749779097222828317e-02
8.056085763343726058e-02 -1.642828049091522857e-02
7.933540787860535182e-02 -1.784369367978425047e-02
8.047165562816957496e-02 -1.766914709479287804e-02
7.932476384019535032e-02 -1.708238562576683273e-02
8.055109709659238892e-02 -1.932748936008894802e-02
7.957646502933796162e-02 -1.778797055765218849e-02
8.010539261449167725e-02 -1.762056319713421748e-02
8.007797306977107454e-02 -1.815568917484930433e-02
8.025282508348341448e-02 -1.787564338086740368e-02
8.004538660690729834e-02 -1.706955263348472474e-02
7.998941074376511584e-02 -1.813410468466213066e-02
