"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup", "k5_mean", "k5_stdev", "k5_median", "k5_errlo", "k5_errup"
7.965485655264434306e-02,-1.799860414166704406e-02,5.761310891275391553e-03,-2.747832479335667044e-03,1.665320218796889108e-03,7.076011084765919433e-04,7.644251495694304090e-04,7.842518609593264250e-04,7.861338853673412392e-04,7.513286587039335208e-04,7.966351353071574048e-02,-1.798428949874406046e-02,5.749995087617754130e-03,-2.769157676055136741e-03,1.655012964734553504e-03,7.891015277853868914e-02,-1.877944230864598760e-02,5.000061253728052546e-03,-3.540208317708043451e-03,9.674737344696621166e-04,8.035731976799487253e-02,-1.724907229402664055e-02,6.514848345424220644e-03,-1.986922410916039383e-03,2.417008195693653994e-03
