k1 k2 k3 k4
6.250978436588533471e-02 -7.621164785322848134e-03 1.313276622554010453e-03 7.936087008028613887e-05
6.360859726694337302e-02 -7.420246489638016030e-03 5.418562017397432484e-04 -7.715105885463674484e-04
6.405513411256347212e-02 -9.774170710858690048e-03 2.433548261359400056e-03 -5.470229382731617296e-04
6.337100235127660075e-02 -7.962881058729484596e-03 2.257532994621919142e-03 3.493235282765877470e-04
6.583357299540934515e-02 -7.896187004764687600e-03 2.499808806751158130e-03 -5.765882405494998642e-04
6.409222061252883851e-02 -8.136441001567476516e-03 2.524642101191854060e-03 -2.246827081830715667e-04
6.352119796459260170e-02 -6.945806748664476449e-03 1.960544541170089472e-03 4.759854341985780835e-04
6.244864825900339755e-02 -8.701296570010660925e-03 1.662915023602384856e-03 -5.151117303562047223e-04
6.295891263088299050e-02 -7.472803299803640331e-03 1.461484557573083931e-03 2.419996913542166173e-04
6.366354840352120292e-02 -7.380447121102348684e-03 6.199307007118681767e-04 3.997385927070606915e-04
6.360149508522425221e-02 -6.871717121826853569e-03 1.660132726613958165e-03 -7.427114341409662979e-04
6.370315049543859298e-02 -7.841712422639229851e-03 1.668654354400223028e-03 -1.868561135942831131e-03
6.385286536566081583e-02 -7.589180590513652791e-03 2.965670633123890232e-03 -1.673189884478232248e-05
6.500529485676739827e-02 -8.370420840494899317e-03 1.437255595386183193e-03 1.029824072940610513e-03
6.318302309112858173e-02 -7.942540779392132100e-03 2.088153083697336099e-03 -1.379999283522545528e-03
6.338387748385970744e-02 -8.821855040797993430e-03 1.691631138538624013e-03 -9.013823645137170049e-04
6.335355951203411329e-02 -6.506918820469304032e-03 2.542241768454411854e-03 -7.314050735150734450e-05
6.350608967106519120e-02 -8.063813628642557685e-03 2.654103734564566830e-03 -1.742268785448655710e-03
6.341621474538708392e-02 -8.610228786203044660e-03 2.374754638019088704e-03 -9.451377139195749066e-04
6.342175082338177838e-02 -8.793292678037606391e-03 5.854326716372842965e-04 -1.012959924317227700e-03
6.368286032780187678e-02 -7.905103676049088368e-03 1.735591593254454112e-03 -3.296510223575327414e-04
6.351248166271317164e-02 -7.088422660019161325e-03 1.507560475556196655e-03 9.712510856915712587e-05
6.347608073036467569e-02 -6.891107769824739160e-03 2.001003997883679664e-03 -6.841090119396597835e-04
6.232606645431623682e-02 -8.540788486396069801e-03 2.878325084544511303e-03 -7.878363078295258504e-04
6.439956012685574271e-02 -6.371481061954550884e-03 1.210684688331367664e-03 -6.135633946320190324e-04
6.261920556538033700e-02 -8.080693033732239128e-03 3.219321352922271950e-03 -9.157143950014601241e-04
6.294849773330965514e-02 -8.422151355937684825e-03 1.638826437214288556e-03 -2.430888371313180696e-03
6.326453715694418944e-02 -9.002275473954851615e-03 5.544048690254294032e-04 -4.152585664779634422e-04
6.308848988783397060e-02 -9.119346668464381467e-03 2.395621400851616345e-03 -1.220455709230960917e-03
6.194527480594011482e-02 -8.227439739174557953e-03 2.968148673119230807e-03 -8.555676862518069026e-04
6.253271074361185788e-02 -8.415445243013380816e-03 -3.184030657049363722e-04 3.906189805270576798e-04
6.399598301957545865e-02 -7.029749917123670477e-03 1.561253095903422650e-03 -2.024790675443172150e-03
6.396872432480468773e-02 -8.247819498518729753e-03 1.329694513362039698e-03 -2.872017177397989673e-05
6.361549251505202451e-02 -8.408926948542783109e-03 1.695532638357338806e-03 -8.521774017117705879e-04
6.321957050185997296e-02 -7.200513598286453765e-03 1.772714248838513917e-03 6.166429358049896337e-04
6.351488345315678408e-02 -8.124434833800237010e-03 2.042988085133812248e-03 1.239063023068240343e-03
6.402701248058817463e-02 -6.697418446485331467e-03 1.275075174213699536e-03 -4.555612828280458659e-04
6.448552300997253961e-02 -7.976899935039888367e-03 1.809716227300084412e-03 -2.234866323755496653e-04
6.538961591284428443e-02 -7.237266173119344392e-03 2.614186387793565602e-03 -5.955836894022126238e-04
6.422086918342304052e-02 -8.999583540058739284e-03 1.595236842366218322e-03 6.501415277689603922e-04
6.349782728516203956e-02 -8.483848616293532263e-03 2.103424810472792617e-03 1.145492994640201490e-03
6.363507904086060374e-02 -8.904990331209117205e-03 1.528329552980989270e-03 -5.192121025072160556e-04
6.320122077535247906e-02 -7.884039348855384488e-03 2.262213498425702518e-03 9.914540804245586259e-05
6.345544992027579712e-02 -7.404823598180204636e-03 2.578801868860364221e-03 7.848659505875765774e-04
6.226759676906498675e-02 -8.587073952085258477e-03 2.358659031002380280e-03 -7.779457626012897808e-04
6.326567889465550820e-02 -8.556582476624330358e-03 2.270756784062147315e-03 1.459604080797372028e-05
