"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.374616216541680036e-02,-1.001694672284411149e-02,7.744611832680013035e-04,7.952438940921248292e-04,6.372511965934130052e-02,-1.003072361248007194e-02,6.296567945994029081e-02,-1.080420527948730558e-02,6.455467787474011843e-02,-9.193403052110943330e-03
