"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
6.361266575788071531e-02,-8.336040707750486112e-03,1.995327577882420166e-03,7.461396749141205147e-04,8.194291461420320603e-04,7.709660411574041899e-04,6.361246907436685083e-02,-8.335997741352116353e-03,2.022529523998589651e-03,6.287020067599866091e-02,-9.167801350429327645e-03,1.202445240533228654e-03,6.437802392762081993e-02,-7.509731550204651329e-03,2.797658106632155972e-03
