k1 k2
6.418797949768981215e-02 -7.905315518181382783e-03
6.377616570623839687e-02 -9.021029264594762620e-03
6.238741011263426728e-02 -9.846297853215141282e-03
6.246735596064065255e-02 -9.136254115028968892e-03
6.460659417070793720e-02 -6.859893791439572452e-03
6.426392359680760391e-02 -9.581634138369904408e-03
6.355571254061839759e-02 -8.792197470680176985e-03
6.374955760808231897e-02 -9.710367504783948278e-03
6.325183913479817677e-02 -8.095370975232024646e-03
6.406744652776794058e-02 -1.005680552838424113e-02
6.405085047260503095e-02 -8.253537472191804780e-03
6.514268665038044914e-02 -7.250480463811631582e-03
6.243769634303247829e-02 -9.288076173490478205e-03
6.371895685082767935e-02 -9.021086496453278869e-03
6.556019807212135064e-02 -1.016585690558881316e-02
6.507489745557196170e-02 -8.620061129628694974e-03
6.374832195680166236e-02 -9.229087093804641539e-03
6.456690737931430890e-02 -7.594055227053309043e-03
6.337344039218867353e-02 -7.998764422982224120e-03
6.385244780836676903e-02 -7.947606099132226154e-03
6.359623178715453906e-02 -8.944708481678539935e-03
6.448910045983310968e-02 -8.626372293817657910e-03
6.396247275869881843e-02 -8.860902103768567017e-03
6.408683109724994109e-02 -8.354400455403393488e-03
6.492435614932565158e-02 -7.111931868598528328e-03
6.513880496517118757e-02 -8.411357405241320917e-03
6.448698357918145052e-02 -7.448353565244952845e-03
6.316823135597668393e-02 -9.061932717338488930e-03
6.296893579045048650e-02 -9.419006302274643416e-03
6.385071165772446267e-02 -8.505607333711348583e-03
6.393151363522939223e-02 -9.448804015374359655e-03
6.442211486520785235e-02 -9.629476329420738612e-03
6.339215471100267951e-02 -8.011309883992970282e-03
6.294571765260900675e-02 -7.561600814541560855e-03
6.318564241642390944e-02 -9.017489646201679032e-03
6.422403550378358306e-02 -9.836595189010727269e-03
6.465448987418564997e-02 -9.580703537712259577e-03
6.456471586530174167e-02 -8.975704548090560064e-03
6.412442738323462232e-02 -9.381436214093791248e-03
6.337319057218424034e-02 -8.994262339226816172e-03
6.469295168782093763e-02 -8.287673471850415252e-03
6.247495284175474950e-02 -8.666357152724069035e-03
6.535646731787536634e-02 -9.312971067382408430e-03
6.309159170167075170e-02 -8.932124419094911172e-03
6.314868565018402768e-02 -8.741862224623447863e-03
6.387916726640163745e-02 -8.344707119429625730e-03
6.273135753393338510e-02 -7.665456294379369151e-03
6.261559132711888576e-02 -7.735065362860352178e-03
6.324062458105095264e-02 -8.999912546239219324e-03
6.326248309524956648e-02 -8.145616177555423110e-03
6.526236897663770242e-02 -8.770137801131797084e-03
6.356474820735477649e-02 -8.321208212974745555e-03
6.348715518923425671e-02 -8.938013017634610646e-03
6.350238109972577982e-02 -8.669162325189772034e-03
6.522350524542586125e-02 -8.510364494322325557e-03
6.380646280015631056e-02 -6.981954065567091972e-03
6.454863654095940873e-02 -7.668767719378605241e-03
6.392489415976218559e-02 -9.301176335156327579e-03
6.413752671368413982e-02 -8.205521309423535747e-03
6.330515785829846087e-02 -8.660091455200386035e-03
6.393151363522939223e-02 -9.448804015374359655e-03
6.342461065925314445e-02 -9.300986012003839565e-03
6.351916349917727245e-02 -9.144204811421322021e-03
6.405706132865526814e-02 -8.485877426931590084e-03
6.423410848176386301e-02 -8.519026519230976646e-03
6.379697480980225932e-02 -9.328893126522658230e-03
6.388896316357822736e-02 -9.332894725705503935e-03
6.242582199712778945e-02 -9.184253037113260243e-03
6.238741011263426728e-02 -9.846297853215141282e-03
6.412442738323462232e-02 -9.381436214093791248e-03
6.374800838792810120e-02 -8.271320743568913447e-03
6.234476075830311381e-02 -9.570561792807213974e-03
6.449134255807950633e-02 -7.797013140840275414e-03
6.285051401424099349e-02 -9.294088957347415580e-03
6.325402287462592033e-02 -9.871211902739859823e-03
6.449842262951885341e-02 -7.601158199186025533e-03
6.215948845496518937e-02 -8.924126756666858618e-03
6.331526740552048671e-02 -7.092305537813328731e-03
6.457472515466092244e-02 -1.071480102121097344e-02
6.295474173193080225e-02 -7.920794416914331282e-03
6.364374819300508412e-02 -8.036579417402531234e-03
6.388317946607374731e-02 -9.066513907403886408e-03
6.312329021483165103e-02 -9.340911833633835926e-03
6.427527949904399129e-02 -9.332165781351764444e-03
6.373701166187384359e-02 -7.418036277602707562e-03
6.362384610723215150e-02 -8.484777953573094389e-03
6.332280521101418813e-02 -9.704844978164775537e-03
6.387916726640163745e-02 -8.344707119429625730e-03
6.344436827899199716e-02 -1.000656601413334179e-02
6.332949372001933641e-02 -7.715446227694350290e-03
6.444162840059280972e-02 -7.689786142748095132e-03
6.420376317562495605e-02 -7.985475462100349864e-03
6.404147616459707204e-02 -7.395561277698553537e-03
6.438550296335984746e-02 -8.141611901656797823e-03
6.344853662006735839e-02 -9.155328456003378190e-03
6.356537032683107213e-02 -8.428722268634086801e-03
6.371685743266203295e-02 -6.769468896187444407e-03
6.434293714750219384e-02 -7.856925708046982870e-03
6.330181250690966599e-02 -8.606021646178491080e-03
6.355534442074309287e-02 -8.933420004361120048e-03
6.390010715966276678e-02 -7.358679310000768026e-03
6.330002540950768752e-02 -1.029636250997095770e-02
6.337112754509335866e-02 -9.002476279268756265e-03
6.286003771129278217e-02 -9.494229165917439373e-03
6.259946973339644560e-02 -9.189357195946740164e-03
6.451293501508076345e-02 -9.033076151933217002e-03
6.252139832193293056e-02 -9.889452019386762993e-03
6.402703618484645309e-02 -8.630572943919778695e-03
6.458280958179746234e-02 -8.701722431257219448e-03
6.363607436022003516e-02 -8.143136628616820527e-03
6.546337834933046995e-02 -9.758018945675031586e-03
6.428599385628289142e-02 -8.955875614744285285e-03
6.395032304794809330e-02 -8.389258425908527328e-03
6.447675745787900814e-02 -9.015719374730141178e-03
6.390459819435417854e-02 -9.460337348055514184e-03
6.375972570103613513e-02 -1.004113764591604840e-02
6.279722353062375251e-02 -8.875793303784948463e-03
6.363707483864178283e-02 -9.389666769340471175e-03
6.374631319618062619e-02 -9.421966138216414377e-03
6.219186778439178553e-02 -8.310125969610351881e-03
6.323307379757173163e-02 -9.178450363594450878e-03
6.466457028009173214e-02 -9.076309365319196187e-03
6.370320996153008841e-02 -7.835441766780429362e-03
6.401463477906246813e-02 -9.730252689263585442e-03
6.494866006291069582e-02 -7.918886725665777448e-03
6.248166362763546422e-02 -8.948900862727190986e-03
6.482034670670802634e-02 -8.076045683654178853e-03
6.345074501136663270e-02 -6.991859796979721375e-03
6.362128175166734123e-02 -9.086955322425330217e-03
6.345535992233561351e-02 -8.974685749504857091e-03
6.349331356890314249e-02 -7.742271088108002020e-03
6.374800838792810120e-02 -8.271320743568913447e-03
6.550610185667668506e-02 -8.230115260765016871e-03
6.331284995055724840e-02 -8.006677901832084943e-03
6.318708787737198351e-02 -9.908505065323175431e-03
6.441423512249130900e-02 -9.534348963468108895e-03
6.327774192170718126e-02 -7.688811346739196639e-03
6.344480405174510174e-02 -7.912075763774908954e-03
6.317802250149959220e-02 -8.995602456298254501e-03
6.254960808193960053e-02 -8.241602069343892389e-03
6.324845368954329361e-02 -8.720886091440352428e-03
6.446391202897105988e-02 -9.000384279543360844e-03
6.468168846279104267e-02 -9.760742809927364094e-03
6.367354267962052616e-02 -7.321234046359620384e-03
6.305872320185038071e-02 -9.663389258663057646e-03
6.393377070018704811e-02 -8.272956951382803847e-03
6.481677790045001220e-02 -8.675110195422511272e-03
