,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,1.0,0.0,0.7515802448433533,0.0016950978082456811,0.0,35.6003116877989,0.2337774960094191,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,2.0,
1,2.0,0.0,-0.3332210118387593,0.0021736146943923972,0.0,35.758399609831045,0.12695482857427706,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,4.0,2.0
2,3.0,0.0,0.7703145151463104,0.004487403929596004,0.0,35.96074532059919,0.09002039071731337,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,6.0,2.0
3,4.0,0.0,-0.1479226064948307,0.00500604483715519,0.0,36.14717961692423,0.0889241356157196,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,8.0,2.0
4,5.0,0.0,0.1930905045628606,0.0015681106871970577,0.0,35.739660137069315,0.07536894200687008,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,10.0,2.0
5,6.0,0.0,0.008156524800142506,0.002479076450734392,0.0,36.16812745158033,0.04648431984638918,1.0,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,12.0,2.0
6,7.0,0.0,1.2206452202626679,0.002479076450734392,0.0,36.16812745158033,0.04648431984638919,0.8571428571428571,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,14.0,2.0
7,8.0,0.0,-0.707414675529435,0.004340089590710799,0.0,36.07007893186624,0.06687176742379769,0.875,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,16.0,2.0
8,9.0,0.0,3.396681585923943,0.004340089590710799,0.0,36.07007893186624,0.06687176742379768,0.7777777777777778,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,18.0,2.0
9,10.0,0.0,3.3490261714396183,0.004340089590710799,0.0,36.070078931866234,0.06687176742379769,0.7,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,20.0,2.0
10,11.0,0.0,-0.22046947704438935,0.003946794210906939,0.0,35.536797501872265,0.08353353017811825,0.7272727272727273,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,22.0,2.0
11,12.0,0.0,0.10800783894592314,0.004480676798278688,0.0,35.67717539371925,0.06978936352470598,0.75,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,24.0,2.0
12,13.0,0.0,-0.8931864905352995,0.002222659591362112,0.0,35.91684621612145,0.07627378510050015,0.7692307692307693,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,26.0,2.0
13,14.0,0.0,0.5312396127337706,0.005201173461222905,0.0,35.532137545227116,0.06302068825102539,0.7857142857142857,16,16,24,500,0.004,0.002,0.29,0.0,0.005,0.005,10000000.0,2.0,1.0,28.0,2.0
