"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup", "k5_mean", "k5_stdev", "k5_median", "k5_errlo", "k5_errup"
6.364709637631127404e-02,-9.435737849758745605e-03,2.465640852979256517e-03,-4.328265292181534911e-04,5.664209757299576474e-04,7.601705664981864763e-04,8.162623596810439537e-04,8.127176037167749409e-04,8.129498507087640517e-04,7.904238525620009819e-04,6.363860661088160953e-02,-9.471018871296116304e-03,2.468457135198540153e-03,-4.459104454601209300e-04,5.621923303197329247e-04,6.291018922250596335e-02,-1.022264398951040765e-02,1.650703989435269069e-03,-1.219283267078694055e-03,-2.019428223342667472e-04,6.440356442376246604e-02,-8.593109203151932593e-03,3.272205187817766366e-03,3.936234756828776993e-04,1.357388780606272067e-03
