"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup", "k5_mean", "k5_stdev", "k5_median", "k5_errlo", "k5_errup"
6.353115271980576406e-02,-7.208753511806840868e-03,1.393588653432856076e-03,-2.443855444658814095e-04,-2.561847062749780216e-04,7.033925530795718910e-04,7.030075046072343202e-04,7.517317257690412768e-04,7.293906590922113716e-04,7.325655302310079891e-04,6.353724799601243034e-02,-7.209599246877571033e-03,1.385539717560418937e-03,-2.323839250231718445e-04,-2.449400122637446220e-04,6.283928674364325229e-02,-7.925884589233350708e-03,6.234899611029243172e-04,-9.806065404263514251e-04,-1.041780697226726837e-03,6.424580207758279204e-02,-6.513702342074004226e-03,2.157669706650350294e-03,4.984839356081682826e-04,4.999386142518769116e-04
