,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15
0,-0.784384463190645,2.32365596769999,-1.89814292574872,1.87812477161521,0.03612802674014289,-2.54074745109704,0.860421820876963,1.63370046562011,-0.198909654645172,1.15143791796253,-1.12402027240936,-1.21081559863311,-0.632452447026262,0.529192881323472,-2.71881971943702,0.370480826459257
1,-0.85701676820576,2.42700001327661,-1.91635022682674,1.80057409110523,-0.01792873136011378,-2.48512072250694,0.831637266522154,1.5458020040552,-0.268375245802656,1.15949612928777,-1.14112201636693,-1.3562028149019,-0.492261136503184,0.455740709434348,3.09552764326674,0.179417134023938
2,-0.920223123285501,2.27262817104453,-2.03156305887371,1.65942782081151,-0.005238525860710896,-2.5436680283998,0.813080590425629,1.45352508547523,-0.213431604373011,1.05673425791038,-1.19224391055747,-1.431773140347,-0.562842316465186,0.682321752654627,-2.93753898002055,0.14711976435729
3,-0.887563522747253,2.37895210338082,-1.61247257527318,1.93361089991978,-0.06480071706767755,-1.83144534300462,1.02908710942839,1.6101966895762,-0.188132321980593,1.4702818746001,-1.04393870063787,-1.39611869890538,-0.483321030143982,0.916558404631634,-2.71729096761087,0.464526388108902
4,-0.66865039541692,2.33617542111137,-1.79739724907237,2.02306237098051,0.03461645249236703,-2.06546105688316,0.925497791078735,1.68021804053024,-0.113785841829576,1.11763030353736,-1.11477319307069,-1.45770621721457,-0.546105305736608,0.649831801168498,-2.7871625407502,0.404574355304654
5,-0.566800076439219,3.10130670457301,-1.91801673299282,2.2676181786162,0.253020572057854,-2.11559410222441,0.980677054568725,1.93565837927711,0.06611588872720332,1.24459521591346,-0.749877443447169,-1.07278720091321,-0.297040229132863,0.671156594786196,-2.36752970391091,0.44067230724387
6,-0.769518959594734,1.88194418447595,-1.91085340569462,1.84451054143342,-0.183624684954336,-2.5314011877595,0.966449450770093,1.55920046669853,-0.256071843639631,1.34023531499934,-1.12710812434712,-1.5120253812161,-0.507871404332615,0.356675454128212,-3.07570535654518,0.04078249846846158
7,-0.807010090325741,2.1908475080809,-2.02703932597268,1.91839780393,-0.0274191688319976,-2.22217387650762,1.12955108938906,1.43734534852127,-0.356443933815936,1.24820716123954,-1.05083693174776,-1.36260767866539,-0.50919639883658,0.676866506663244,-2.59828464903106,0.431348777039862
8,-0.817387044694504,2.02854554540722,-2.01968027339149,1.57561298514412,0.005612884517829861,-2.71123858829855,0.723109321866566,1.41785379974569,-0.451629500888588,1.12049473733681,-1.3200683510419,-1.70642398259746,-0.583198132060901,0.346132767836919,3.13976636637055,0.20142018298031
9,-0.992144594391898,2.29635527227254,-1.86876794073399,1.88645032734151,-0.02331742144173345,-2.05101539092279,0.891916614059978,1.64059476767156,-0.269604459541374,1.38705399660271,-1.02495141701018,-1.40652537185761,-0.593616501553301,0.558753924491511,2.84725321680123,0.09244633145486882
