k1 k2 k3 k4
6.233446872480055689e-02 -7.679401392313295327e-03 4.765407560138573695e-03 3.262899548978348552e-04
6.218774449965655537e-02 -8.792899444742485748e-03 1.148390759765388625e-03 -1.840466169429400001e-03
6.515628858517849564e-02 -7.005874655144822549e-03 2.074528432153721624e-03 -4.518666973286344923e-04
6.404057971537527316e-02 -7.485586065786142829e-03 3.664800202935164508e-03 -8.650259980265695425e-04
6.431571722387591228e-02 -6.979724808719223184e-03 9.009971188965459898e-04 7.187277855136287030e-04
6.365793587397167164e-02 -8.732156856991579730e-03 1.967630021152605435e-03 -8.778805906098086087e-04
6.270772540845270804e-02 -9.189135269271411777e-03 3.013966929819700269e-03 -1.817037398397461367e-03
6.395188555945585662e-02 -8.943087100897084696e-03 2.329055528746820647e-03 4.291707039011799507e-04
6.393137002685997383e-02 -8.664614550176280572e-03 3.113137564689505421e-04 -1.747167689952922043e-03
6.355202529108588960e-02 -9.108586924946218688e-03 8.038731823268585597e-04 2.681915206220741865e-04
6.199943861985499072e-02 -7.239586436742884157e-03 2.298927302396849837e-03 1.049829165345239623e-03
6.283691979201955213e-02 -7.567501605293569522e-03 -1.105580619603224735e-04 2.018657036813031880e-04
6.345466706700386705e-02 -7.759518301046861022e-03 3.126761398476146647e-03 1.822547688752756967e-04
6.304135336029523251e-02 -6.736308155866954639e-03 2.904824972518899040e-03 9.623404299685667240e-05
6.393980955743303052e-02 -7.299428607020000404e-03 3.482771334571491129e-03 3.780830496929177276e-04
6.175522436617017497e-02 -8.905732008420999546e-03 2.236999894990376880e-03 -1.119673902549106481e-03
6.392943677168999583e-02 -7.938910422052400384e-03 4.883388187015419435e-04 5.014472519238033499e-05
6.368045695823112973e-02 -8.450145943851544716e-03 1.855276388508936281e-03 -2.062660602561994239e-04
6.410667355765195530e-02 -8.414540089447267168e-03 2.395035086001667812e-03 2.870056207971288798e-04
6.366629042018065454e-02 -6.418965527605041688e-03 3.063476331222642068e-03 -5.296386271222974784e-04
6.274514580259690777e-02 -7.073008339802636102e-03 2.502229301332106748e-03 -2.036449786661148620e-03
6.376290560893818626e-02 -9.125729713657049214e-03 2.579046355353525888e-03 5.468143376068379524e-04
6.298671286473320197e-02 -8.654517024935109992e-03 1.679300848239279054e-03 -9.481602873663008690e-04
6.415915314287204407e-02 -7.029972313975146880e-03 1.006776054952501775e-03 -8.259347154792595624e-04
6.331715459689477021e-02 -8.542555268762935805e-03 2.398558608066619913e-03 -1.010325630346281534e-03
6.368690648204813898e-02 -8.461948449419179341e-03 2.041157535539322998e-03 -2.596655598825187150e-03
6.283168711009376461e-02 -6.912627518428984819e-03 1.736564212442476274e-03 4.531958123125540139e-04
6.407650009515095113e-02 -8.963356738757324860e-03 1.602723670252353960e-03 -5.177143789778793082e-04
6.356435784236852404e-02 -8.234288177580637025e-03 1.556833974338214799e-03 -8.400812913958721762e-04
6.363962653847202167e-02 -6.543962313727683111e-03 1.218198669842809889e-03 -6.644848101100553350e-05
6.271651053892657313e-02 -8.627047256976064227e-03 2.583278716090958715e-03 5.357603083011586165e-05
6.324412097116544063e-02 -1.009244695211107545e-02 1.486262247147249194e-03 -5.339237626281606586e-04
6.427175278121072255e-02 -7.618244183705213946e-03 1.589069143829655029e-03 -3.733741678899338279e-04
6.499389083925041777e-02 -7.450748292809034057e-03 1.623646223206029471e-03 -1.324374236558789608e-03
6.285365467624967617e-02 -8.785753760545120250e-03 1.858748933188866803e-03 -1.901368476692477660e-04
6.307914567599967604e-02 -8.508945941792994683e-03 2.734711605702599968e-03 -9.393673969205623697e-04
6.382315041586125726e-02 -8.213247255213967923e-03 2.509613823918482867e-03 1.528476545647333706e-04
6.447659630937976893e-02 -7.681597924268063204e-03 2.358377680497444895e-03 -1.931407915808938669e-03
6.387926211982716818e-02 -8.260967520459572278e-03 1.479398453429620064e-03 -1.132032446995806518e-03
6.415893411490522502e-02 -8.623975559862218088e-03 -4.946037452953355729e-05 -6.969163945164530416e-04
6.314731719778685082e-02 -8.435259968418304388e-03 2.487637345672449873e-03 -1.127392399125404232e-03
6.377986552707246015e-02 -7.196474919829415340e-03 3.248781944651030207e-03 1.790928818523315758e-03
6.437895887560704522e-02 -8.729204260690903716e-03 1.143884908010123214e-03 3.412334930567445523e-04
6.378067187133609761e-02 -1.036528785738437264e-02 1.613892320640686329e-03 1.794618405127207383e-04
6.431571722387591228e-02 -6.979724808719223184e-03 9.009971188965459898e-04 7.187277855136287030e-04
6.447461293295364548e-02 -6.320207605259628436e-03 2.091887763570873804e-03 -1.187069338035709465e-03
6.355152901390148656e-02 -9.956780175085097606e-03 1.467365858482685970e-03 6.252682500548223388e-04
6.423310775857743460e-02 -7.051387178094573049e-03 2.360951354011708858e-03 -7.556711789108161437e-04
6.376775550343113941e-02 -8.263140403856866767e-03 3.758269190727026032e-04 -5.324979325710132994e-04
6.314731719778685082e-02 -8.435259968418304388e-03 2.487637345672449873e-03 -1.127392399125404232e-03
6.376950868073685830e-02 -8.970732331845948648e-03 3.730075244234784537e-03 9.390773756090542435e-05
6.395066073127844697e-02 -7.367358841633572797e-03 1.618168237055003789e-03 -1.390318526421491230e-04
6.349554705525245479e-02 -9.231250200174664911e-03 2.046678752919112165e-03 -6.105862990410659830e-04
6.277966261184650398e-02 -9.808018252184885766e-03 1.733137775757856436e-03 7.109163829999848305e-04
6.410458534929255880e-02 -8.968225381880884362e-03 3.091919918511390475e-03 -4.581296663251632761e-04
6.349182242561954292e-02 -7.411381013638765336e-03 2.468417270155232046e-03 -3.273128916547463074e-04
6.358023053396322233e-02 -7.490440140931267643e-03 1.223893665957653809e-03 -1.819513051287011129e-03
6.415893411490522502e-02 -8.623975559862218088e-03 -4.946037452953355729e-05 -6.969163945164530416e-04
6.430659060665011584e-02 -7.128212020695717799e-03 1.228595808663218714e-03 -2.185139890273926633e-03
6.373961547996065402e-02 -8.620459758204898626e-03 1.473873040029369252e-03 -2.219979263587690266e-04
6.337403421504603229e-02 -9.306058192302027465e-03 2.592663222220487063e-03 -9.382084569005411101e-04
6.330435943468809556e-02 -8.233278597297666312e-03 2.465411751809726271e-03 -4.945612906613189308e-04
6.224354715214480693e-02 -7.810741663814624314e-03 3.689686748779702485e-03 1.594336458511091958e-04
6.272285811648647957e-02 -9.138511069447213808e-03 1.868664470662029231e-03 -4.624688785214992048e-04
6.410263970313556658e-02 -8.158298220756546315e-03 1.588230223401515540e-03 -9.744355089901790556e-04
6.216450535322123883e-02 -9.933608690971373889e-03 1.411197616914258712e-03 -1.658336955603939566e-03
6.437862886854103794e-02 -8.879376173460226673e-03 2.873444332826685654e-04 -1.516508987336920300e-03
6.311551328369358060e-02 -7.814710799992047319e-03 8.149869737789361412e-04 -5.777207366034486924e-04
6.358225484089596868e-02 -7.694026248176152882e-03 2.093351266462997740e-03 -1.053604721451897874e-03
6.343303465989127976e-02 -9.903568956003500068e-03 1.709822846661435136e-03 6.033092717544069616e-04
6.423980016700608919e-02 -8.111818396156489364e-03 6.953702202865674753e-04 -2.362583498929690662e-03
6.372775851062045804e-02 -9.472980687811063949e-03 2.084055043078805736e-03 4.263859532124686380e-04
6.438488138012743445e-02 -8.287129213924354643e-03 1.795321274150135649e-03 2.610482336945080251e-04
6.345839242708037342e-02 -9.715538451513766605e-03 2.342301776068977937e-03 1.352304411767438208e-03
6.335836300003785948e-02 -8.939046504859576858e-03 2.880494003647385282e-03 -8.110291419106407940e-04
6.256937579392118920e-02 -8.852552280138384355e-03 2.463240302373576052e-03 -6.298746964893131572e-05
6.402082934814823378e-02 -8.682451885998865304e-03 2.610822192517042728e-03 1.395341518901305200e-03
6.309870514881837922e-02 -8.230880978661300751e-03 1.686643048962904734e-03 -1.042291441873038904e-03
6.462882145808895862e-02 -8.385284036173917821e-03 2.460231292133185921e-04 -7.891258714541327102e-04
6.308416570688255010e-02 -8.946693531599339555e-03 9.272854176172184992e-04 -6.318530771277919289e-04
6.356845498475979794e-02 -9.110156004853722789e-03 5.615162526036582280e-04 -2.702384899559567843e-04
6.278133075257247286e-02 -8.096709448553424116e-03 1.366772738052121627e-03 -6.608045057631961594e-04
