15:29:49 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./m-values/N16/S24/M16/T031/P025/NF2/sample_rho, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
15:29:49 [ultranest] [INFO] Sampling 400 live points from prior ...
15:29:50 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
15:29:50 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
15:29:50 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] Plateau detected at L=-9.210340e+06, not replacing live point.
15:29:50 [ultranest] [DEBUG] iteration=14, ncalls=401, regioncalls=40, ndraw=40, logz=-9210343.72, remainder_fraction=100.0000%, Lmin=-9210340.37, Lmax=-70552.31
15:29:50 [ultranest] [DEBUG] iteration=40, ncalls=429, regioncalls=1160, ndraw=40, logz=-84609.23, remainder_fraction=100.0000%, Lmin=-84470.59, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=80, ncalls=474, regioncalls=2960, ndraw=40, logz=-81521.08, remainder_fraction=100.0000%, Lmin=-81512.39, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=101, ncalls=497, regioncalls=3880, ndraw=40, logz=-80531.66, remainder_fraction=100.0000%, Lmin=-80425.66, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=120, ncalls=518, regioncalls=4720, ndraw=40, logz=-79650.40, remainder_fraction=100.0000%, Lmin=-79633.53, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=160, ncalls=560, regioncalls=6400, ndraw=40, logz=-78305.94, remainder_fraction=100.0000%, Lmin=-78268.95, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=199, ncalls=603, regioncalls=8120, ndraw=40, logz=-77098.44, remainder_fraction=100.0000%, Lmin=-77089.68, Lmax=-70549.60
15:29:50 [ultranest] [DEBUG] iteration=200, ncalls=604, regioncalls=8160, ndraw=40, logz=-77096.06, remainder_fraction=100.0000%, Lmin=-77035.39, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=238, ncalls=652, regioncalls=10080, ndraw=40, logz=-76267.71, remainder_fraction=100.0000%, Lmin=-76243.52, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=240, ncalls=655, regioncalls=10200, ndraw=40, logz=-76215.09, remainder_fraction=100.0000%, Lmin=-76200.37, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=275, ncalls=702, regioncalls=12080, ndraw=40, logz=-75575.73, remainder_fraction=100.0000%, Lmin=-75563.81, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=280, ncalls=708, regioncalls=12320, ndraw=40, logz=-75427.65, remainder_fraction=100.0000%, Lmin=-75416.70, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=317, ncalls=761, regioncalls=14440, ndraw=40, logz=-74908.96, remainder_fraction=100.0000%, Lmin=-74875.40, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=320, ncalls=765, regioncalls=14600, ndraw=40, logz=-74858.12, remainder_fraction=100.0000%, Lmin=-74834.11, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=359, ncalls=816, regioncalls=16640, ndraw=40, logz=-74276.74, remainder_fraction=100.0000%, Lmin=-74233.06, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=360, ncalls=817, regioncalls=16680, ndraw=40, logz=-74239.95, remainder_fraction=100.0000%, Lmin=-74230.72, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=362, ncalls=819, regioncalls=16760, ndraw=40, logz=-74235.40, remainder_fraction=100.0000%, Lmin=-74228.11, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=400, ncalls=868, regioncalls=18720, ndraw=40, logz=-73909.07, remainder_fraction=100.0000%, Lmin=-73899.18, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=440, ncalls=919, regioncalls=20760, ndraw=40, logz=-73538.01, remainder_fraction=100.0000%, Lmin=-73528.03, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=449, ncalls=931, regioncalls=21240, ndraw=40, logz=-73477.23, remainder_fraction=100.0000%, Lmin=-73467.67, Lmax=-70549.60
15:29:51 [ultranest] [DEBUG] iteration=480, ncalls=974, regioncalls=22960, ndraw=40, logz=-73270.24, remainder_fraction=100.0000%, Lmin=-73259.08, Lmax=-70549.60
