k1 k2 k3 k4 k5
6.257017718764967817e-02 -9.614249917862888184e-03 2.367991281337689102e-03 3.570056057504433777e-05 8.372038710337814660e-04
6.223685677991902532e-02 -8.348924420714318173e-03 1.776229092313716396e-03 -5.934314027265380487e-04 -5.155654667768488908e-04
6.227976073364574483e-02 -1.031296101263609599e-02 1.611345344515457967e-07 -2.119942180548062272e-03 -2.330568333988453089e-04
6.430756608286278264e-02 -9.114094429072266967e-03 1.018509845267745462e-03 -8.745908891943515728e-04 -1.381445244647186432e-03
6.141698813251156297e-02 -8.295584654559262638e-03 1.635841428059794933e-03 -1.282632898120389386e-03 -1.138427610107878296e-03
6.326318324333132792e-02 -8.583494659195084475e-03 2.109452217828017284e-03 -1.970710013118284754e-03 -8.078933939517918272e-04
6.410423861802269641e-02 -6.438915166376901755e-03 1.895734312907487729e-03 2.947046073102643771e-05 -3.267590933946490361e-04
6.427119892262156409e-02 -8.174650888009366012e-03 2.122026694245077172e-03 -3.830073866969430085e-04 -1.968129185423481142e-03
6.318443439594711997e-02 -7.480117949110062781e-03 1.180965348851745200e-03 -5.204363225544683669e-04 -8.539086482598490235e-04
6.367649238540776246e-02 -9.391675147758432596e-03 2.880074229188636648e-03 -1.443388289419145210e-03 3.075893111274818903e-04
6.368699309503048078e-02 -8.491908122214439358e-03 7.772011419556329459e-04 -8.761957532052999653e-04 8.253948269119487646e-04
6.417956588561832265e-02 -9.176113494591603414e-03 2.564750184801040112e-03 -2.158173985454106547e-03 -8.299688173095398636e-04
6.238333455422956364e-02 -8.491359985257657117e-03 2.841536799435148697e-03 -1.428823482222868479e-03 -6.719736173201595886e-04
6.407727122183906610e-02 -7.815760423451514893e-03 5.896305164394266551e-04 -5.235894235775667704e-04 2.786921130243646960e-04
6.331515491008651852e-02 -7.935090438719830108e-03 1.743679358422192682e-03 -3.170783778572439093e-04 -5.932990923286640683e-04
6.410839179856869796e-02 -7.399538245491943389e-03 8.114048978464794004e-04 -1.999656242552272367e-04 -1.330664053929800361e-03
6.496664432578810877e-02 -1.027317436101012060e-02 3.772745529435558853e-03 -1.413392200931548603e-03 -9.757898584401847319e-04
6.297094474020351051e-02 -9.101519062191407161e-03 1.363112334598737263e-03 -1.710377477904451160e-03 -1.420310340912472880e-03
6.398572093661844540e-02 -7.652862703801541211e-03 4.490526075813489060e-03 -1.111618992395119188e-03 6.626900309546768231e-04
6.363958000420419370e-02 -7.660634230379728682e-03 1.839527576444205392e-03 -2.190537229032646360e-03 -1.156121055613759663e-03
6.193264432300610300e-02 -1.027466877192464989e-02 1.385890974910666817e-03 -2.433336125232804514e-03 -1.115012905436987833e-03
6.455551379573948312e-02 -8.425103359169239248e-03 2.520025501650091648e-03 -1.545037600912027576e-03 -8.813554078478530451e-04
6.288331650460068922e-02 -8.367222792398681941e-03 1.708734061060465659e-03 -2.050817899023268942e-03 8.372493158423366388e-05
6.319489434505010106e-02 -8.887640316276368413e-03 2.087670634231583722e-03 -1.200561827601170917e-03 5.547049971531270440e-04
6.453078468731510142e-02 -8.557876210154621854e-03 3.492840533657531887e-03 -9.756436972345461367e-05 -6.582796127442142042e-04
6.441984674598044691e-02 -8.379616067641496024e-03 1.372507209793288885e-03 -9.828817977050458010e-04 8.070407129814743952e-04
6.262004638258866773e-02 -6.943871020092334811e-03 1.836092727134780445e-04 -4.257517209214356502e-04 9.447300033318950518e-05
6.458464505574354475e-02 -8.411933736075766221e-03 8.686557042831000164e-04 -1.056408044776996347e-03 -8.779897263611058378e-05
6.328975272126166618e-02 -7.915222919742642693e-03 2.370042790193815918e-03 -7.886255006308989790e-04 1.775308124994351422e-03
6.196774879277205939e-02 -1.004401121630642268e-02 2.233452682519537769e-03 -4.985451174957800102e-04 -6.148753749431190574e-04
6.371298907321518157e-02 -7.973070323902459178e-03 5.174420589756784095e-04 -2.646877027676353134e-04 -1.024073026171662404e-04
6.221980657834411121e-02 -8.662890852670690478e-03 3.223877563435229021e-04 -2.167728163101567684e-03 -5.570463126358393691e-04
6.410423861802269641e-02 -6.438915166376901755e-03 1.895734312907487729e-03 2.947046073102643771e-05 -3.267590933946490361e-04
6.214110582283022266e-02 -1.058865225633529028e-02 1.586506539799151239e-03 -1.151928516232331168e-03 -1.885088265452250500e-04
6.434041896844139297e-02 -8.568516005579646100e-03 1.306253994900447024e-03 -2.155851140132516996e-03 -3.623699688447001854e-04
6.433166915260421503e-02 -9.002624273498474605e-03 5.012499815884446930e-04 -1.641992823068483265e-03 -1.260438422958490290e-03
6.464242365453271022e-02 -6.998868973322247555e-03 8.966340459507227134e-04 -1.399267323115530037e-03 -8.234508505895327124e-04
6.339054210784908494e-02 -7.296841325350661434e-03 7.925113364613822764e-04 -2.692590678900569356e-03 8.605881820429039930e-04
6.355746445395835109e-02 -8.961056661008506841e-03 2.349730365702337731e-03 -7.545039298059441624e-04 8.632276420551948659e-04
6.240958998524204215e-02 -8.003289805721458539e-03 2.610950814636303630e-04 -1.120680726847414488e-03 1.933447932887799592e-04
6.476508016204560181e-02 -7.966184830739325706e-03 1.443624792750092256e-03 -1.798810020999727644e-03 -5.952098922703541461e-04
