logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102710739309341e+07 nan -2.503130218118530294e-03 3.990000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102641424591467e+07 nan -5.012541823544281946e-03 3.980000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102600878080726e+07 nan -7.528266420791573932e-03 3.970000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102572109873593e+07 3.979701457394005382e-01 -1.005033585350144018e-02 3.960000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102549795518443e+07 4.066013832975057807e-01 -1.257878220686011773e-02 3.950000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102531563362852e+07 2.797739803123094338e-01 -1.511363781004817011e-02 3.940000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102516148294881e+07 2.923677147819205291e-01 -1.765493523872075157e-02 3.930000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102502795155719e+07 3.146014009327958161e-01 -2.020270731751944854e-02 3.920000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102491016852111e+07 3.529040331729980662e-01 -2.275698712261621515e-02 3.910000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102480480800569e+07 3.630967324917552808e-01 -2.531780798428987650e-02 3.900000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102470949782431e+07 2.841552942206838628e-01 -2.788520348953569400e-02 3.890000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102462248644605e+07 2.368311736324089922e-01 -3.045920748470854617e-02 3.880000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102454244373739e+07 1.917313907835951070e-01 -3.303985407820018289e-02 3.870000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102446833576635e+07 2.080143161194500656e-01 -3.562717764315112556e-02 3.860000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102439934289455e+07 1.854933210555649858e-01 -3.822121282019776134e-02 3.850000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102433480437472e+07 1.609131119105345342e-01 -4.082199452025513098e-02 3.840000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102427417975292e+07 1.706255769909784115e-01 -4.342955792733600023e-02 3.830000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102421702133864e+07 1.403480030430891423e-01 -4.604393850140681144e-02 3.820000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102416295411810e+07 1.505990238749068122e-01 -4.866517198128102878e-02 3.810000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102411166082323e+07 1.620730538122056308e-01 -5.129329438755053650e-02 3.800000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102406287065893e+07 1.562842493137387989e-01 -5.392834202555564505e-02 3.790000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102401635064185e+07 1.688445323308527535e-01 -5.657035148839430205e-02 3.780000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102397189887986e+07 1.735002777512500149e-01 -5.921935965997122964e-02 3.770000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102392933926359e+07 1.573922652603875483e-01 -6.187540371808748080e-02 3.760000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102388851726800e+07 1.458057260924453258e-01 -6.453852113757117814e-02 3.750000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102384929655492e+07 1.511493306890788202e-01 -6.720874969345005945e-02 3.740000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102381155622751e+07 1.584904678688277002e-01 -6.988612746416644761e-02 3.730000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102377518858388e+07 1.502430840789860389e-01 -7.257069283483542910e-02 3.720000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102374009726569e+07 1.583469512980990868e-01 -7.526248450054684458e-02 3.710000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102370619571209e+07 1.560151654308471747e-01 -7.796154146971186194e-02 3.700000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102367340588942e+07 1.516872995801833990e-01 -8.066790306745480477e-02 3.690000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102364165719226e+07 1.553607457647844803e-01 -8.338160893905106896e-02 3.680000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102361088553444e+07 1.555061735564373659e-01 -8.610269905341172425e-02 3.670000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102358103257045e+07 1.464625286582839914e-01 -8.883121370661574423e-02 3.660000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102355204503238e+07 1.384361436129850909e-01 -9.156719352549048951e-02 3.650000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102352387415618e+07 1.303868516988902770e-01 -9.431067947124133211e-02 3.640000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102349647518247e+07 1.272216554098865582e-01 -9.706171284313121206e-02 3.630000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102346980693564e+07 1.321433802054089168e-01 -9.982033528221093133e-02 3.620000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102344383144751e+07 1.208550850346678252e-01 -1.025865887751010730e-01 3.610000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102341851364076e+07 1.234484674720185415e-01 -1.053605156578263091e-01 3.600000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102339382102713e+07 1.103351128277806625e-01 -1.081421586197031243e-01 3.590000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102336972347647e+07 1.129471302121343584e-01 -1.109315607072816900e-01 3.580000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102334619297832e+07 1.018878985456373870e-01 -1.137287653283429179e-01 3.570000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102332320345938e+07 9.807314418160684166e-02 -1.165338162559515361e-01 3.560000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102330073060468e+07 1.014178265701831394e-01 -1.193467576325661916e-01 3.550000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102327875169739e+07 1.047037989354510923e-01 -1.221676339742075318e-01 3.540000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102325724549219e+07 1.061159204629270603e-01 -1.249964901746852125e-01 3.530000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102323619208112e+07 1.036446154611149612e-01 -1.278333715098848855e-01 3.520000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102321557279304e+07 9.872915248713307057e-02 -1.306783236421161787e-01 3.510000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102319537008554e+07 9.727806727633456219e-02 -1.335313926245226268e-01 3.500000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102317556745932e+07 9.996491573064235359e-02 -1.363926249055548157e-01 3.490000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102315614937246e+07 1.013947675753903571e-01 -1.392620673335076553e-01 3.480000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102313710117713e+07 9.665027301927549275e-02 -1.421397671611228097e-01 3.470000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102311840904504e+07 9.882232533289735110e-02 -1.450257720502577397e-01 3.460000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102310005990788e+07 1.018277734325106765e-01 -1.479201300766222471e-01 3.450000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102308204140142e+07 1.009066594366386377e-01 -1.508228897345836594e-01 3.440000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102306434182450e+07 9.918688755376134369e-02 -1.537340999420420962e-01 3.430000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102304695008323e+07 9.606206112208008630e-02 -1.566538100453768456e-01 3.420000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102302985564992e+07 9.186237657191470563e-02 -1.595820698244652114e-01 3.410000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102301304853335e+07 9.814276749472324035e-02 -1.625189294977749388e-01 3.400000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102299651923031e+07 9.911025152935547256e-02 -1.654644397275317480e-01 3.390000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102298025871068e+07 1.018614186308453157e-01 -1.684186516249632226e-01 3.380000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102296425836906e+07 1.019502643409113674e-01 -1.713816167556202752e-01 3.370000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102294851001352e+07 9.853758737277802660e-02 -1.743533871447777717e-01 3.360000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102293300582841e+07 9.218301682048211931e-02 -1.773340152829155636e-01 3.350000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102291773835570e+07 8.523679440602764668e-02 -1.803235541312815937e-01 3.340000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102290270048007e+07 8.800685861973017721e-02 -1.833220571275381849e-01 3.330000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102288788539544e+07 8.398451258131922614e-02 -1.863295781914934834e-01 3.320000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102287328659743e+07 7.747823992638515345e-02 -1.893461717309191383e-01 3.310000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102285889786109e+07 7.764035967928174797e-02 -1.923718926474561330e-01 3.300000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102284471322596e+07 7.958314527057777643e-02 -1.954067963426101562e-01 3.290000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102283072698489e+07 7.454767104720300130e-02 -1.984509387238383160e-01 3.280000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102281693366170e+07 7.386362134493341947e-02 -2.015043762107286696e-01 3.270000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102280332801118e+07 7.365797232550802542e-02 -2.045671657412744260e-01 3.260000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102278990498930e+07 7.219786514266597621e-02 -2.076393647782445728e-01 3.250000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102277665976062e+07 7.347089787620152135e-02 -2.107210313156526738e-01 3.240000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102276358767971e+07 6.976948211907334219e-02 -2.138122238853255308e-01 3.230000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102275068427622e+07 6.617880647118912218e-02 -2.169130015635737652e-01 3.220000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102273794525117e+07 7.048187875365687083e-02 -2.200234239779662038e-01 3.210000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102272536646947e+07 6.556052477888535401e-02 -2.231435513142098481e-01 3.200000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102271294394881e+07 6.626121712477979486e-02 -2.262734443231375070e-01 3.190000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102270067385584e+07 6.487915318732061232e-02 -2.294131643278052302e-01 3.180000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102268855249509e+07 6.245669702916869376e-02 -2.325627732307014583e-01 3.170000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102267657630518e+07 6.123647012848133092e-02 -2.357223335210699711e-01 3.160000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102266474184766e+07 6.439946826528807067e-02 -2.388919082823490192e-01 3.150000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102265304580703e+07 6.055283649486225411e-02 -2.420715611997287242e-01 3.140000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102264148498327e+07 6.085510658847239490e-02 -2.452613565678288809e-01 3.130000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102263005628809e+07 6.069162104136160973e-02 -2.484613592984997454e-01 3.120000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102261875673383e+07 5.938091333838593777e-02 -2.516716349287479448e-01 3.110000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102260758343339e+07 5.643688904394111860e-02 -2.548922496287901462e-01 3.100000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102259653359652e+07 5.838906360254158406e-02 -2.581232702102366217e-01 3.090000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102258560452610e+07 5.417242682104845414e-02 -2.613647641344076233e-01 3.080000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102257479361072e+07 5.431761231170761234e-02 -2.646167995207849288e-01 3.070000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102256409832090e+07 5.345627952661886201e-02 -2.678794451556013034e-01 3.060000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102255351621285e+07 5.017397717882228492e-02 -2.711527705005704614e-01 3.050000000000000000e+02 -2.763102111592854559e+07 -2.763102710739309341e+07 nan
-2.763102254304491356e+07 5.402111001091448872e-02 -2.744368457017604124e-01 3.040000000000000000e+02 -2.763102111592854559e+07 -2.763102710903737694e+07 1.381578947368421184e-01
-2.763102710903737694e+07 2.174900399827534248e+00 -2.777263193859709212e-01 3.040000000000000000e+02 -2.980856848433425184e+05 -2.980916812416493194e+05 8.092105263157894912e-01
-2.980916812416493194e+05 1.366646707682810910e+07 -2.810157930701814299e-01 3.040000000000000000e+02 -2.941944269179643597e+05 -2.942004266057448112e+05 1.342105263157894690e+00
-2.942004266057448112e+05 1.018754260826982744e+07 -2.843052667543919387e-01 3.040000000000000000e+02 -2.925911302155669546e+05 -2.925971331928211148e+05 1.664473684210526327e+00
-2.925971331928211148e+05 1.018790098811486922e+07 -2.875947404386024475e-01 3.040000000000000000e+02 -2.903420695395884686e+05 -2.903480758063162793e+05 1.052631578947368363e+00
-2.903480758063162793e+05 7.556159092533172108e+06 -2.908842141228129563e-01 3.040000000000000000e+02 -2.864073576418129960e+05 -2.864133671980145155e+05 1.546052631578947345e+00
-2.864133671980145155e+05 3.849928761112060329e+03 -2.941736878070234651e-01 3.040000000000000000e+02 -2.858185469919945463e+05 -2.858245598376697162e+05 1.118421052631578955e-01
