weight logl k1 k2 k3 k4 k5
0.000000000000000000e+00 -1.824752634495921433e+07 9.063595828506363361e-01 1.797408501714954365e-01 2.540193534934981345e-01 4.910780716464734352e-01 1.261679450661232771e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.411260524049131160e-01 9.309545972525079538e-02 8.476232721965586414e-01 3.112430274634029326e-01 8.986626812728877312e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.307233798219920473e-01 2.241611999731156768e-01 2.556588446837944062e-01 9.536972665300741392e-01 8.631121264592098719e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.367019836048658954e-01 5.508019504148982115e-01 1.370904579707713511e-01 3.962379690074969707e-01 8.248138566938382210e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.714603446842821288e-01 5.967899049457974225e-01 2.074961364386039842e-01 8.836245079281850323e-01 3.233355406872302495e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.597382378212158782e-01 8.004511575052047911e-01 8.061747525297623396e-01 2.869521608916876243e-01 1.974644072766725822e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.555689332175527628e-01 4.612224542379694814e-01 6.708684883495523721e-01 2.947502567360267278e-01 9.793846047631770135e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.765909350075157258e-01 2.266122345475926059e-01 8.519471522813197861e-01 2.557204529389308645e-01 7.540467965557238195e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.363763757463137161e-01 7.398650405421468568e-01 9.889470020549799845e-01 1.438289082704126143e-01 2.926599452371206889e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.591082435960824881e-02 5.868606067966070094e-01 6.790031960073927841e-02 7.266053446726455922e-01 1.768397584821801427e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.816372123622678192e-01 6.313238510680263538e-02 4.238341694741820653e-02 2.266005431514243051e-01 1.884221452193454160e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.024708468916701198e-01 2.397975238169162138e-01 8.588096000644762640e-02 5.828954147382785500e-01 9.903167937940159371e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.191245044782884843e-01 8.493113224403648909e-01 3.241046837267039793e-01 9.693933995292680628e-01 1.949354851679476752e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.041263496143394862e-01 9.746186437361188393e-01 5.216477435309851973e-02 3.484592538662952821e-01 1.723349920006778113e-03
0.000000000000000000e+00 -1.824752634495921433e+07 7.629844739201352422e-01 7.193626902142291613e-01 9.673899453121480585e-01 3.475039147155029040e-01 8.602125644304403629e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.338824904169073182e-01 7.132394767770917632e-01 3.973851557198204709e-02 7.655128231149340712e-01 2.625536663589974617e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.182714312570534165e-01 9.777183560688955666e-01 1.981533711459260161e-03 1.177468520625503112e-01 4.788982664605648809e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.181954119281432458e-01 5.061385835567858704e-01 9.732720707582600550e-01 5.895889485579886014e-02 9.727403940445688013e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.101510093570227555e-01 1.075682659622615445e-01 9.648984524328310108e-01 5.298103796491259176e-01 3.060950187372414311e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.802769184784913215e-01 1.919985414671410151e-01 7.758600849501348096e-01 8.196447980352201679e-01 2.460488362580826038e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.903497438760701099e-01 2.793220617447833565e-01 8.124476130682107833e-01 5.594741631587718533e-01 7.354518505863218980e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.477191553465506679e-01 6.184562755128139022e-01 9.533057868287135861e-01 8.479789529743309018e-01 3.906270379681514582e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.863405203968617307e-02 1.373619644655195149e-01 2.131287375562700426e-01 4.667295823933865773e-01 1.855318580928820849e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.302327843977113098e-01 1.981955533129082792e-01 7.778394737981804141e-01 4.791452152141388865e-01 7.203095728610414694e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.866446541780413915e-01 1.101506980945565761e-01 1.567775074577948402e-03 1.685512973877618670e-01 9.820269921557278625e-02
0.000000000000000000e+00 -1.824752634495921433e+07 4.254649419608863559e-01 1.516102694748145963e-01 3.854487653219623722e-01 4.626791019961224993e-01 2.274383754605960872e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.940037612363720854e-03 9.444712210839218969e-01 4.118254449731114653e-01 4.506673450503190237e-01 1.174971353022901122e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.432989090716564329e-01 1.492211252655650799e-01 8.573183352916814437e-01 5.714638238684918159e-01 8.436082840731122801e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.860701519675678872e-01 9.884106859398963385e-01 9.708848240145617758e-03 5.385722223834489286e-01 2.365618810041568709e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.263281618757450930e-01 8.600277491135588370e-01 1.745935302377255027e-01 8.974434490337371839e-01 3.405606450786845540e-01
0.000000000000000000e+00 -1.824752634495921433e+07 7.350479503073972243e-01 9.627219108268479930e-01 7.256066684465947159e-01 2.886975903789100739e-01 9.916632825931094297e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.707056846600249811e-01 2.377965612791158589e-01 8.219700581741549161e-01 9.424351931970279539e-01 8.180793239960026941e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.049822846429495637e-01 3.802747148747078754e-01 8.630014835453782007e-01 1.302654412829489239e-01 4.462181596150457397e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.250787720962323490e-02 9.001857082868242044e-01 1.937082765537042617e-01 4.350385366302523815e-01 9.506036423185654227e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.349572409156809982e-02 7.357008350726710333e-01 8.150438827960263533e-01 8.157671492274068958e-01 2.304033074273430515e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.061588106845287927e-01 1.447380575249296308e-01 6.297277152425162505e-01 2.580553224333692608e-01 2.271533703577295338e-01
0.000000000000000000e+00 -1.824752634495921433e+07 7.142385293856295947e-01 5.496610352532171895e-01 1.641877153272766066e-01 8.714523458471955530e-01 3.326790419542241528e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.156452829022283080e-01 1.561507493640735822e-01 3.990888046880591844e-02 6.227327932650450482e-01 9.351375260019921809e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.330170308826390535e-01 4.633913620669349864e-02 5.956649446994549679e-01 9.377340927065820342e-01 4.875413304704273587e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.166319927442771354e-01 7.438609776164950560e-03 5.953913302879971781e-01 9.031582207424168063e-01 7.995971064564542097e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.994728851441036177e-03 7.564718485863303199e-01 8.121318270129731509e-01 7.783144150727512312e-01 3.611537373934897710e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.089454323739075248e-01 8.558363555008248191e-01 9.123016005342658996e-01 4.399778425106369850e-01 2.451516356763933091e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.787154595374696786e-02 1.477269646353355226e-01 6.489157007044003000e-01 1.952522139844453664e-01 9.565992668767896445e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.845162679376892712e-01 1.816791553686628591e-01 2.218833892309380884e-01 2.273295650195216178e-01 2.973549229423655405e-02
0.000000000000000000e+00 -1.824752634495921433e+07 7.599448346778829855e-01 2.059712199724964554e-01 3.696715818760217820e-01 8.021865082992715168e-01 1.161991495904800553e-01
0.000000000000000000e+00 -1.824752634495921433e+07 5.189236225282736203e-01 9.516703187845760858e-01 8.148618950679694661e-01 3.971540795436092619e-01 3.058990271724800758e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.534716464978487682e-01 1.332280666501806099e-02 5.785355171215946779e-01 1.475830340159589582e-02 5.640607778113653215e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.004847105413478658e-01 7.339219659333641177e-01 2.650342193166902449e-01 7.727176736906204990e-02 2.491890434944207255e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.385749741315462913e-01 6.737091658041740594e-01 3.139902097030489170e-02 3.320676200769888675e-01 4.309405542796138633e-01
0.000000000000000000e+00 -1.824752634495921433e+07 7.953472124805639476e-01 1.115940804386560403e-01 9.995861808167878504e-01 4.475306989974353611e-01 7.864098334996366679e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.250082710054214008e-01 2.978681196890488048e-01 1.134634716841518287e-01 8.915962579317794345e-01 1.551384922115099929e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.896583915585904334e-01 3.288222322976508405e-01 1.840629697428640688e-01 1.555331154079473421e-01 8.141086688719378905e-02
0.000000000000000000e+00 -1.824752634495921433e+07 8.715255547523667046e-01 9.988326572269459191e-01 1.515359089922834190e-01 3.182109582932772796e-01 4.575998976512247740e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.603156681941481754e-02 2.335327570488315851e-01 4.793886979902464152e-01 7.440566247266261479e-01 7.776417346522387364e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.378581023691838769e-01 1.454854676561705418e-01 9.468900771331096866e-01 8.698694866832076267e-01 6.281067050042388189e-03
0.000000000000000000e+00 -1.824752634495921433e+07 1.642013935871711183e-02 8.599716925827727287e-02 8.290931268340261395e-01 5.181740883536314346e-01 1.218886712238155257e-01
0.000000000000000000e+00 -1.824752634495921433e+07 8.284980666138503924e-01 6.259418304956679835e-01 1.627639634178565942e-01 8.950821858957741517e-01 8.953910642168356748e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.813005930435452218e-01 2.406783438400172948e-03 2.790419232319628629e-01 1.542657195133301240e-01 2.684362230658898785e-02
0.000000000000000000e+00 -1.824752634495921433e+07 5.102801388609026212e-01 4.546954752273322242e-01 7.419331543043429233e-01 1.083884488992847839e-01 9.476097489771739824e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.376277531656369124e-01 7.199345402419521367e-02 2.713091158942456671e-01 4.282962714699356521e-01 5.557371803456254700e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.058045787256358672e-01 3.156070719557393378e-01 9.141915589318234669e-01 6.771097895055766536e-02 8.101004261301547604e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.985437617046590830e-01 4.341889565913985560e-01 9.241140264608977972e-01 4.569226734795288625e-01 3.927995562183733691e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.402875852448878913e-01 3.152982646936018929e-01 5.663302472508454644e-01 9.968847137138341363e-01 6.579463748077779561e-01
0.000000000000000000e+00 -1.824752634495921433e+07 6.455669233769600890e-02 6.872406301864992795e-01 8.132182155805577350e-01 6.740044124224463529e-01 2.322418536647491427e-01
0.000000000000000000e+00 -1.824752634495921433e+07 4.803031794734113902e-02 7.439144896048333067e-02 7.580918574385261399e-01 7.439223327716344425e-01 1.169195995196714577e-02
0.000000000000000000e+00 -1.824752634495921433e+07 7.682817835814148566e-01 2.790249345540455339e-01 6.258941391743706451e-01 1.189874039184987131e-01 6.698777450134478784e-01
0.000000000000000000e+00 -1.824752634495921433e+07 3.259736062666385159e-03 1.496129683462997795e-01 2.090656768837062529e-02 9.507539960391806488e-01 8.729464275755911551e-01
0.000000000000000000e+00 -1.824752634495921433e+07 2.669505878920865882e-01 8.769288419554415182e-01 4.339509858548140642e-03 4.707266671793567392e-01 9.422337984700075442e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.191841753811094140e-01 7.163141558884593696e-01 2.871032158047372995e-01 3.867485679909415941e-01 9.273647737781224309e-01
0.000000000000000000e+00 -1.824752634495921433e+07 1.880347250297993433e-01 9.430626913504734921e-01 4.836456066361269901e-01 3.450823787330499215e-01 9.789460866077385193e-01
0.000000000000000000e+00 -1.824752634495921433e+07 9.259819184036505169e-01 1.756092332160016367e-01 3.926344036015149142e-01 9.763029840111957514e-01 1.361121716335021992e-01
