"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
6.322501802204578969e-02,-7.610165470803550124e-03,1.421748823369172561e-03,4.970635097264398299e-04,5.222459495052400157e-04,5.022012057769833148e-04,6.322731967182518287e-02,-7.624769612503773386e-03,1.424815660162802311e-03,6.272221889551396479e-02,-8.090643268868324967e-03,9.016680195582382762e-04,6.372010671981298557e-02,-7.080235532151327171e-03,1.907660408554653908e-03
