k1 k2 k3 k4 k5
7.825180034037407251e-02 -1.165785034241088869e-02 2.982752314345971101e-03 -1.100538610157908437e-03 8.012237242459585573e-04
7.937066562713554485e-02 -1.173833537258067716e-02 2.802153608760946102e-03 -1.339633436565262903e-03 3.642595072233661968e-04
7.879076026505291153e-02 -1.188357749010866826e-02 2.970285183376136784e-03 -8.822335555761368076e-04 3.922495748609200472e-04
7.914579353367032222e-02 -1.278423180591778396e-02 2.832146521760031677e-03 -1.378438311107496594e-03 6.909592122364555111e-04
7.822628318844046524e-02 -1.194687399786369120e-02 3.414615335987275513e-03 -1.616151183712860595e-03 -2.915195227120304100e-04
7.884227042091199178e-02 -1.102720841594422019e-02 3.598683180145709204e-03 3.705958314585700020e-05 1.007919654697903011e-04
7.983999000803781998e-02 -1.160373923783954153e-02 2.139588390817584451e-03 -1.037500138691402340e-03 1.032620440260714756e-03
7.857390354865378956e-02 -1.247779174728826102e-02 2.232535101656912824e-03 -1.179064038900237699e-03 -3.994988297150725565e-04
7.841944517837587392e-02 -1.220690681435185332e-02 2.588870677138380150e-03 -1.026041722388223998e-03 7.592935539536826983e-04
7.831174781191724277e-02 -1.114379228864637028e-02 3.301156285179240868e-03 -1.227636266719844826e-03 6.185077641024383510e-06
7.836955805910092443e-02 -1.227120027356264076e-02 2.006316818997988527e-03 -8.582080049935048027e-04 4.285579475778733549e-04
7.770714147714058440e-02 -1.231390518813403612e-02 3.128784334455181337e-03 -6.425903903071322754e-04 8.553882624988684569e-04
7.868370206023136970e-02 -1.200031830291461987e-02 2.955652666820962615e-03 -5.238637711260790697e-04 3.774555405210017200e-04
7.859423534150736246e-02 -1.182649127645110654e-02 3.941856543478852726e-03 -7.419555834368429803e-04 -7.325677618296028148e-04
7.795491897691991801e-02 -1.230101348762199787e-02 2.788865486174657571e-03 -3.802771003183214038e-04 2.726828463512076528e-04
7.889345638618291967e-02 -1.201938375111420709e-02 3.145987963685231703e-03 -1.282573765254244047e-03 2.923440492738349494e-04
7.899913120405183120e-02 -1.178422247031385428e-02 2.390801368610431799e-03 -1.130703570032517979e-03 2.109307699235118960e-04
7.815159587326164781e-02 -1.127551573996672662e-02 3.017200303853814769e-03 -1.048502420022648374e-03 1.321323162879764479e-03
7.910482530865806106e-02 -1.205946447799957633e-02 3.082449058891698068e-03 -2.623149609136399274e-04 -3.324881996429746023e-04
7.850909381752776972e-02 -1.159576906595581602e-02 2.631232228891902669e-03 -7.864781293628747560e-04 4.434433113102570490e-04
7.797355209653980546e-02 -1.184206251861731618e-02 2.705037062015927529e-03 -1.176713125567996343e-03 2.099214264924265105e-04
7.869226516284039130e-02 -1.132624582531045754e-02 3.023362700962817229e-03 -7.211978762631521267e-04 4.940380707930680515e-04
7.902024509943247899e-02 -1.130796320571345048e-02 3.494021830872412471e-03 -1.147407108976511436e-03 5.141345846687989107e-04
7.910586400886759906e-02 -1.143877356158437553e-02 2.956227054508403507e-03 -2.842487422900358274e-04 1.041803550461864458e-03
7.813481530168761569e-02 -1.132015699660776642e-02 3.128737225810446221e-03 -7.090552799489113767e-04 6.755992248823616819e-04
7.831238834736536925e-02 -1.161180044176438053e-02 3.381696817745916128e-03 -1.194622542577350455e-03 -2.437477621494571478e-04
7.873341846697526347e-02 -1.143561432829749702e-02 3.022357828370042521e-03 -1.909376571129911548e-04 4.432524847706453830e-04
7.845104845902403645e-02 -1.258331443012898621e-02 2.770777132814039589e-03 -9.268271672007999396e-04 4.919179978929155705e-04
7.848051323673610469e-02 -1.114778295306545486e-02 3.132279954674438427e-03 -6.339972290761858309e-04 8.323366939006204834e-04
7.804153544406444709e-02 -1.096718078604561053e-02 3.574718747674746067e-03 -2.507040285115169631e-04 1.553907757847319826e-03
7.867332417785657950e-02 -1.197671466309871424e-02 2.559914180654293547e-03 -1.102089258742819378e-03 6.102374868561105670e-04
7.867380543965932227e-02 -1.219907846797088635e-02 2.816817995436579625e-03 -1.489785258001613544e-03 -1.811416026993861728e-04
7.829686580310127320e-02 -1.209292870094398620e-02 3.185363034761176659e-03 -3.691356276039475803e-04 1.326946145108198749e-04
7.823005514722466969e-02 -1.176870700942436732e-02 2.374004046158326164e-03 -1.741766035828942738e-03 3.778573685103286950e-04
7.765519668737896897e-02 -1.183774261308183362e-02 3.655979333423514666e-03 -5.014532967182461221e-04 1.211675490782007647e-03
7.883954866437606346e-02 -1.198610656720967838e-02 3.331648810641962832e-03 -1.557338824120096943e-03 -2.245687224272374660e-04
7.922921743670069405e-02 -1.210687674639468470e-02 2.395370645460387360e-03 -4.303206749467491932e-04 8.834024938289275486e-04
7.866797930110711046e-02 -1.183508710474884262e-02 2.092404708608136543e-03 -3.777542303931430423e-04 1.634478306470982245e-03
7.881525566354588563e-02 -1.183573466585569056e-02 3.497454844375649796e-03 -3.361052884182230693e-04 1.648417119831657729e-06
7.828905518150983123e-02 -1.330256373185954855e-02 2.281133177872554652e-03 -4.590066457536984279e-04 -4.824154441370326341e-04
7.825339983339149597e-02 -1.255755722085613590e-02 3.074091809360163241e-03 -1.539455553799876086e-03 2.267299895093860540e-04
7.863367530915132964e-02 -1.178210949371839844e-02 3.226784289322104371e-03 -8.948470744593317594e-04 2.718474635473588918e-04
