k1 k2
8.071267145513591479e-02 -1.497068329306680545e-02
7.810513645742556132e-02 -1.590273770797470676e-02
7.915368874058889559e-02 -1.641433917980464341e-02
8.153650292576458680e-02 -1.464889742974492814e-02
7.897898457571261854e-02 -1.657463023994718010e-02
7.906328418774849487e-02 -1.516490547038923387e-02
8.026702264090884720e-02 -1.592325623668353063e-02
8.130870980173682261e-02 -1.538353104195619436e-02
7.889673643725045316e-02 -1.553583006854505899e-02
7.963258658744290508e-02 -1.559628792332783120e-02
7.909983991706254214e-02 -1.424158890924716314e-02
7.962088051198115690e-02 -1.521143882973623185e-02
7.855397205196409938e-02 -1.565030440183726168e-02
8.061740236642558899e-02 -1.457800865401956414e-02
8.046534729894735949e-02 -1.489860104147686104e-02
8.078798967437036960e-02 -1.490478413998870544e-02
8.004931438753046247e-02 -1.421908158735932237e-02
8.022880480896860123e-02 -1.431174815084297613e-02
8.020605547004083791e-02 -1.610254299038424430e-02
7.862133404557419825e-02 -1.686637061338434884e-02
7.873297205782131547e-02 -1.676230763995165129e-02
7.940359035407268395e-02 -1.531483114320819627e-02
8.011798420608459703e-02 -1.579505653410084864e-02
7.896045143890242923e-02 -1.698125885844406491e-02
8.098676140018776226e-02 -1.531986227143773693e-02
8.062820574282836272e-02 -1.618544259647178296e-02
7.978451410641437813e-02 -1.559876644962797376e-02
8.056745853762461995e-02 -1.411049209772330393e-02
8.053483802957372983e-02 -1.602830575989007411e-02
7.808559289274039084e-02 -1.605256959388286220e-02
7.898560607887186724e-02 -1.454988173800976503e-02
7.942644605776846833e-02 -1.466589352216650377e-02
7.877358434246864438e-02 -1.661730716815883191e-02
7.998052738512118065e-02 -1.475760439742899999e-02
7.915449746397326680e-02 -1.591209550363445469e-02
8.022659942035778591e-02 -1.398017871338541607e-02
8.051292955039507371e-02 -1.546194414566073871e-02
8.011798420608459703e-02 -1.579505653410084864e-02
7.856058176747995891e-02 -1.668847271711990099e-02
8.062057496253802191e-02 -1.550316115445785070e-02
7.949674808159562511e-02 -1.672592751624728258e-02
7.995746371662859620e-02 -1.533783137417019105e-02
7.935785359297484187e-02 -1.551179131333896288e-02
7.977460833756272462e-02 -1.536277797813193069e-02
7.925709965089286491e-02 -1.593269198338018167e-02
