k1 k2 k3 k4
6.439120579234869357e-02 -1.035094475919005885e-02 2.773907233111744253e-03 -7.688098478412508374e-04
6.550218990764744564e-02 -1.094805900162564016e-02 3.310675606739615917e-03 8.953176873489898657e-05
6.526910460901855227e-02 -1.004427127423837551e-02 2.073382228198056287e-03 -5.158423404541950807e-04
6.483855838446764275e-02 -1.140701563310339561e-02 7.810496264712557535e-04 -9.004117342381184885e-04
6.227780709953614768e-02 -1.238218082616096560e-02 1.586371298573793776e-03 -1.177690998642830222e-03
6.419593818651270212e-02 -1.018200880147612786e-02 1.476615072314960142e-03 -1.438727531648864577e-03
6.438510647642989304e-02 -1.201916259804211573e-02 1.943735286476927504e-03 -1.925041920584388833e-03
6.421966573538512302e-02 -1.222148570288636438e-02 2.471294659699169172e-03 -5.780651299837069601e-04
6.343917141694274675e-02 -1.132794027540001691e-02 2.798996799367542421e-03 -1.666001296993763203e-03
6.337870142683491026e-02 -1.315721709234353443e-02 3.524093646098735988e-03 -1.754368080129561913e-03
6.391982546184390990e-02 -1.008905850965881312e-02 2.644894152082716277e-03 -6.807793389324301447e-04
6.429967391214658212e-02 -1.047208794150898681e-02 5.193731217781549780e-03 -4.288631623530769765e-05
6.517025871244649937e-02 -1.144211089906907453e-02 3.068364559096092847e-03 -2.873747125463843588e-03
6.261455809849159060e-02 -1.093744746472920248e-02 2.988757035376238269e-03 -9.253834031506397162e-04
6.392299306013599081e-02 -1.115314058176607170e-02 2.990483922031786368e-03 -1.683707035862819223e-03
6.402550330586140315e-02 -1.118340070844493772e-02 2.651822666703468334e-03 -2.290706440849499259e-04
6.304378446910227640e-02 -1.122239092382198988e-02 2.695332637523001340e-03 3.728709689196640920e-04
6.388190095161402904e-02 -1.083183572525422966e-02 2.043062033196818561e-03 -7.231240502105634738e-04
6.332998596454272877e-02 -1.069234033082847035e-02 1.975024295518698625e-03 -1.464950952139609797e-03
6.307658539395830100e-02 -1.174783039680102337e-02 1.082539674017612974e-03 -1.056873629623783506e-03
6.450838909825393208e-02 -1.127875505132810985e-02 2.971314485737105993e-03 -9.179243165618883316e-04
6.317229646638819474e-02 -1.216266627799229838e-02 1.267499044858677593e-03 -1.479172834042724594e-03
6.483855838446764275e-02 -1.140701563310339561e-02 7.810496264712557535e-04 -9.004117342381184885e-04
6.180252684931178409e-02 -1.069094165964112886e-02 2.309254074374184063e-03 -1.254496526735260353e-03
6.418543002203017100e-02 -1.019241438209224360e-02 2.449290101241619055e-03 -5.539032488919709563e-04
6.307622288549202816e-02 -1.300952237744756879e-02 1.182825145756738472e-03 5.466299628465592919e-04
6.317229646638819474e-02 -1.216266627799229838e-02 1.267499044858677593e-03 -1.479172834042724594e-03
6.324387185680127588e-02 -9.642700761639991236e-03 1.950934946300719730e-03 -1.457276351011754789e-03
6.306602435926689232e-02 -1.176780555672371498e-02 3.518264202932552820e-03 -2.902685913465513634e-04
6.345612048803214722e-02 -1.012889100010715138e-02 4.270027883967325577e-03 8.566639343946108598e-04
6.396738431142226511e-02 -1.134609053488525032e-02 2.462809994230583110e-03 -2.766015153974052398e-03
6.401394034891152995e-02 -1.055989181528020626e-02 2.384111620800127840e-03 -1.850957459439334096e-03
6.306523121663651366e-02 -1.011278328921497160e-02 1.897984879866365659e-03 -9.459905711945854057e-04
6.533345486555558468e-02 -1.095288502398159003e-02 2.824618006554979743e-03 -4.816715548364991495e-04
6.358570521338666182e-02 -1.186350461197893669e-02 8.961643407856961785e-04 -1.864938718395645068e-03
6.476756949145351383e-02 -8.624379322752367960e-03 2.576427676949738510e-03 -2.167870552310130483e-03
6.304183455793854751e-02 -9.949107352542035931e-03 3.092111901483354797e-03 -1.529254216809106115e-04
6.438510647642989304e-02 -1.201916259804211573e-02 1.943735286476927504e-03 -1.925041920584388833e-03
6.382866979253840056e-02 -9.892339256493562494e-03 3.421403424092250845e-03 -1.428383555825515905e-03
6.343192312563453172e-02 -1.278998116004900765e-02 9.179247644665461392e-04 -1.063993598379428529e-03
6.616095097157012606e-02 -9.428158225378305279e-03 1.303931302817362692e-03 -1.738957022556497645e-03
6.410758370648145243e-02 -1.019843573160963968e-02 4.328229209778267084e-03 -3.118678536859015304e-03
6.228034048923192234e-02 -1.283795391184774926e-02 3.045658164761877451e-03 -3.002585897385279257e-03
6.384552809514545957e-02 -1.104761000172703456e-02 3.356305931188435787e-03 -2.430813021752353809e-04
6.362648595602030110e-02 -1.015502568852007237e-02 3.852410760734198414e-03 4.398192569161629706e-04
6.349756493287012082e-02 -1.135156299299872051e-02 2.990127937078049247e-03 7.070940210227583123e-04
6.438661358979277938e-02 -9.345431875166940183e-03 4.877269594158267774e-03 -1.956006993932987714e-03
6.306689495498388198e-02 -1.271961471636404162e-02 2.418794563731355152e-03 -9.590380192681102756e-04
6.450992470543262525e-02 -1.191990590688078722e-02 2.874834651668975449e-03 -2.055060993613314069e-03
6.330550804438825341e-02 -1.140366208386846270e-02 9.724004130305941018e-04 -2.074625386275258387e-03
6.324354102129825517e-02 -1.160577028579294623e-02 2.114593673860160061e-03 -2.658202390805622373e-03
6.394571557251191307e-02 -1.093533937810188539e-02 1.314300147949226671e-03 -1.998102214330138571e-03
6.319037233984078905e-02 -1.174376541991414835e-02 4.288147977533934840e-03 3.854943814055877827e-04
6.343100234633441969e-02 -1.040583921339086060e-02 3.079640838368716271e-03 -1.331962544130885218e-03
6.405800744723075257e-02 -1.157611709107950193e-02 1.225624313767381679e-03 -2.394140844333050855e-03
6.371815250586840285e-02 -1.216768380475521938e-02 3.581025623868375196e-03 -2.063621949200927785e-03
6.529114294326698875e-02 -9.414157034588768735e-03 3.181614061019868989e-03 2.103197976452558793e-04
6.262670273520887232e-02 -1.157084207076444771e-02 3.914038894943946967e-03 5.721534246265758128e-04
