"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.953905207377356956e-02,-1.412507597752963098e-02,4.833432441757788689e-03,8.308445007713854752e-04,8.912461875725334040e-04,8.660938582322942223e-04,7.953091039967774556e-02,-1.413910977815160952e-02,4.850471365831027226e-03,7.867509316470458480e-02,-1.501125947105204361e-02,3.953618242079487421e-03,8.040943754249579856e-02,-1.320725027222248438e-02,5.689023777931373482e-03
