,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,10.0,0.0,0.0869419457303593,0.203498573227296,0.0,48.3359661506164,0.08683911863008908,0.7,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,9.9,
1,20.0,0.0,0.982874198663922,0.20068942885175,0.0,48.239952280398,0.04936292264014588,0.85,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,19.8,9.9
2,30.0,0.0,0.41003183934663,0.198648684515217,0.0,47.2309180569302,0.0885732484517473,0.833333333333333,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,29.7,9.899999999999999
3,40.0,0.0,-0.822267076837306,0.204170056928084,0.0,47.8997881086806,0.08804954480978365,0.875,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,39.6,9.900000000000002
4,50.0,0.0,1.12333289992966,0.200280634869333,0.0,48.4025470669574,0.06074569656548496,0.8,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,49.5,9.899999999999999
5,10.0,0.0,1.78502167686747,0.198987013754364,0.0,47.8028391068763,0.08281063229705761,0.7,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,9.9,
6,20.0,0.0,0.03249873042295803,0.200652909374689,0.0,48.2889856055743,0.106008340306567,0.8,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,19.8,9.9
7,30.0,0.0,-0.0013457186287269,0.199248401077449,0.0,48.0710818124233,0.05208536225653532,0.833333333333333,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,29.7,9.899999999999999
8,40.0,0.0,-0.000491780971060507,0.199885368050849,0.0,47.7363963069633,0.07739509485509617,0.85,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,39.6,9.900000000000002
9,50.0,0.0,0.08754582787514664,0.198789979883924,0.0,47.5152454124647,0.04863620052273735,0.86,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,49.5,9.899999999999999
10,60.0,0.0,-0.02180950275578653,0.195493245306023,0.0,48.2209884383391,0.04501981378539557,0.866666666666667,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,59.4,9.899999999999999
11,70.0,0.0,-0.01646858875392354,0.197858611679155,0.0,48.7075949249995,0.05995260515527237,0.857142857142857,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,69.3,9.899999999999999
12,80.0,0.0,-0.07376334175205557,0.204355330827942,0.0,48.2577723276669,0.0697792658037874,0.8625,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,79.2,9.900000000000006
13,90.0,0.0,-0.26998002919936,0.195659365674255,0.0,48.1241765940371,0.06495592042717331,0.866666666666667,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,89.1,9.899999999999991
14,100.0,0.0,-0.0003293417175882496,0.200353506031065,0.0,47.8684134396425,0.10520596868986,0.87,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,99.0,9.900000000000006
15,110.0,0.0,3.25380305243016,0.203702629436165,0.0,47.6270753611387,0.08046577505715537,0.863636363636364,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,108.9,9.900000000000006
16,120.0,0.0,0.06930862083027023,0.197424842699443,0.0,47.3820165542161,0.04661948477132555,0.866666666666667,16,16,32,550,0.0018,0.0009,0.29,0.2,0.005,0.005,50000000.0,0.99,0.495,118.8,9.899999999999991
