k1 k2 k3 k4
6.359258292670086354e-02 -6.811010226596317385e-03 9.623191014331566873e-04 -4.030688274690025219e-04
6.393825218093734941e-02 -7.751957544499518682e-03 1.319352545836927071e-03 1.730775998530359461e-04
6.358103356108066317e-02 -6.570271993188880888e-03 1.998532716402601217e-03 -1.400999496316696069e-04
6.357129240655276514e-02 -7.845803859222191812e-03 1.631969212340961262e-03 -1.132995960703139793e-03
6.239688529955730867e-02 -8.848003166467638403e-03 1.373541010263698570e-03 2.796216284265684582e-04
6.307161029491920035e-02 -7.773406529367948847e-03 1.029539699929277186e-03 -6.861302315242789884e-04
6.409506377417775735e-02 -7.087435949032647176e-03 1.768797865309396089e-03 1.208946902200122575e-03
6.380810077303844530e-02 -7.491442421695984621e-03 1.230143839564878938e-03 -4.841349517793330781e-04
6.368235348354497893e-02 -7.253220293458956247e-03 1.489514577641792847e-03 -8.449659689904326365e-04
6.335872047199406221e-02 -7.635189025075442282e-03 2.950564698429858357e-05 -6.320269563489799847e-04
6.322822643424638733e-02 -7.449992622461903968e-03 1.733117596648292569e-03 -9.440650739812872505e-04
6.371401189037043111e-02 -7.653863480106826156e-03 6.726345561822999475e-04 -4.830512337745396234e-04
6.291302468817272509e-02 -8.454698411211811204e-03 1.575553090520126487e-03 -1.204597523998957032e-04
6.395648233774089975e-02 -7.937508724342956512e-03 9.369384507230404946e-04 -8.186819380415211178e-05
6.397128333849474990e-02 -6.940056070553174417e-03 8.886354955752046036e-04 -8.860150025417207198e-04
6.235599062754909605e-02 -8.137829815467373384e-03 1.243302809802476760e-03 3.930054014145423213e-04
6.353666395098361841e-02 -7.340313872282663854e-03 1.550611446017938211e-03 -4.815000115513667911e-04
6.410526713303466018e-02 -6.576559562901818090e-03 1.293936014290286707e-03 -2.053586078968189232e-04
6.356346192998482691e-02 -7.525874534591095455e-03 1.910843342230794661e-03 -2.133531212866746074e-05
6.356927219428651354e-02 -7.391396125442761811e-03 2.055399484060832505e-03 4.088169463495605616e-04
6.366449572024593384e-02 -6.852163719340734205e-03 1.406859754366912574e-03 3.742815913821279095e-04
6.368318048922813612e-02 -6.725914047329611956e-03 2.198753387495464007e-03 -7.417393846257530621e-04
6.249431764292120994e-02 -8.150521012394135179e-03 1.478632690763176383e-03 -8.097578891692880365e-05
6.306977851367562282e-02 -6.090153382320315223e-03 1.934508972660939352e-03 -1.114370019597660244e-03
6.371017877874055046e-02 -7.816640250682099778e-03 1.994903105714262992e-04 -4.626521774272890353e-04
6.309804852103920170e-02 -8.343774255088726166e-03 1.176349132824966448e-03 -8.425925544935930489e-05
6.431466419381368094e-02 -7.458746819603068179e-03 1.970957867491490711e-03 3.545572471074232013e-04
6.290844108709778282e-02 -8.245722758329951385e-03 2.011443323694156460e-03 1.415838624783116728e-04
6.309781804448127973e-02 -7.012146767089305621e-03 1.006852243981032347e-03 -1.824315723302549763e-03
6.372459525525819846e-02 -7.699867712063754310e-03 9.660703795485170442e-04 -8.635308011223363778e-05
6.291486181995661897e-02 -8.465718456924314905e-03 1.492113598141608932e-03 3.065613361677294035e-04
6.308200818525430686e-02 -7.522672172511082889e-03 7.819055773626570893e-04 -9.764248815705284246e-04
6.300329965210857419e-02 -8.142582955678573375e-03 1.514882700201142240e-03 -3.505059425558260111e-04
6.280575400423643595e-02 -7.403054239665515790e-03 1.874654595938010648e-03 -8.121711124718100638e-04
6.329481840986908581e-02 -7.167182028328250576e-03 2.432342181160868089e-03 -3.987094784832362349e-04
6.416219658253746738e-02 -7.318701916270015095e-03 1.461463585634883988e-03 -3.070457416791266825e-04
6.325673045777169268e-02 -7.859337394845594682e-03 1.916765999863595527e-03 -3.717556700921775814e-06
6.278505325156441552e-02 -6.977827018255944314e-03 1.128287687718734777e-03 1.623480040175151462e-04
6.454484499047605239e-02 -6.804629093903530324e-03 1.272906014333524682e-03 -1.410769505647474498e-03
6.305330292106103851e-02 -7.671439137369312489e-03 1.396915073518689709e-03 -4.505327112062362804e-04
6.291884336660805155e-02 -7.579701318370685170e-03 1.542765607244117598e-03 -1.152526643462964406e-04
6.246330886608630895e-02 -8.103431862935148167e-03 1.463627675178783005e-03 -1.131028697533509320e-03
6.289656279222352597e-02 -7.545083269516958402e-03 6.134050482155678496e-04 1.700584852732250907e-04
6.331077991894154544e-02 -7.398794258299160043e-03 1.772678007615824392e-03 -7.009832617926037290e-04
6.336676368355020905e-02 -7.984216475337410635e-03 5.141685754474351056e-04 -4.782334184623565632e-04
6.340326740425122898e-02 -7.118052466110511012e-03 2.176250584085590023e-03 1.477980332268008512e-04
6.350488845858248688e-02 -7.137282463673372268e-03 1.252844856309498489e-03 -3.265771010571572042e-04
6.313266098170686180e-02 -7.356709728128560388e-03 2.130410741955302001e-03 -2.736549538442240026e-04
6.276382066193478271e-02 -7.539041391434422867e-03 1.184251144543374545e-03 -1.500132600412748540e-03
6.244458203817476738e-02 -7.436578774234009481e-03 1.111741421782802552e-03 -1.076333672123050422e-03
6.242236438945433785e-02 -7.278167550021794052e-03 1.632370870187818679e-03 -1.797071844258646411e-04
6.440529866002203674e-02 -8.359650557458894737e-03 4.988095522708013707e-04 -5.182034495876675084e-04
6.269573039900089295e-02 -7.689700845777469596e-03 1.081043946593543414e-03 -3.605482658273068131e-04
6.244989562623257107e-02 -8.409196551232664407e-03 9.679612696438938402e-04 4.060467880970808352e-04
6.287885870670253952e-02 -6.331826978363333525e-03 2.031417194907181312e-03 -4.964250244031409576e-05
6.294516678674300092e-02 -8.169458665655007779e-03 1.654768485985919080e-03 -1.213210754493265764e-03
6.325673045777169268e-02 -7.859337394845594682e-03 1.916765999863595527e-03 -3.717556700921775814e-06
6.224908872566231599e-02 -7.525604289151624493e-03 1.592130223472515427e-03 -1.325638780862031796e-03
6.322216393034604809e-02 -7.390735468341638748e-03 1.236345838374869333e-03 -1.062070079015847712e-03
6.268876636550485548e-02 -7.848930529078076979e-03 1.591286826162649493e-03 -3.811449068880368163e-04
6.365497321836952049e-02 -7.786853693005482691e-03 1.291789338672716392e-03 -6.371833316681368986e-04
6.292853915848181656e-02 -7.800185435252474098e-03 1.171271057917921965e-03 -2.432330778828067919e-04
6.203832532253170107e-02 -7.238809730891221372e-03 1.921492591772322456e-03 -3.680020735151307010e-04
6.422666662479328825e-02 -6.926964984708891548e-03 1.335499873892004308e-03 -1.066570861395790826e-03
6.340897913118417883e-02 -7.821870126619986929e-03 7.880472936393767558e-04 -9.496742972763122514e-04
6.412849074701235108e-02 -7.477048715681694491e-03 2.763370585106977861e-03 -2.724823290463362913e-04
6.298183502746915186e-02 -6.972297556528089801e-03 9.467985268433454227e-04 -3.905018477008831423e-04
6.356346192998482691e-02 -7.525874534591095455e-03 1.910843342230794661e-03 -2.133531212866746074e-05
6.290844108709778282e-02 -8.245722758329951385e-03 2.011443323694156460e-03 1.415838624783116728e-04
6.370610343876170756e-02 -7.606246088592519272e-03 1.790775522034257494e-03 -2.048299916152240829e-04
6.220723021071775105e-02 -8.048444564349846453e-03 1.865515933266184700e-03 -1.299783268412096904e-03
6.297568330344521792e-02 -7.650025807278207357e-03 1.887419890476915718e-03 -4.473484252573434183e-04
6.279908096059905187e-02 -7.834895106863387637e-03 1.431668478318146032e-03 -3.361945814052968995e-04
6.325354111025158210e-02 -6.850928785315818503e-03 1.310982042956834737e-03 -1.021542275517164922e-03
6.375432694368973752e-02 -8.146604410255470219e-03 1.597368302555371433e-03 -4.312883263409839074e-04
6.319445936972761801e-02 -8.362470106950209425e-03 1.668857691367181539e-03 -2.876126506874410182e-04
6.333269641888714108e-02 -7.162803990204469340e-03 8.933619615143217896e-04 -6.493505120665210573e-04
6.312572802554375362e-02 -7.771714439663346408e-03 1.523142338921923411e-03 -3.135262125683879741e-04
6.345422040056211688e-02 -7.839303238126107964e-03 -6.839811783367066855e-05 -1.224991208286119182e-03
6.323832903421836016e-02 -8.161025925156745187e-03 1.426642926276838752e-03 -1.800539810695583887e-04
6.357881698756631672e-02 -6.886079384696042194e-03 1.947740446982343387e-03 -7.930992283864540804e-04
6.310709646612169821e-02 -8.082320153986022326e-03 7.864749125339604019e-04 -6.267049288847664767e-04
6.288426714530165329e-02 -7.793860847558453653e-03 1.649049222839371609e-03 -2.138475630630437552e-04
6.449001499508441593e-02 -7.244686850875564632e-03 1.202893010356781422e-03 -1.913972824883480861e-04
6.345321835907147268e-02 -8.122888058415572710e-03 1.714418239669224242e-03 -4.559096656003153170e-04
6.311453740551409286e-02 -7.621035608838255815e-03 1.339268711307739501e-03 8.884063038654410605e-04
6.338634789983890738e-02 -7.528091992750854389e-03 6.544859509688694121e-04 -1.136453688045241384e-04
6.367840642637542792e-02 -7.241987051792214691e-03 2.191312974554326942e-03 -3.461608652936126740e-04
6.282093715843969917e-02 -8.101350221429132192e-03 6.108922823676171676e-04 -6.776426297981363867e-04
6.248780712833826301e-02 -7.859488096567696092e-03 1.108323010610229309e-03 -4.406945405545786842e-04
6.228064639873945318e-02 -7.613717538206582480e-03 1.063043635856991687e-03 -4.280881398908975566e-04
6.373287301117425141e-02 -7.107276993287253708e-03 1.085867064993875641e-03 -2.778957671915327499e-04
6.384094477625468222e-02 -7.858741459071505453e-03 1.815765591174661742e-03 -7.668535981039531491e-04
6.308800111711335146e-02 -7.798900866929109332e-03 1.592840629303343691e-03 -5.636918217089975647e-04
6.285007687220556249e-02 -7.214649755159757705e-03 3.761314286638423043e-04 -9.110293564554283741e-05
6.336889574103404810e-02 -7.545899314508608402e-03 1.666384198128992300e-03 -3.125739702637686523e-04
6.352733314363365191e-02 -7.263279935745964311e-03 1.738263318588201267e-03 -1.309788209647583246e-04
6.281641330680193258e-02 -7.828862021372937074e-03 4.677665556219040566e-04 -1.989729304087139994e-04
6.303772851860264814e-02 -7.776068526122267843e-03 1.691170811565001486e-03 -8.301710999457784235e-04
6.264211681089812411e-02 -7.653649716556604199e-03 1.213706271325304398e-03 -1.020928094729769975e-03
6.353119373451579510e-02 -8.271534475651209917e-03 1.278659885248140116e-03 -1.150193813589620029e-03
6.306084606803438741e-02 -8.012611502953362330e-03 1.420518686870514413e-03 3.130528782582242542e-04
6.379245329866442549e-02 -8.278828892920281346e-03 1.585134448602754098e-03 -2.273526094441757905e-04
6.442005719436616484e-02 -7.612232041518701697e-03 1.421309199958351033e-03 4.133052825615879389e-04
6.281641330680193258e-02 -7.828862021372937074e-03 4.677665556219040566e-04 -1.989729304087139994e-04
