k1 k2 k3 k4 k5
7.965595046822135372e-02 -1.422201490667464319e-02 6.381749545117082478e-03 1.020837630310050814e-03 1.810538651135118471e-03
7.950714890960511316e-02 -1.445100745564262268e-02 3.571728956199643479e-03 -1.726322393980600500e-03 2.456886221706006124e-03
7.997010737652662793e-02 -1.474508966200258064e-02 4.067904923970536157e-03 -9.408385504922067710e-05 1.561248705487086608e-03
7.996359420241067051e-02 -1.439259463740823197e-02 4.198192402861539163e-03 -1.097678291453837995e-03 -4.321984954676338919e-04
7.877338409766584948e-02 -1.384100269804348915e-02 4.992317547790725563e-03 -1.780738474536927574e-03 1.054025059876062542e-03
7.969121440488877162e-02 -1.366514879873598209e-02 5.702943279164207624e-03 -1.786590071877994235e-03 1.354347278556267131e-04
8.012288127256916859e-02 -1.310033680682647084e-02 4.812675784380382460e-03 -6.906384173803459259e-04 1.578604522336463090e-03
7.974223954305567630e-02 -1.245977034361182845e-02 5.361042823944492386e-03 -2.862301991288007663e-03 7.623474441271343993e-04
7.966509267519963911e-02 -1.300395628699284323e-02 4.217538636696868681e-03 -1.358852705716770415e-03 2.615307974701136517e-04
7.920431378129744182e-02 -1.343027790577974723e-02 4.799961987138029462e-03 -8.184010238420080796e-04 2.286609269679662493e-04
7.917284811148758705e-02 -1.431806435021971968e-02 4.707999767782827805e-03 -5.375425376658998777e-04 1.151284793113702132e-03
8.015638372735953143e-02 -1.318998681102054316e-02 4.910054997626492335e-03 4.800224859961843560e-04 2.051654906490008035e-04
7.771721399156261700e-02 -1.542439626577504774e-02 4.527888542137217809e-03 -2.010280120161855866e-04 -2.698961649823944375e-04
7.916168175397561568e-02 -1.592161685084500511e-02 2.288782609320194616e-03 -1.525368603938315193e-03 7.054624664033087855e-04
7.925066900744145992e-02 -1.344671060694477283e-02 4.204285473151395114e-03 -7.645264257968853450e-04 1.100916456111059039e-03
7.992258603034738118e-02 -1.360499387375269098e-02 4.844753126503967278e-03 -1.042361868527852398e-03 -7.906658058512566756e-04
7.877186552147258380e-02 -1.427994570028749688e-02 4.244916784792912567e-03 -1.552301229335611987e-03 6.911614862918635804e-05
7.974763558927719376e-02 -1.437918915137793852e-02 4.515209194720037900e-03 1.925228122100219874e-04 6.163186217721106086e-04
7.967334179549892537e-02 -1.396805520059839212e-02 5.346756441561434370e-03 -1.269493574274110914e-03 1.282069111620348645e-03
7.929799409146220945e-02 -1.376553337583188985e-02 4.043978600134987000e-03 -1.481994237003028680e-03 -1.165626695098176402e-03
7.929073334738565015e-02 -1.518838554310007749e-02 3.264471350690051343e-03 -2.918487386415757889e-03 6.760166569377001888e-04
7.879762452361857572e-02 -1.402833627577357301e-02 3.840950624876923736e-03 -1.409050776445541775e-04 -2.321096529626365257e-04
7.940776724888284899e-02 -1.376921978474783537e-02 3.621936780072582129e-03 -2.898163458770600109e-03 -3.166711809184236115e-04
7.876817722667547872e-02 -1.325363664582433765e-02 4.461570612808496428e-03 -3.159330607822752324e-03 2.635228175116577365e-04
7.967671536605189231e-02 -1.357528617517550495e-02 5.652497638218442755e-03 7.808621848309077462e-04 1.316751046323283436e-04
7.951679204996933703e-02 -1.399270066916000199e-02 4.350468739285462405e-03 -8.058934266144818226e-04 3.518575481999686172e-04
8.081902973562221648e-02 -1.326171725981392657e-02 4.516244736632701873e-03 -1.723939078794450852e-03 -7.725230620327372399e-04
7.948133662443968017e-02 -1.510761168339426475e-02 3.845984281871175914e-03 -1.774668291241801588e-03 7.207842231693184498e-04
7.985312604208164022e-02 -1.625347847306295168e-02 2.981948467607326014e-03 -1.992272574426606768e-03 7.220053703867329586e-04
7.761878803460695031e-02 -1.477874601128791043e-02 4.822346608048255767e-03 -8.630118273497550119e-04 7.512557284077292508e-04
7.926751565980763581e-02 -1.514175667938233438e-02 3.743178155850818145e-03 -1.466275001988606719e-03 8.539579200096819589e-04
8.010242039580306450e-02 -1.315836735331012142e-02 4.658959936360854148e-03 -1.539593382843734704e-03 6.983384342910542442e-04
8.079576906333052477e-02 -1.366419344768221578e-02 2.902936319934948384e-03 -1.179925709880499940e-03 5.474866013355228489e-04
7.992873323244853445e-02 -1.378509583340291333e-02 4.374835071300570144e-03 -1.429749048884931817e-03 1.795153551106543066e-04
8.002334483421799649e-02 -1.426781514332402245e-02 4.821474318443444429e-03 -8.123923047636816275e-04 1.591039955448556031e-03
7.863815290625553178e-02 -1.239935110382309191e-02 5.988577173637141260e-03 -1.417528390119729420e-03 3.741063102890296310e-04
8.097875418093355981e-02 -1.321835739007927446e-02 4.229397239214935378e-03 4.547975131399817350e-05 2.197899662393226761e-04
7.904539520788442242e-02 -1.405695033158402274e-02 3.240678401168817224e-03 -9.878115778448742779e-04 -2.908431112411125063e-05
8.014610264586416455e-02 -1.564953189412471302e-02 3.362919900721156319e-03 -3.550032894443944098e-03 -9.655322524299431164e-04
8.105033064510808183e-02 -1.365397774743355719e-02 4.317328592446267876e-03 -6.165388558501960770e-04 8.914053241184938248e-04
7.978585588427386521e-02 -1.416386377597270152e-02 3.920395261857986813e-03 -6.883483689093805591e-04 6.796640305799794834e-04
7.896874016235233551e-02 -1.370230719229209582e-02 3.588282994525765490e-03 -2.725141024313940119e-03 -1.751833124231799710e-04
7.787302922482647327e-02 -1.476774414054531082e-02 4.397971962799299139e-03 4.590872103321236297e-04 1.989633913304506008e-04
7.865097405516288664e-02 -1.374645364796149571e-02 4.604095670424884768e-03 -1.156194659667555968e-03 8.074560878945369335e-04
8.068727906545011819e-02 -1.455206350899720946e-02 3.267974585717967062e-03 -1.600487583110959955e-03 -9.427704272918363548e-04
7.911523731645997426e-02 -1.385171607297949747e-02 4.335679545096435272e-03 -1.452671623896839570e-03 4.703758623563897290e-04
7.886412574268408804e-02 -1.393599571921705360e-02 3.052759875989657923e-03 -2.474138703193434763e-03 -4.147698713194425402e-04
8.017526838400090838e-02 -1.278931118453353888e-02 5.542826943533543660e-03 -9.962509672550717843e-04 7.080753772199521734e-04
