k1 k2
6.421821699022392527e-02 -1.013053260861432325e-02
6.307750343174051144e-02 -9.644822813936845818e-03
6.381943189425462459e-02 -9.249216817453331796e-03
6.468779381161390840e-02 -9.058556400251965846e-03
6.530760457546869180e-02 -1.078318036874102714e-02
6.468658618377864933e-02 -7.882010115067270006e-03
6.380706330760446687e-02 -9.314508455133457820e-03
6.335090747711291659e-02 -8.940900019603265081e-03
6.382846105450032392e-02 -8.769956032069162188e-03
6.455171088478289798e-02 -9.078338866827767584e-03
6.403911601154896327e-02 -7.660088250153448963e-03
6.300954460662747114e-02 -7.307762246667570682e-03
6.519623308308095111e-02 -7.828855865657000090e-03
6.350416532230823696e-02 -9.644335980842716483e-03
6.445638038894280220e-02 -7.781805674985681209e-03
6.400447624942337543e-02 -9.771903738206244583e-03
6.435696828608103437e-02 -8.082645771399943335e-03
6.336168596960289889e-02 -9.211463243551307190e-03
6.515089002537749474e-02 -8.216870561332134670e-03
6.317610480578406129e-02 -9.717016486470803072e-03
6.389074399738070564e-02 -1.064985573017486475e-02
6.450353225243618538e-02 -7.916405171355209158e-03
6.473891715932861279e-02 -8.272645047081778058e-03
6.322680502714650430e-02 -9.595528451066454023e-03
6.385309543392836407e-02 -7.892963116889681330e-03
6.360435830787056211e-02 -9.191080027200357327e-03
6.351761851881199128e-02 -8.623006060570703735e-03
6.379168275054242221e-02 -8.469304375894201597e-03
6.449960357709022540e-02 -9.133259003763091743e-03
6.363272603002553818e-02 -8.419464537465670695e-03
6.496628898670128716e-02 -8.834782306373162308e-03
6.319847702233213904e-02 -1.038545783695692115e-02
6.379172517331521686e-02 -9.566633844884722682e-03
6.375232028874730505e-02 -8.769785696886578386e-03
6.417707156690885539e-02 -8.355150604651501167e-03
6.527620091686472947e-02 -8.249227515332621663e-03
6.321693357368407540e-02 -9.418687842548414957e-03
6.460958355377169338e-02 -8.152736723946410469e-03
6.325258319896723269e-02 -8.767459992890760945e-03
6.475739517473255713e-02 -8.249354993275018200e-03
6.234207723578630289e-02 -1.002150577228003159e-02
6.397495469095143550e-02 -8.089239356776620204e-03
6.497372431237161128e-02 -7.872240225753251996e-03
6.255502605842735986e-02 -9.313857017787821602e-03
6.344435351929519906e-02 -7.982570333816163544e-03
6.401579804318036082e-02 -8.817276466068807439e-03
6.210134636410818976e-02 -8.988282680661138779e-03
6.433217958688045024e-02 -6.768316485864483978e-03
6.303929396172011645e-02 -8.374700050796463069e-03
6.435471940156395343e-02 -9.243202542360509644e-03
6.359338710269821227e-02 -7.215796454252951242e-03
6.481257053555297687e-02 -8.926841754136077833e-03
6.495672014877335032e-02 -7.550923946422177790e-03
6.379326737345911158e-02 -9.802020088284818522e-03
6.304553787018304933e-02 -8.587759324951219075e-03
6.410377773977207760e-02 -8.689794487550778213e-03
6.422628207381547716e-02 -9.450845706104715749e-03
6.475739517473255713e-02 -8.249354993275018200e-03
6.290180374993534218e-02 -9.820093333072807407e-03
6.385729820937291468e-02 -8.461435194331914933e-03
6.337350657275683807e-02 -8.569798777034634552e-03
6.236593946990906523e-02 -9.635774848708936191e-03
6.287886324977748354e-02 -8.178373502253505345e-03
6.267626652654761932e-02 -7.973728415901798483e-03
6.369838177500111720e-02 -8.761628387363454284e-03
6.426709037231026489e-02 -9.126659131983877460e-03
6.376165665049987608e-02 -7.210917150906354101e-03
6.520821790102321325e-02 -8.275430285627397020e-03
6.407311241781188382e-02 -8.527335026106266924e-03
6.351741770190597047e-02 -9.237837930416409327e-03
6.330598018057198573e-02 -9.424856097863726356e-03
6.260172096130853236e-02 -8.580706037979821121e-03
6.319326938882360856e-02 -7.326082198224420639e-03
6.199755086951250216e-02 -8.041628888893356808e-03
6.408935153148306862e-02 -9.979662905188035893e-03
6.318867751412685085e-02 -8.886002688145794304e-03
6.225680526813037741e-02 -1.066156989830373270e-02
6.297979811665468941e-02 -9.346087217836737682e-03
6.346570873248577604e-02 -7.556013002245551280e-03
6.464015144067936092e-02 -6.875389347182861433e-03
6.489171369723467642e-02 -9.114964584269927284e-03
6.313953495785581960e-02 -8.989233669658064363e-03
6.232542370925869823e-02 -8.052885866535630655e-03
6.326318113047163516e-02 -9.278750245197947555e-03
6.331118834382248872e-02 -9.265098537037788629e-03
6.333464889775206053e-02 -9.970172116930769990e-03
6.422371862729089886e-02 -9.430393766145531154e-03
6.358565607218041871e-02 -9.195116738920025568e-03
6.384674223455974462e-02 -8.814270069545382391e-03
6.275086410019353744e-02 -1.059605275655731149e-02
6.368841755639215174e-02 -8.509467068414058866e-03
6.280341213495674313e-02 -7.860240824439784779e-03
6.241839936998994087e-02 -9.387575728474095715e-03
6.302434610095075662e-02 -8.854397976074748766e-03
6.266395948811945282e-02 -9.308879497296265737e-03
6.442311380491697048e-02 -8.313178429338152764e-03
6.321859844829202935e-02 -8.586651489594282483e-03
6.411347004549844408e-02 -9.992787933305075088e-03
6.415802781162704971e-02 -9.536590722271934273e-03
6.451560133674014152e-02 -9.419902208286562439e-03
6.356604035503718442e-02 -9.286678556904889859e-03
6.230306236819863064e-02 -9.875745830187687702e-03
6.543156113593212586e-02 -9.273460781463210845e-03
6.329065604732217465e-02 -9.044977778497081955e-03
6.457409276672981813e-02 -8.866873296966629181e-03
6.333556296888834258e-02 -8.260886121966515283e-03
6.412137797370817682e-02 -8.937178117704822067e-03
6.495874376128485395e-02 -8.237617442417480285e-03
6.388802064421000848e-02 -7.104036214718681408e-03
6.510536736273794811e-02 -9.069195146621758519e-03
6.355089132364710736e-02 -9.451594166770799221e-03
6.153022830905788276e-02 -9.547141700042588441e-03
6.311908474312896700e-02 -9.672790907592807019e-03
6.176780391675912307e-02 -9.531091490221327289e-03
6.381934105789419109e-02 -9.615663754778958072e-03
6.335059052024263893e-02 -8.137504863747632711e-03
6.425556393395626120e-02 -9.523861471327527140e-03
6.413720116489896039e-02 -1.027085660079724017e-02
6.374385140464716715e-02 -7.614371860842267248e-03
6.345959436875514559e-02 -7.831729989101227085e-03
6.424012532069109382e-02 -8.558205584519459896e-03
