weight logl k1 k2 k3 k4
0.000000000000000000e+00 -1.356683136792091653e+07 5.644565950571086566e-01 2.942876724679054368e-01 2.687436351564038706e-01 3.391798165877091265e-02
0.000000000000000000e+00 -1.356683136792091653e+07 3.818953815755302683e-01 1.635816991923810804e-01 3.961794862975209774e-03 1.117322388904018471e-02
0.000000000000000000e+00 -1.356683136792091653e+07 9.295880872633603964e-01 8.520616324324806756e-01 1.950699616949713722e-03 5.187658131016398277e-01
0.000000000000000000e+00 -1.356683136792091653e+07 9.263201705422008381e-01 2.102327649067570192e-02 9.296514443457207788e-01 9.884395850147287277e-01
0.000000000000000000e+00 -1.356683136792091653e+07 8.679883039092999297e-01 9.204440151047947882e-01 1.824489972083165323e-02 4.482559393425100680e-02
0.000000000000000000e+00 -1.356683136792091653e+07 8.388328193038024905e-01 2.804943637014529756e-01 8.882393778397087436e-01 1.637045264634506836e-02
0.000000000000000000e+00 -1.356683136792091653e+07 5.940862392797079394e-01 2.794970046629786653e-01 8.043690787779356199e-02 3.991306392255922209e-02
0.000000000000000000e+00 -1.356683136792091653e+07 9.739766175851829466e-01 2.502370207215687259e-01 9.529954574588447302e-01 5.862054223532108255e-01
0.000000000000000000e+00 -1.356683136792091653e+07 3.076480645886053855e-01 1.908567568607656417e-01 1.769216937961898273e-01 1.524724326979723932e-01
0.000000000000000000e+00 -1.356683136792091653e+07 4.350873406715485281e-01 8.448818461766108845e-01 6.499355922745123637e-01 6.018224174013719896e-02
0.000000000000000000e+00 -1.356683136792091653e+07 2.642173833565533148e-01 7.655797713732418464e-01 9.076257639455449500e-01 8.172073795343204328e-01
0.000000000000000000e+00 -1.356683136792091653e+07 1.874480581568638282e-01 3.595736285276932565e-01 2.393239790378818288e-01 4.651929161664825063e-02
0.000000000000000000e+00 -1.356683136792091653e+07 2.732917093666160646e-01 9.990062723755677165e-02 2.213545742187049692e-01 2.536330027333499881e-02
0.000000000000000000e+00 -1.356683136792091653e+07 8.387983190731748140e-01 2.100024769181598749e-01 1.580663948602019087e-01 9.743551777243737444e-01
0.000000000000000000e+00 -1.356683136792091653e+07 7.513598894509637693e-01 8.616720754216556921e-01 2.195926814084901979e-01 9.316665802408770070e-01
0.000000000000000000e+00 -1.356683136792091653e+07 5.749403898651150868e-02 4.882491280688461277e-02 1.538934597622680922e-01 4.743827395599207186e-01
0.000000000000000000e+00 -1.356683136792091653e+07 1.138454060438411908e-01 6.717138783162038829e-01 9.004505822875299437e-01 9.995164306289450185e-01
0.000000000000000000e+00 -1.356683136792091653e+07 2.589501106207875436e-01 3.470466536005479830e-01 2.065430934274122832e-01 1.439972213400486645e-01
0.000000000000000000e+00 -1.356683136792091653e+07 2.831096222621876102e-02 6.475431166934244587e-01 2.292693381841655054e-01 1.156035032768987225e-02
0.000000000000000000e+00 -1.356683136792091653e+07 4.444148579235964736e-01 8.445356182351104746e-02 8.354639794331885083e-01 3.787702300830819713e-01
0.000000000000000000e+00 -1.356683136792091653e+07 7.952978664246522778e-01 3.206779491277378380e-02 7.160402537683446811e-01 2.079507728347906870e-02
0.000000000000000000e+00 -1.356683136792091653e+07 5.726469620477625533e-02 5.335891154227577760e-01 2.328800630210016154e-01 1.821157156938402188e-02
0.000000000000000000e+00 -1.356683136792091653e+07 2.680181236767444908e-01 2.262678095095482789e-01 1.986069857039896025e-01 1.956334472099835464e-01
0.000000000000000000e+00 -1.356683136792091653e+07 1.813851457457009708e-01 8.905719285006341579e-02 1.796092957011790059e-01 3.470011405070326793e-01
0.000000000000000000e+00 -1.356683136792091653e+07 2.497474916604460748e-01 1.909357455587926689e-01 1.128878931982419953e-01 2.405359915494990064e-01
0.000000000000000000e+00 -1.356683136792091653e+07 1.501759021834858654e-01 1.023685651111070349e-01 8.072498108676944284e-01 2.528064327474299766e-02
0.000000000000000000e+00 -1.356683136792091653e+07 1.079707659791560026e-01 7.184494563036247783e-02 4.042151091732884005e-01 1.597148522339615351e-01
0.000000000000000000e+00 -1.356683136792091653e+07 2.274721941319476359e-01 2.093690619403156816e-01 3.719046873894824579e-01 1.102110959639615029e-01
0.000000000000000000e+00 -1.356683136792091653e+07 1.110420836005728829e-01 6.555950706268182104e-01 3.500474786112284242e-02 3.604237834919371553e-01
0.000000000000000000e+00 -1.356683136792091653e+07 4.654293616891475027e-01 4.033273461726625264e-01 1.733001969031811029e-02 1.269575503087281287e-01
0.000000000000000000e+00 -1.356683136792091653e+07 9.082228626597955712e-01 5.749422972740539928e-01 8.360365126702397065e-01 1.653014412954263435e-01
0.000000000000000000e+00 -1.356683136792091653e+07 2.960521529241531002e-01 1.383063540206276310e-01 1.384856212617359139e-01 1.675322250577204741e-03
