"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.310688009238273055e-02,-7.298734101885530692e-03,5.251502344000460835e-04,5.586136382394203117e-04,6.310401780300370356e-02,-7.302554569691019348e-03,6.258924713599750556e-02,-7.878498676636341846e-03,6.361746133187354268e-02,-6.742367576920968442e-03
