k1 k2
7.940376376578522910e-02 -1.465298104744273966e-02
8.124489106172680386e-02 -1.782390771210851099e-02
7.962352647809617379e-02 -1.733447980330123095e-02
8.057165550386580222e-02 -1.832606765470842780e-02
8.045855986182834374e-02 -1.723035924311186462e-02
7.967536838004268818e-02 -1.513344780012623736e-02
8.052195397124431442e-02 -1.769640413845573190e-02
8.142170067720599924e-02 -1.752076014349665534e-02
7.916125572085025430e-02 -1.843243732085504683e-02
8.036178715312863874e-02 -1.913475106546613791e-02
7.967927825699658295e-02 -1.824602480267109583e-02
8.032804462351367247e-02 -1.828302060035902343e-02
7.991064902490016553e-02 -1.696617269638441006e-02
8.102677264554425385e-02 -1.801197942939125607e-02
8.091523733229175064e-02 -1.861625083970180894e-02
8.043471137229615819e-02 -1.852929275424874955e-02
8.018403172748336805e-02 -1.779497341615170203e-02
7.993343250609769024e-02 -1.867968966131340613e-02
7.989870607808907677e-02 -1.795366970327103018e-02
8.080758737822699156e-02 -1.637157344522824354e-02
7.833235230009547023e-02 -1.773573424413224520e-02
8.116176631416624487e-02 -1.703919335585626915e-02
8.019617887026517233e-02 -1.742838579875531646e-02
8.094695385142611221e-02 -1.824874643428082976e-02
7.968517150057299880e-02 -1.919775123010800111e-02
8.165093606763954015e-02 -1.741208359454785026e-02
8.092838691039661025e-02 -1.591344627581380011e-02
7.956455118486407962e-02 -1.700850871251349816e-02
8.167501712495797705e-02 -1.772084728972542211e-02
7.990354992375606202e-02 -1.670966346252762691e-02
8.022089283577921170e-02 -1.742586930523923328e-02
8.149642647524202310e-02 -1.621343124928617541e-02
7.887358460038726427e-02 -2.017665274574302614e-02
8.011030876975733239e-02 -1.832615913715071598e-02
7.980183374109603434e-02 -1.653456840892848778e-02
7.841051898353426641e-02 -1.909410133760619521e-02
7.991138097382396999e-02 -1.748644339840488282e-02
7.925142406730525946e-02 -1.787830139324626810e-02
8.019983507404820910e-02 -1.630059659618347812e-02
8.145584135781494539e-02 -1.787861699299872487e-02
8.094747397353305174e-02 -1.826361502532121428e-02
8.092742233410646358e-02 -1.817050393897043370e-02
8.062444211933925131e-02 -1.695229509391174560e-02
8.112553102462680132e-02 -1.838166262031519504e-02
8.039126938980234449e-02 -1.656493343775419791e-02
7.932442610763493218e-02 -1.672206006727486316e-02
8.266150146095327389e-02 -1.839561012399695827e-02
8.101985317078438942e-02 -1.821078896330960428e-02
8.063860830696553683e-02 -1.806359655499045758e-02
7.927424152307224747e-02 -1.794697079308259224e-02
8.098368836543343163e-02 -1.698583092513701598e-02
7.969169677665075002e-02 -1.691759457518920984e-02
8.032082512821700493e-02 -1.813152742226162295e-02
8.014954644218219570e-02 -1.773485568373141252e-02
8.004531318892102454e-02 -1.920922855414884667e-02
8.059057387184792587e-02 -1.763541877832305871e-02
7.789895409219613209e-02 -1.963190244458774825e-02
8.102903835046929015e-02 -1.756623474939479623e-02
7.964732333778937190e-02 -1.726077543008457116e-02
7.957812898762528508e-02 -1.754910972029546934e-02
7.964565687159094742e-02 -1.633703767294522602e-02
8.107233422649656740e-02 -1.804559006934761123e-02
8.021328398171168050e-02 -1.868811537643257081e-02
8.075514351753668163e-02 -1.823605006926402872e-02
8.018838697074989752e-02 -1.726237890179635470e-02
7.934540493043368281e-02 -1.786548291975885439e-02
8.171278681130500487e-02 -1.671749210125017537e-02
7.987883276328650028e-02 -1.825181845168670491e-02
7.948908103227395050e-02 -1.796128874395815089e-02
7.823645797357783871e-02 -1.856962495313543848e-02
8.060297373381716812e-02 -1.619150707974124914e-02
7.976308772883120013e-02 -1.875090182007668749e-02
7.948095045943631698e-02 -1.736912317637746839e-02
7.717560292550704193e-02 -2.146700242093943500e-02
7.995570590699602187e-02 -1.632436539733955749e-02
8.001137774577915529e-02 -1.622135833323813670e-02
7.980389136061979971e-02 -1.759673229022484797e-02
7.907430726484640515e-02 -1.966542166815633819e-02
8.127490795787703504e-02 -1.635254049154885592e-02
8.029562697958073092e-02 -1.678384410139820149e-02
7.864011102207532633e-02 -1.910402590127149858e-02
8.169066882959008513e-02 -1.774043664698535250e-02
7.969352259467318844e-02 -1.870966747384408824e-02
7.833931094391941019e-02 -1.594784499175969095e-02
7.967880402605306833e-02 -1.952455965359459200e-02
8.039126938980234449e-02 -1.656493343775419791e-02
7.975813215750660046e-02 -1.860668597371294142e-02
7.838384789542274245e-02 -1.931898853480956690e-02
8.083658903190435452e-02 -1.600551687666454392e-02
8.067933916758301960e-02 -1.757949788255738777e-02
7.955707365730479985e-02 -1.861738294811468575e-02
7.930080345114973173e-02 -1.920321235464475529e-02
8.000306946525756469e-02 -1.899561829215559716e-02
8.150877769161024577e-02 -1.600857964609836426e-02
