,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63
0,-0.194907851034271,-0.491130405528771,-0.236741544726737,3.12746793233082,-0.616992634637276,-0.847218924102272,1.27454419241972,-1.14286770927177,0.70745954501874,1.34824373972138,0.91147369966771,2.44321404372819,0.235930644269545,0.349530898953487,-0.02905065885811126,-0.335422581520712,0.541152633382853,1.82717644395161,-1.1027475957772,-1.23142980244196,1.03921522075787,-1.38426594415295,-0.0843792004071505,-0.762793597758457,1.61245533582951,-0.110046463717543,0.947842585504613,-0.669344722148478,-0.275723479739645,0.746336625869723,-1.48092713216371,1.6869654153292,-2.33411643006639,1.56898783010719,2.7194455604475,2.82087908551303,-1.6406859312807,0.150260415829388,-0.818409423412797,-1.07343688968925,-1.28655602330123,-1.5512922374211,1.19939463216529,2.26984183460627,-0.470538671637512,1.89757529549342,0.387030889327838,-1.87452412110063,-2.53928424775322,0.57938826437944,-1.75379314914289,0.457901726445703,-2.02646366771732,1.09386576989251,-0.95525502150276,-2.86993986202384,-2.19979558234254,0.81656194140716,1.4378207149355,-2.15292126333432,2.32936340057682,2.98825239497076,0.293594700606425,2.0968558672036
1,-0.173979353333246,-0.519505899427538,-0.268435166503044,-2.81558462064117,-0.549031480168116,-0.902953363925306,1.3000075889855,-1.20805807450193,0.702407839764447,1.47333931339866,0.902592635282413,2.36484953478764,0.19330520205921,0.312659168927392,-0.006619343981307744,-0.354633900872192,0.508246496077061,1.77740247636679,-1.11335915912072,-1.28505971072207,1.05731227933155,-1.42488613647247,-0.03802518557931093,-0.74593436157779,1.59960765662108,-0.07320233154234945,0.994886191772156,-0.654469847688556,-0.289997707999224,0.775415873083545,-1.53571924577741,1.63943294090302,-2.49307220617053,1.50747167160023,2.61214677895058,2.74731004088161,-1.71867259566252,0.114004715862333,-0.822212935811918,-1.01166046483772,-1.34104764725956,-1.65427121587172,1.2323757241267,2.11640053355294,-0.460047165019192,1.92365445994181,0.369736223019117,-1.8762344697159,-2.5866388158227,0.627567010265776,-1.81759105268072,0.451270353940102,-1.92577774773791,1.14594386528259,-0.909905156172019,-2.65247848751133,-2.31826834909717,0.828292367459175,1.33872715265732,-2.15076333006414,2.24883953925611,3.04350289414316,0.245344634615049,2.10633138547857
2,-0.166098012301971,-0.519308574358059,-0.25523889111652,3.1088024494766,-0.582139103326511,-0.838927350766143,1.30038639578713,-1.18403171000893,0.668732707905514,1.46310153206018,0.92323228214543,2.35239644462966,0.09974286593486155,0.251642696640964,-0.003484176473981029,-0.395053994507159,0.540057989990846,1.79160644125237,-1.08177268081567,-1.29602342816808,1.05746223600217,-1.40517207998641,-0.04561067174161241,-0.718820894581663,1.60214959762893,-0.11654057540182,0.968241028397253,-0.664258580098563,-0.367562895125159,0.69760280624215,-1.47796075085183,1.7218879304722,-2.44197869699066,1.52134372572275,2.55853391826637,2.68856575700331,-1.68546013225495,0.04387222836526795,-0.799886687343818,-0.99767564029035,-1.33111369128102,-1.61042898278022,1.21206194894914,2.20391487696021,-0.454551880900594,1.9819443213856,0.327935930230431,-1.97355427464286,-2.54678248661353,0.599098895192171,-1.7723186712658,0.437887545185433,-2.03394928407449,1.1093269721988,-0.911719660936958,-2.73411394636065,-2.24768719573347,0.812349236818498,1.34377541584896,-2.16263220868296,2.28972279765737,2.94927259879402,0.217062164000534,2.09719213334516
3,-0.170187052485838,-0.360110416410503,-0.196592132207156,-3.119722340423,-0.562593258186713,-0.83855281389858,1.24112448730718,-1.19093065786238,0.568918148272375,1.48210087816578,0.857738802948284,2.5753218318427,0.171289377828209,0.343652566899207,0.0762473287371921,-0.33609253615539,0.547240791708299,1.92481573945148,-1.07524186200583,-1.2822327876651,1.03446251471105,-1.41684871096146,-0.00813397292960621,-0.640674988938323,1.6593434141196,-0.05841341669615392,0.913603136255274,-0.612237824954475,-0.227359348335881,0.675098827383273,-1.5294815630065,1.76952860732891,-2.25991826513942,1.5596771989808,2.63953355844045,2.82848978986669,-1.69122467754308,0.126019650063886,-0.787675601354745,-0.993381065842023,-1.39806127561454,-1.58714529938533,1.16879112027161,2.26872628077939,-0.487655886434254,2.05944773812891,0.440249256966571,-1.84258872222476,-2.4371721741102,0.637645100834077,-1.77663335911287,0.49274568995894,-1.9764859011379,1.13366923389426,-0.909031938739884,-2.79779694760476,-2.18279868958692,0.801039206189828,1.39829245958473,-2.03837461349705,2.34283586197584,2.95856532659918,0.273130677485747,2.12487418892363
4,-0.113092729450657,-0.380518005523399,-0.133503130596699,-2.78158847766578,-0.535740868339345,-0.786139218945113,1.17575750984962,-1.16935512650074,0.619751876011189,1.54051966826516,0.883232866645425,2.64674912022212,0.210082457725721,0.434087625400914,0.09617959485404265,-0.284036300341205,0.560220903018434,1.85373071158797,-1.07704218350966,-1.25862234860064,1.04745116615176,-1.32707562371108,0.05232439071911929,-0.674568799790693,1.68635039576486,-0.04444628923062208,0.947934025249571,-0.618840636985074,-0.15315666177419,0.763034395174699,-1.53068091727649,1.77554626862253,-2.40542295934112,1.58908368427133,2.89030792254506,3.05785230552447,-1.64445983618457,0.161757645467575,-0.738712207714663,-0.993010513174645,-1.30015501770896,-1.58755942072595,1.27236446786236,2.16900065141966,-0.425139384936391,1.90666138274126,0.480233366932017,-1.85517623632024,-2.48308791129733,0.716234331646148,-1.71833682792478,0.517838920222117,-1.92237560877962,1.15026619848814,-0.919033117930526,-2.59050644268311,-2.27764966040497,0.837340800330207,1.42240058098681,-2.1472182627832,2.45904686281404,-3.05136256402155,0.338939653253368,2.1219559253959
5,-0.12314129241133,-0.326898272690513,-0.190433142285642,-3.01834340163754,-0.550972050717078,-0.878657218107266,1.24713901956379,-1.17399293936068,0.578940350656661,1.44776677481881,0.922445308017622,2.61161430327579,0.202919660282673,0.318535871719996,0.0564502975176019,-0.301431440523833,0.526635843096932,1.89673914007491,-1.05357061123986,-1.32330862778475,1.06158421983429,-1.41790420382386,-0.02756732944410539,-0.656858133453872,1.62612278053556,-0.10151208482744,0.990075302669738,-0.612422621357498,-0.228623924664586,0.745026647474857,-1.54966430214994,1.69885555589676,-2.37033859165493,1.56321584325334,2.65185187094886,2.90423782003746,-1.67048787209423,0.112824297773096,-0.798284996394174,-1.00137665402299,-1.34777737367998,-1.62183909908133,1.26908811793549,2.21169607578172,-0.428726899797976,1.94567025871064,0.404291029828551,-1.83691467891444,-2.41012881999614,0.700206973604645,-1.74273593139838,0.418069212880105,-1.99446976498233,1.15523953720057,-0.936358081196684,-2.64502405050974,-2.29488490147061,0.866654475180981,1.40115883300397,-2.10197071826941,2.32218670001381,3.10113098400551,0.262621057484626,2.08978168618041
6,-0.149430653852796,-0.433294393369469,-0.211416626504788,-2.97960906917662,-0.547493443868581,-0.835578942838088,1.17914316459155,-1.15323259280871,0.613587187490302,1.50579122816477,0.916742182692594,2.55821958395679,0.167937730109578,0.318721848003639,0.0602874510089355,-0.363465455926275,0.531667119757459,1.85714363241981,-1.05863430003237,-1.18595976801442,1.07481854704771,-1.36533946016242,-0.01870596213751457,-0.666587468497471,1.672746648357,-0.08010127708908345,0.987972569031169,-0.587918981280342,-0.247773313789527,0.781003960514421,-1.5016924578302,1.93276301162326,-2.33564789413708,1.58853619811044,2.70724981665581,2.78582487981894,-1.64414334143329,0.1102460454927,-0.739376038801655,-1.01728331494954,-1.32181466590932,-1.5383212706484,1.29105627786931,2.23423818308593,-0.520377943521565,1.77038118132149,0.433358917217327,-1.86695598219689,-2.44626879532496,0.6797200591774,-1.6974811934844,0.494947798409475,-1.95573185500355,1.12830215078141,-0.907823488525245,-2.81432809776384,-2.24908000821331,0.870412875919329,1.39812956193579,-2.06085257705075,2.41780808407515,3.1073751254238,0.247826376264338,2.15396230075418
7,-0.106483400388011,-0.433883360862585,-0.153096122709795,-2.8079071737023,-0.563347431048402,-0.804993506144834,1.25242478546347,-1.12846283257042,0.613009218544997,1.52409232052128,0.730056365764608,2.64351874446458,0.212741445743695,0.352804188255631,0.08028149874687954,-0.373306768343138,0.556235148381338,1.91792485041356,-1.04326117288201,-1.1699868360173,1.06939151577812,-1.41644838567567,0.01106136038349073,-0.676117264195014,1.69088482381327,-0.03140205804503327,1.02519404242282,-0.604122826779268,-0.226226084865048,0.797694665672372,-1.4747634985414,1.97495554174912,-2.33552458445414,1.54243935550757,2.75178576799316,2.91575760052755,-1.68335933144311,0.139664595339469,-0.765615879410557,-0.986324845290802,-1.3088631525809,-1.59098355035712,1.34713976678295,2.26514584448413,-0.46621567293231,1.83996713327848,0.418472082739026,-1.84248300127774,-2.44030146249747,0.891006494263699,-1.73261966082608,0.495728458451606,-1.96174994343569,1.18211954298592,-0.868723560710081,-2.66338346072923,-2.27064519611193,0.831848567631982,1.39231504355438,-2.03681774529916,2.3367320725931,3.09173158990053,0.257807435960548,2.06918507584324
8,-0.112811337160835,-0.479258805883597,-0.172300521471445,-2.85338424473586,-0.540552595993598,-0.85437530091309,1.23286174512971,-1.15359999144164,0.665050600798655,1.50741065719048,0.726290812672855,2.46936587798084,0.189581747362576,0.360382554904299,0.283772940272732,-0.352549256455818,0.534327409519079,1.85303532086704,-1.05537597934178,-1.24122357820442,1.03012012058976,-1.35363440424093,0.001084697671397411,-0.665678755978445,1.6463027596686,-0.04875524944496113,1.00941954961016,-0.618171610755551,-0.245171001108162,0.803899301084981,-1.49230328425228,1.9403526707558,-2.36813581599993,1.59771990622746,2.77632239093216,3.03463846038064,-1.71069148227342,0.120037276499898,-0.747046286140105,-0.96473572847301,-1.31147851516675,-1.61436812565406,1.33056299726237,2.21148131058773,-0.431691137572253,1.72408532415101,0.377095336019556,-1.86539231226537,-2.51821870651207,0.89897057972098,-1.73052277469897,0.502975804539893,-1.96733016924131,1.12709766214944,-0.910663774311055,-2.60256475619124,-2.23670298193522,0.849177749365769,1.42201785477138,-2.10912733993611,2.27423294050251,3.12770743304148,0.06918483859019751,2.12199512400533
9,-0.103338264545373,-0.476474365206981,-0.165485378367609,-2.77976659435179,-0.507384073028644,-0.801822002974975,1.26731174914969,-1.07733905274994,0.66362808837299,1.48673767935739,0.73279432654858,2.48480704471073,0.285663126976831,0.402302280315182,0.09982706872944676,-0.327758337886342,0.462229901143699,1.93179025826001,-1.02405725072266,-1.22309055286936,1.12197832945238,-1.38620391716132,0.043398961262793,-0.646874769063825,1.68094291404495,0.004413789013452176,1.0649095629289,-0.628120042568019,-0.205334779055872,0.800910805193678,-1.47919636287841,1.97839839070962,-2.13253000631381,1.54397847190302,2.83174739946734,3.05493309182747,-1.60419727760624,0.184062316234993,-0.743494944283479,-0.961579324363124,-1.2671248825988,-1.52211721917947,1.34932492260908,2.19052976048591,-0.402859874048261,1.72736242868937,0.6331627781923,-1.85094804436689,-2.35185963948512,0.905246550053312,-1.79672654695484,0.518872627365117,-1.92488372912662,1.21661938541941,-0.863423248835263,-2.56728250664989,-2.21545314475616,0.826651894304404,1.42609270775882,-2.07149919299267,2.65591798963164,-3.04122193523779,0.323214564757796,2.06738922999155
