"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup", "k4_mean", "k4_stdev", "k4_median", "k4_errlo", "k4_errup"
6.371215823991573102e-02,-1.084409670016023286e-02,3.015382598185822535e-03,-1.552214375310668072e-03,1.089510624898075474e-03,1.154222429851010576e-03,1.110762054890915545e-03,1.106350399219863632e-03,6.370449246933793108e-02,-1.083861365047202041e-02,3.009146329626080640e-03,-1.547500876977955797e-03,6.262090084184543382e-02,-1.199773662601080759e-02,1.928269545325544954e-03,-2.659003842252080640e-03,6.481178801867025496e-02,-9.703955049916640485e-03,4.139343648998372593e-03,-4.260128776104876724e-04
