"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
6.269303326649128261e-02,-7.184081243834658341e-03,4.333495692651211811e-04,4.425552022260345500e-04,6.269110273466024785e-02,-7.184188076038169890e-03,6.226038759659163757e-02,-7.598014806510164365e-03,6.312296659685445732e-02,-6.739018084054540503e-03
