k1 k2 k3 k4 k5
8.048592360418180269e-02 -1.733039702534863724e-02 5.822315875654210382e-03 -2.272675333885129656e-03 1.622882884452225838e-03
7.947498312558934352e-02 -1.707963032166809336e-02 8.306539556725694995e-03 -2.268247470848000491e-03 1.394848218179256527e-03
7.984224229260636352e-02 -1.685933028819389112e-02 4.286751045676148730e-03 -3.922679847885343629e-03 1.540937524779906198e-05
7.969784325160070293e-02 -1.819115631195319938e-02 6.171865700652423570e-03 -1.338887103665170608e-03 2.767655628817450308e-03
7.962401616757361356e-02 -1.912382383856248147e-02 4.572125618783992596e-03 -3.939418045826592607e-03 3.527213894822384121e-04
8.117867497984193603e-02 -1.671525894055155004e-02 5.924984277951586553e-03 -2.344310195817198017e-03 7.267002649058440511e-04
7.866691959011962165e-02 -1.815394603926501205e-02 5.633181466626793754e-03 -3.417182990643891083e-03 1.399934695702875764e-03
7.917476543443136006e-02 -1.685393561707888843e-02 6.683913542464753332e-03 -3.194432660178700423e-03 2.293653763522085498e-03
8.010444776645470055e-02 -1.828971911861387856e-02 5.093547379049281898e-03 -2.105175859772559499e-03 1.494578069331092829e-03
8.009177928740510155e-02 -1.810882887443168721e-02 6.292831653587738217e-03 -2.503948241522460649e-03 1.641092987910861001e-03
7.944024730989557304e-02 -1.785838437347708751e-02 3.039549648903475121e-03 -3.540336923571418826e-03 2.501965813024670249e-03
7.914627411550376190e-02 -1.804353525142148029e-02 6.707272777910541772e-03 -2.561651425929234449e-03 1.737260925411196477e-03
8.015975777370684674e-02 -1.810404755375133456e-02 5.427189620574535134e-03 -4.120099824725026449e-03 1.986723287872818600e-03
7.861437966639930885e-02 -1.951895651458379621e-02 5.638408875878159199e-03 -2.921276848807885518e-03 1.046143172491187379e-03
7.955846234873584222e-02 -1.875694875835663689e-02 5.900099349019694017e-03 -3.433854209796929902e-03 1.572516342955743163e-03
8.036019849573264318e-02 -1.784320680347974142e-02 7.226833612907074267e-03 -2.029477087214584530e-03 1.414726593659376697e-03
7.883333736393738356e-02 -1.935075349284491597e-02 6.427219464406858096e-03 -6.476940619573601232e-04 2.735960471519333082e-03
8.013369542403711576e-02 -1.761726351586019590e-02 6.290846844751118994e-03 -2.835358163158996359e-03 1.927976443516388194e-03
7.804702473588512324e-02 -1.905537302799771571e-02 6.524595095144802848e-03 -3.165305407723292830e-03 1.051884155971460899e-03
7.984280428935744411e-02 -1.923416954943869828e-02 5.485934092786151628e-03 -2.551774955546454171e-03 1.977161630318913232e-03
7.945375459766318427e-02 -1.744210793963797690e-02 4.656339306021023416e-03 -3.289629667636462251e-03 2.210705275103835854e-03
8.002977926914259243e-02 -1.813949040687778957e-02 5.442824116312111604e-03 -1.689356684361903449e-03 2.388403422529883358e-03
7.970745861730962889e-02 -1.618912831103294647e-02 5.583993425885044881e-03 -3.028690881667711610e-03 1.551532295326479849e-03
8.023754930925947049e-02 -1.895043964051425223e-02 5.596134503314115216e-03 -3.221151467261151868e-03 1.778831629021079830e-03
7.978885613873379357e-02 -1.888046689182212856e-02 6.275022044256922671e-03 -2.962981585500637505e-03 1.823736395678052236e-03
