k1 k2
8.050417696137041057e-02 -1.863265670609162705e-02
8.045520085118090803e-02 -2.022618616977781003e-02
7.908042048231442300e-02 -2.169489527127257955e-02
7.992610544207143231e-02 -2.022629059932991302e-02
8.003885946436462007e-02 -2.309840342738145313e-02
7.984973103952064388e-02 -2.158875031625512309e-02
7.939190770947074371e-02 -2.351506831231806038e-02
8.005294059827913755e-02 -2.151757454340180731e-02
8.177414721252609930e-02 -2.122539447312984939e-02
7.775915108249359387e-02 -2.300074870854183773e-02
8.207523437281571965e-02 -1.966306056537951708e-02
7.910024520966432715e-02 -2.259400187920354575e-02
7.977026280958737781e-02 -2.428377909346793317e-02
7.913117177425743609e-02 -2.254396503000924423e-02
8.178496131321771889e-02 -1.984244706052551432e-02
8.183082062645238852e-02 -2.159639660673080830e-02
7.986266977216494034e-02 -1.901272774960410805e-02
7.978084379412117566e-02 -1.957875250095623965e-02
7.995948597497035126e-02 -2.121434296386345841e-02
7.888196406699429786e-02 -2.129933620025162289e-02
7.945503095208003574e-02 -2.208847272427304220e-02
7.904563186628962845e-02 -2.273697135148090853e-02
8.061398114973236662e-02 -2.027303812820849260e-02
7.846145782266752966e-02 -2.200107602631076742e-02
8.152012050269438759e-02 -1.951274432573898987e-02
8.065312196990612192e-02 -2.117601052824984176e-02
8.018016249073123269e-02 -2.031845440696884719e-02
8.107503701815554908e-02 -2.063106476960108182e-02
7.951669184744622476e-02 -2.082290581427009846e-02
7.926668466953762371e-02 -2.202566283104112621e-02
7.937353303553029704e-02 -2.163192162702709531e-02
7.826957655380595291e-02 -2.367694527762523315e-02
8.133861757993002262e-02 -2.078859158468518431e-02
7.925325652955858557e-02 -2.088652635286819548e-02
7.908574293340905892e-02 -2.132813132783989429e-02
7.936468808854374446e-02 -2.258430941863293073e-02
8.194388604687297128e-02 -1.980911619355085751e-02
7.995549760777040382e-02 -2.040887106678140883e-02
8.023004044401571555e-02 -2.124857044611791479e-02
8.191168869766773941e-02 -1.949280314514259538e-02
7.918732821381543885e-02 -2.281319440616326466e-02
8.039658850978889659e-02 -2.220074608013425377e-02
7.926785249575035719e-02 -2.076761418519901259e-02
7.942108362226160678e-02 -2.180680149489365449e-02
8.133892656668778587e-02 -1.904172120920669120e-02
8.022175363579359120e-02 -2.036235622744655971e-02
7.967079645256019971e-02 -2.032547027376795101e-02
8.040087977139515063e-02 -2.023695233443614794e-02
8.153936091431937538e-02 -2.038325644945818138e-02
7.819680207380430570e-02 -2.202145095321597634e-02
8.188190465676312146e-02 -1.833091679868634194e-02
8.089863156980392489e-02 -2.078514220321241168e-02
