"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup"
8.012173155500207367e-02,-2.020001619224135944e-02,7.158432794503706911e-04,7.737596927213660032e-04,8.011996944549262811e-02,-2.019681214024557359e-02,7.937877521070826892e-02,-2.097627628028719826e-02,8.084552503374568821e-02,-1.942285684352748620e-02
