"k1_mean", "k1_stdev", "k1_median", "k1_errlo", "k1_errup", "k2_mean", "k2_stdev", "k2_median", "k2_errlo", "k2_errup", "k3_mean", "k3_stdev", "k3_median", "k3_errlo", "k3_errup"
7.970964173272267195e-02,-1.823242305197698282e-02,6.861507196608183923e-03,7.083151543117394361e-04,7.947848942374255215e-04,7.456905318425457226e-04,7.969121895407624279e-02,-1.822737080389816300e-02,6.888857113354546202e-03,7.900626528825052675e-02,-1.903839714680626016e-02,6.120805319456726692e-03,8.041529257023913302e-02,-1.743942545961113533e-02,7.575553576867635752e-03
