k1 k2
6.314882437955329775e-02 -1.053843417381673808e-02
6.331115988903346370e-02 -8.396571801459418172e-03
6.360317111875840590e-02 -9.815393525456392321e-03
6.295945007631262302e-02 -9.455888499429382366e-03
6.361535043065455475e-02 -9.498304637882787338e-03
6.368045507820327411e-02 -9.279986356026032057e-03
6.404625316988848960e-02 -8.979165243599832036e-03
6.360910887312781758e-02 -9.083203266399580977e-03
6.337153260104216868e-02 -9.253933846642053984e-03
6.413169520873981955e-02 -9.416458114047371319e-03
6.244362999402658376e-02 -1.038710585098298611e-02
6.334426546654345347e-02 -8.835740842370848336e-03
6.425704206073265534e-02 -9.650870746638146036e-03
6.428634387903522929e-02 -8.831728518843617870e-03
6.428018660278228547e-02 -7.328575541444865005e-03
6.436297504382321177e-02 -8.502390732442965948e-03
6.331115988903346370e-02 -8.396571801459418172e-03
6.298106076597173586e-02 -9.277345214848436994e-03
6.355219168711498390e-02 -9.436663239221751431e-03
6.421962450152937651e-02 -8.961429313676563813e-03
6.409940320377360834e-02 -8.794831591222102007e-03
6.354352161060256021e-02 -9.455615938865583048e-03
6.278298632606976737e-02 -8.871583830565188400e-03
6.437401278048610065e-02 -8.545869316261084370e-03
6.355030537086628351e-02 -8.985567758889700940e-03
6.277603126533989886e-02 -1.077546452157927825e-02
6.478096935019592162e-02 -9.246381500489633809e-03
6.379239049606957868e-02 -1.006678273883401808e-02
6.342344120743328983e-02 -9.294226393851273693e-03
6.346029257148544378e-02 -8.758562351073612140e-03
6.423748306265006369e-02 -7.726895551659854200e-03
6.396097757004923223e-02 -9.640478301709706765e-03
6.403799137182844547e-02 -8.889799864694639120e-03
6.401235279105926823e-02 -9.121891884734931177e-03
6.309078339585474926e-02 -9.320282202750135303e-03
6.408071624137900990e-02 -9.925830971833998762e-03
6.463690326194956870e-02 -1.005140089283802773e-02
6.392363508860496313e-02 -8.584915223782796367e-03
6.350127645066935833e-02 -7.879099876113695999e-03
6.429254573788578675e-02 -9.107575274741652738e-03
6.468700746008906877e-02 -9.194579808443306690e-03
6.377778317315671575e-02 -7.896379077452136963e-03
6.361469744096001633e-02 -9.710670883965613620e-03
6.340237788257149787e-02 -9.694754439156377801e-03
6.342345650505559762e-02 -9.334334466592666968e-03
6.397966474467400855e-02 -9.079712783099255780e-03
6.417520771268200863e-02 -9.307115034034210699e-03
6.375014353420041524e-02 -9.439624146988151443e-03
6.320778127858994733e-02 -1.010537459694138551e-02
6.419220240608794481e-02 -8.214622212581276783e-03
6.459026540369999791e-02 -8.588971414121598924e-03
6.389481102220320730e-02 -9.492329281574979349e-03
6.340619697990254600e-02 -1.049933049404484786e-02
6.272948169738676305e-02 -8.440024866992815178e-03
6.372302098504195600e-02 -9.395032990326249167e-03
6.438611672269103914e-02 -1.043252200192647250e-02
